SA1_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
10304107929,0,17,0,14,0,7,0,7,0,24,0,25,0,24,0,30,3,27,0,31,5,32,0,38,3,20,0,23,0,21,3,26,0,0,0,0,18,172,7,197,0,10,0,10,0,8,0,12,0,18,0,19,0,22,0,24,8,29,0,42,11,30,0,43,5,17,0,25,0,19,3,22,0,0,0,0,25,164,5,198,0,26,0,29,0,16,0,22,5,44,3,47,3,46,0,52,14,57,4,78,17,67,0,85,12,34,4,46,0,38,8,45,0,3,0,4,51,328,17,394
10304107930,0,19,0,24,0,11,0,11,0,11,0,14,0,22,0,21,3,30,0,33,7,28,4,39,3,22,0,30,0,8,4,12,0,4,0,6,19,158,15,197,0,13,0,15,0,11,0,8,4,20,0,21,0,19,0,19,6,33,4,39,5,21,4,34,5,28,0,27,0,4,0,9,0,0,0,8,16,155,8,190,0,39,0,37,0,20,0,23,4,30,0,36,0,45,0,47,7,64,3,74,14,49,4,68,12,51,0,66,3,14,3,20,0,7,4,8,38,317,22,383
10304107931,0,8,0,13,0,0,0,0,0,0,0,10,0,10,0,7,3,13,0,15,0,12,0,12,0,9,0,10,0,0,0,3,0,0,0,0,12,60,5,74,0,5,0,5,0,0,0,0,0,7,0,3,0,9,0,10,0,14,0,16,7,7,0,19,0,3,0,9,0,0,0,3,0,0,0,0,13,51,8,71,0,12,3,17,0,11,0,11,4,11,0,14,0,16,4,19,3,29,0,34,4,22,3,31,0,12,0,14,4,5,0,9,0,3,0,3,23,113,8,142
10304107932,0,6,0,6,0,7,0,6,0,9,0,9,0,17,0,20,0,9,0,15,0,14,0,16,0,20,0,27,0,14,5,14,0,0,0,0,4,110,9,120,0,7,4,11,0,0,0,0,0,9,0,9,0,21,0,20,4,16,5,26,0,11,0,14,3,18,4,26,0,9,0,9,0,4,0,4,13,97,11,124,0,16,4,19,0,11,0,11,0,21,0,21,0,41,0,39,5,23,6,39,3,31,0,33,0,41,5,50,0,22,5,25,0,8,0,8,20,203,23,245
10304107933,0,0,0,0,0,0,0,5,0,3,0,3,0,12,3,15,0,3,0,3,0,7,0,9,0,8,0,10,0,0,0,0,0,5,0,5,3,40,3,49,0,0,0,0,0,0,0,0,0,3,0,3,3,13,0,18,3,6,0,4,0,10,0,13,0,3,0,3,0,3,0,3,0,4,0,4,12,37,0,52,0,0,0,0,0,0,0,3,0,9,0,7,9,22,4,32,4,4,0,13,0,12,4,19,0,11,0,18,0,6,0,6,0,7,0,7,16,71,3,94
10304107934,0,8,0,9,0,4,0,4,0,8,4,15,5,15,0,24,0,10,3,13,3,15,4,18,5,13,4,20,0,11,0,13,0,0,0,0,19,85,13,117,0,6,0,6,0,7,0,7,0,16,3,17,6,17,8,27,0,9,0,11,13,15,5,34,4,13,4,22,0,6,0,6,0,0,0,0,23,89,11,132,0,18,0,18,0,8,0,8,0,27,5,34,9,34,5,50,0,20,4,26,14,28,3,49,10,23,6,42,0,19,0,23,0,3,0,3,40,180,30,250
10304107935,0,9,0,9,0,11,0,10,0,8,0,8,0,8,0,14,5,11,0,17,5,15,0,22,3,14,0,20,0,7,0,8,0,0,0,0,19,95,7,116,0,12,0,12,0,6,0,10,0,7,0,13,4,15,3,21,3,11,4,19,7,21,0,34,0,12,0,13,0,3,0,5,0,0,0,4,22,85,11,126,0,22,0,22,0,14,3,21,0,21,0,25,10,23,4,32,7,24,5,41,18,36,3,60,3,27,0,31,3,9,0,12,0,0,0,4,39,177,22,236
10304107936,0,11,3,14,0,6,0,8,0,14,0,16,0,16,3,17,3,26,0,37,4,27,0,29,0,14,4,19,0,8,0,10,0,0,4,3,15,119,20,152,0,8,0,9,0,7,0,8,0,10,0,10,6,19,3,28,7,23,3,35,12,21,3,32,0,9,0,14,3,6,3,18,0,7,0,7,28,114,16,158,0,17,0,17,3,14,0,18,0,27,0,27,3,36,8,42,14,49,4,71,10,44,6,64,8,24,3,34,5,18,3,30,0,4,4,3,45,232,29,307
10401108001,0,14,0,11,0,3,0,3,0,9,0,9,0,16,0,13,4,20,0,21,4,12,0,19,4,26,0,29,0,30,8,38,0,9,0,10,18,138,8,167,0,5,0,5,0,3,0,3,0,12,0,13,4,15,0,19,11,12,0,20,13,16,0,24,11,41,0,53,12,51,3,66,5,11,5,13,41,166,13,228,0,17,0,19,0,11,0,11,0,22,0,29,5,28,0,32,13,35,0,46,11,30,0,42,16,66,8,89,14,80,7,97,0,16,7,28,66,306,22,392
10401108002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,3,0,3,0,6,0,3,0,0,0,0,0,0,0,0,5,12,0,22,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,7,3,3,0,7,0,4,0,4,0,0,0,0,0,0,0,0,6,22,3,29,0,0,0,0,0,3,0,3,0,4,0,4,5,3,0,5,3,7,0,9,3,7,0,7,0,11,0,8,0,3,0,9,0,0,0,0,12,37,7,47
10401108003,0,18,0,17,0,9,0,14,0,19,0,19,0,28,0,28,5,16,0,22,0,16,0,16,5,25,0,35,0,24,0,24,4,12,0,15,14,165,9,187,0,12,0,12,7,7,0,15,0,22,0,26,3,25,0,27,10,21,0,25,9,13,0,21,8,25,3,34,6,35,0,39,0,36,3,37,44,189,11,238,0,31,0,28,7,24,0,29,4,39,0,46,3,50,3,56,13,36,0,51,8,24,0,34,13,48,6,61,6,62,0,63,4,46,4,52,57,355,18,428
10401108004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,7,0,8,0,0,0,0,0,0,0,0,3,19,3,20
10401108005,0,5,0,6,0,5,0,5,3,9,0,13,0,9,0,9,4,10,0,12,3,14,0,16,8,11,0,12,4,10,0,8,0,5,0,4,17,65,5,86,0,0,0,0,0,3,0,3,3,14,0,19,5,4,4,14,4,13,0,17,6,10,0,15,3,18,0,22,0,13,0,17,0,6,3,10,25,86,9,116,0,5,3,5,0,7,0,7,6,22,3,28,5,16,4,21,10,18,0,28,10,23,0,32,6,31,0,33,0,22,0,27,0,10,4,20,41,148,15,206
10401108006,0,12,0,14,0,4,0,9,0,18,3,18,0,17,0,17,7,11,4,19,3,12,0,17,5,20,0,20,0,18,0,19,0,0,0,0,15,106,16,133,5,5,0,12,0,4,0,6,4,11,5,21,4,18,0,28,6,7,0,11,10,11,0,21,4,15,0,20,0,16,5,21,0,6,0,4,38,103,16,153,4,20,6,29,0,14,4,15,4,29,11,44,11,32,0,42,10,17,6,35,11,22,5,42,4,37,0,40,7,28,4,38,0,11,0,11,49,206,24,280
10401108007,0,21,7,27,0,16,0,17,3,19,9,33,0,15,5,21,5,16,6,27,5,13,0,15,4,16,0,21,3,13,0,16,0,9,0,9,22,141,25,179,0,9,0,18,4,12,3,18,10,29,11,42,9,17,9,30,4,25,4,36,3,33,4,44,3,29,0,30,0,10,0,16,0,6,4,9,36,166,31,235,7,38,5,44,6,26,0,31,13,46,19,75,8,34,9,53,9,43,11,54,11,45,7,60,8,45,0,50,6,23,3,30,0,10,4,17,55,305,50,418
10401108008,0,11,6,22,0,3,4,11,0,7,10,18,0,9,4,15,6,15,8,24,0,12,0,12,0,11,0,12,0,6,0,6,0,0,0,0,16,84,27,117,0,3,7,3,0,6,3,6,7,14,6,22,7,10,11,31,0,19,8,23,8,10,0,17,5,14,0,18,0,8,0,6,0,0,0,3,22,83,34,141,0,14,11,22,0,12,8,16,6,22,16,46,10,22,19,48,5,33,11,46,9,22,3,28,3,23,0,31,0,18,0,16,0,3,0,3,34,170,60,258
10401108009,3,15,0,19,0,10,4,19,0,15,0,12,5,7,6,19,4,9,0,13,11,11,0,22,4,8,0,18,0,11,0,11,0,0,0,0,22,94,13,135,0,4,0,11,0,4,0,6,3,14,3,23,5,16,0,22,11,12,3,24,10,16,0,32,0,7,4,18,0,13,3,19,0,0,0,7,35,99,19,154,7,22,9,29,3,20,4,18,5,29,0,42,8,27,9,42,17,17,8,36,17,30,4,49,3,23,3,32,0,28,3,28,0,6,0,3,61,193,37,286
10401108010,0,13,3,18,0,10,3,18,5,27,5,32,0,21,5,27,5,13,4,27,0,22,4,26,0,16,0,16,0,13,0,15,0,10,4,14,19,142,23,180,0,11,3,10,3,13,5,17,7,25,3,33,3,16,7,30,10,11,6,25,10,18,0,35,4,22,3,26,3,18,0,19,0,8,0,14,41,140,29,209,0,24,4,30,3,24,4,34,13,43,6,63,4,40,9,53,15,28,12,47,10,42,7,62,4,34,3,45,5,30,0,33,5,19,4,20,60,280,47,387
10401108011,0,7,5,13,0,20,0,27,0,22,0,24,0,9,0,15,0,14,3,20,3,14,0,18,3,12,0,18,0,14,3,19,0,4,3,7,20,118,18,155,0,8,0,8,0,15,0,14,0,19,0,26,0,11,0,14,3,16,4,25,7,14,0,24,9,16,0,24,6,17,0,17,6,6,4,10,27,113,15,160,0,14,3,21,0,37,4,42,4,42,0,52,0,21,3,27,10,29,5,44,9,28,0,42,12,31,3,41,3,23,4,33,6,12,9,21,46,235,36,312
10401108012,0,18,0,16,0,10,0,10,0,17,5,24,3,31,0,40,3,26,5,29,11,30,5,42,3,27,0,32,3,23,3,27,0,0,0,0,29,176,27,234,0,4,0,7,0,16,0,17,6,20,6,26,9,22,0,29,10,20,3,31,8,30,5,38,8,29,5,37,7,15,0,21,0,5,5,10,38,168,23,224,0,28,3,28,0,31,0,30,3,37,10,53,18,55,0,66,9,45,5,61,16,55,4,77,6,54,3,67,6,41,0,49,0,13,5,12,67,344,41,452
10401108013,0,0,0,0,0,6,0,7,0,8,0,9,0,10,0,6,3,12,0,11,4,5,0,6,0,6,0,8,0,4,0,4,0,0,0,0,7,50,9,68,0,3,0,3,0,9,0,9,4,4,0,9,0,3,0,6,0,5,0,8,9,6,0,8,0,7,0,9,0,3,0,9,0,4,0,4,15,46,5,58,0,6,0,6,0,13,0,16,4,12,4,12,0,14,0,16,3,15,0,16,9,11,0,23,0,16,0,19,0,9,0,14,0,4,0,4,21,102,8,127
10401108014,0,11,3,13,0,10,4,8,0,18,0,18,0,13,4,15,0,12,0,20,5,9,4,12,5,13,0,19,0,13,0,13,0,4,0,9,13,97,13,123,0,10,0,10,0,4,0,4,3,19,7,27,4,13,3,16,3,19,3,25,3,19,0,20,3,17,0,19,0,12,0,12,0,8,0,8,25,107,12,144,0,16,3,27,0,12,0,16,3,35,5,51,6,20,0,35,5,29,5,38,7,28,4,38,3,28,0,36,0,20,0,25,0,8,0,13,34,206,28,263
10401108015,0,22,0,19,0,3,0,3,0,16,0,16,5,22,0,26,4,31,0,35,7,24,0,33,10,29,0,33,3,24,0,28,0,3,0,3,29,187,0,215,0,18,0,18,0,11,0,13,0,32,0,33,13,21,6,34,8,31,0,42,7,34,0,41,11,38,0,44,3,28,3,33,0,0,0,0,46,203,8,254,0,35,0,37,0,17,0,24,0,52,0,55,15,46,6,65,12,60,0,79,19,55,0,68,19,62,0,83,9,48,3,61,0,3,0,8,73,384,7,471
10401108016,0,16,0,14,3,5,0,11,0,22,0,27,6,18,3,18,0,14,0,13,0,23,0,29,4,14,0,17,3,10,0,13,0,4,0,4,19,124,7,147,6,7,0,9,6,6,0,11,3,15,0,18,3,15,0,22,5,11,0,19,11,18,5,27,3,6,0,12,0,6,0,7,0,0,0,0,30,89,8,130,6,22,0,21,8,17,0,24,3,34,3,40,6,31,5,45,8,23,0,34,11,40,3,56,3,23,0,27,3,19,0,21,0,9,0,6,50,212,16,278
10401108017,0,18,0,19,4,10,0,14,0,31,6,36,0,27,0,30,4,18,0,27,6,29,0,29,3,22,0,30,5,12,0,16,0,0,0,0,23,167,9,201,0,16,0,14,0,11,0,18,5,33,0,34,6,31,0,35,3,20,0,28,10,28,0,34,3,20,0,20,0,20,0,20,0,3,0,3,30,178,3,210,4,29,0,35,4,27,0,30,5,62,4,67,11,56,0,68,11,40,0,55,11,48,3,67,3,40,0,46,5,30,0,36,0,9,0,12,55,344,16,413
10401108018,0,4,0,3,0,14,0,11,0,9,3,12,0,18,0,21,0,9,3,20,4,17,0,27,6,16,6,22,0,21,3,20,0,8,0,8,16,118,21,150,0,3,0,5,0,7,0,11,0,15,0,15,4,14,0,13,6,15,0,26,5,22,4,28,9,28,0,40,3,38,3,46,0,30,0,30,24,165,11,207,0,5,0,11,0,17,0,20,0,22,3,23,4,30,0,38,10,27,6,38,7,36,5,54,12,38,7,57,3,56,4,68,0,40,0,43,44,282,28,357
10401108019,0,11,0,11,0,11,0,15,0,13,0,22,5,24,3,27,4,19,0,21,8,15,0,25,4,23,6,29,0,13,0,19,0,0,0,0,19,141,13,164,0,4,4,9,0,17,0,17,3,20,3,27,5,17,6,25,12,18,5,33,9,21,0,27,4,28,0,36,4,18,0,18,0,9,0,11,38,156,16,205,0,16,4,21,0,23,0,30,3,38,4,49,4,44,7,57,11,38,4,56,15,38,3,53,8,52,6,67,5,32,0,38,0,11,0,12,50,297,26,373
10401108020,0,4,0,4,0,0,0,0,0,17,5,22,0,14,5,23,5,15,0,16,3,21,0,24,7,23,6,33,4,6,0,7,0,3,0,3,16,108,15,137,0,5,0,5,0,9,0,9,4,11,4,25,4,13,4,20,0,17,0,20,3,23,0,30,4,22,5,31,6,23,3,27,0,15,0,11,24,147,18,186,0,8,0,8,0,15,0,17,4,36,10,47,7,30,3,41,4,35,0,37,11,41,0,55,9,44,10,67,3,28,4,38,0,12,0,20,43,256,29,332
10401108021,0,9,0,17,0,5,0,3,0,14,6,21,0,16,3,17,3,16,0,16,0,18,3,22,3,4,0,12,0,8,0,7,0,4,0,4,11,97,16,121,0,11,0,11,0,10,0,13,0,10,5,15,3,17,0,22,7,15,3,22,0,10,0,13,5,19,3,23,0,8,0,4,0,5,0,5,21,105,8,135,0,19,3,29,0,15,0,15,0,26,10,38,3,33,3,39,8,32,5,41,7,28,3,37,10,23,5,37,0,12,0,15,0,9,0,9,35,199,27,257
10401108022,0,0,0,0,0,6,0,6,0,16,0,16,0,14,0,18,3,13,0,19,0,17,0,22,0,11,0,11,0,3,0,3,0,3,0,3,8,95,3,109,0,4,0,4,3,3,0,4,0,20,0,19,0,13,0,14,6,14,0,21,3,16,0,25,0,9,0,12,0,6,0,6,0,3,0,7,16,94,4,118,0,8,0,8,6,12,0,16,0,41,0,41,5,22,6,25,11,35,0,45,5,39,0,43,0,23,0,23,0,11,0,11,0,7,0,11,27,186,9,222
10401108023,3,10,0,11,0,10,0,11,0,22,0,28,0,9,0,16,3,15,0,21,3,12,0,19,4,13,0,19,3,19,0,24,0,7,0,8,20,123,9,155,0,5,0,10,0,10,7,18,0,23,0,26,5,15,0,15,3,16,0,23,6,13,0,24,5,18,0,27,6,21,9,39,0,18,0,21,31,146,15,193,3,18,0,22,0,22,3,26,7,49,0,54,5,29,0,37,9,29,0,43,5,26,0,37,11,33,4,46,11,41,8,58,0,26,4,30,52,270,25,347
10401108024,0,13,0,11,0,3,0,5,0,16,3,16,0,9,4,13,3,16,0,19,4,14,5,24,0,16,0,20,0,3,0,9,0,4,0,4,14,100,10,122,0,4,0,6,0,9,0,13,0,10,3,18,3,8,0,15,3,13,0,17,6,11,0,13,9,18,0,22,5,15,4,22,0,14,0,15,27,103,14,146,0,15,0,18,5,12,0,18,5,26,6,34,3,21,3,22,13,31,0,37,10,24,4,41,8,35,0,44,4,20,5,25,0,13,0,14,36,206,25,266
10401108025,0,5,0,9,0,7,0,7,0,26,0,30,3,19,0,22,0,18,0,24,12,23,5,38,9,38,0,44,0,18,0,20,0,6,0,9,20,166,15,206,0,6,0,6,0,10,0,12,5,31,0,35,0,19,0,24,3,22,0,29,11,22,0,32,15,33,0,51,6,21,7,32,0,8,0,7,46,177,16,233,0,17,3,13,0,24,0,21,3,54,5,61,3,40,5,46,8,42,3,51,22,49,5,72,19,72,0,95,7,44,3,55,0,14,0,16,66,343,33,440
10401108026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10401108027,0,10,0,10,0,9,0,9,0,15,0,16,3,20,0,25,8,24,0,29,3,11,0,21,4,12,0,23,0,15,0,17,0,6,0,9,25,125,7,155,0,9,0,9,0,12,0,9,0,19,0,17,8,19,0,30,11,21,0,33,9,18,0,27,5,13,0,20,6,13,0,23,0,0,0,0,44,119,10,169,0,19,0,23,0,14,0,22,3,32,0,38,15,33,8,54,20,46,4,68,11,29,0,41,11,32,3,42,7,28,4,34,6,8,0,10,66,247,14,327
10401108028,0,11,0,11,0,9,3,13,0,16,0,16,0,13,0,9,4,7,0,11,4,18,7,25,3,16,3,26,0,10,0,8,0,0,0,8,14,106,14,128,0,5,0,5,0,10,0,12,5,25,0,29,0,10,0,12,7,21,0,20,10,22,0,32,9,12,0,20,0,8,4,13,0,3,0,3,31,107,11,149,0,14,0,14,0,16,6,20,5,37,0,46,3,20,0,28,7,27,5,35,18,36,0,55,11,33,7,46,0,18,7,21,0,8,0,9,46,212,22,283
10401108029,0,13,3,17,0,12,0,12,0,22,3,27,6,19,4,26,3,17,0,21,0,29,4,39,4,18,0,27,0,9,0,12,0,3,0,3,12,148,20,180,0,13,0,16,0,12,0,17,3,18,0,32,6,23,0,25,6,24,0,34,11,19,0,30,0,16,0,14,0,4,0,4,0,4,0,3,30,132,13,176,0,26,0,33,0,27,0,30,7,48,8,56,11,39,8,55,11,40,4,57,14,47,4,66,3,32,0,42,0,16,0,15,0,3,0,3,45,284,29,363
10401108030,0,13,0,13,0,14,6,16,0,8,3,14,0,12,0,11,4,24,0,28,11,24,3,34,0,21,0,21,0,16,0,10,0,3,0,3,22,124,11,159,6,12,3,18,0,9,5,12,0,9,5,15,5,16,4,24,7,16,0,24,12,15,0,32,3,19,0,21,0,13,0,16,0,4,0,4,36,123,12,168,6,24,3,31,0,22,4,27,3,19,5,28,4,31,3,39,15,37,4,55,23,40,0,69,0,34,0,45,3,24,0,28,0,8,0,8,52,245,24,325
10401108031,0,12,3,17,0,14,5,19,5,14,3,22,0,15,3,20,4,15,3,27,0,31,4,40,8,36,4,47,0,15,0,18,4,4,0,10,22,159,29,204,0,11,0,14,0,13,3,19,7,14,6,22,0,13,3,21,3,17,5,26,3,22,0,32,7,25,3,36,3,29,0,29,6,14,0,18,26,163,22,216,0,25,4,27,0,24,6,33,10,33,6,44,0,30,4,38,9,34,10,48,8,50,12,67,13,60,10,83,3,40,0,46,8,22,6,27,49,314,52,422
10401108032,0,3,0,3,0,3,0,6,4,12,3,12,0,8,0,5,0,15,0,17,3,13,0,22,0,21,0,25,0,12,0,11,0,4,0,4,17,89,3,109,0,7,0,4,0,7,0,7,0,10,0,14,3,15,0,13,3,20,0,20,10,11,0,19,3,23,0,31,0,14,0,20,0,9,0,14,23,110,4,136,0,9,0,5,0,5,0,11,0,20,3,31,4,19,0,25,3,31,0,37,14,25,0,43,7,47,0,50,0,28,0,29,0,14,0,19,40,200,13,248
10401108033,3,5,0,7,0,3,0,3,0,26,4,30,0,19,0,22,9,17,0,19,5,22,0,27,4,37,3,43,5,27,0,24,0,3,0,3,27,160,4,191,0,19,0,19,0,5,0,3,0,20,0,27,8,18,0,23,3,26,0,29,8,22,0,33,11,33,3,48,6,16,0,25,0,6,0,9,38,171,9,217,3,22,0,27,0,6,0,5,0,50,3,56,7,33,0,45,10,41,0,50,19,47,0,63,16,68,8,91,5,45,0,52,0,7,0,12,69,326,14,409
10401108034,0,4,0,8,0,10,0,10,4,16,3,29,0,10,3,13,0,13,0,15,9,13,0,22,7,24,0,31,0,7,0,0,0,7,0,9,16,108,9,137,0,15,0,10,0,7,0,7,6,15,0,20,0,11,0,15,3,17,0,23,14,16,0,27,10,19,0,19,0,8,0,12,0,4,4,11,29,113,6,143,0,20,0,24,0,17,0,17,9,33,3,43,0,17,3,25,6,33,0,37,15,34,0,52,6,41,0,49,3,10,0,15,8,15,3,18,44,218,13,281
10401108036,0,3,0,8,0,0,0,0,0,5,0,5,0,9,0,5,3,12,0,11,0,5,0,8,4,4,0,14,0,12,0,9,0,0,0,0,13,54,6,70,0,5,0,8,0,3,0,3,0,5,0,4,3,6,0,9,3,6,0,17,4,7,0,12,0,5,0,14,0,8,0,9,0,4,0,4,17,51,4,70,0,7,4,14,0,3,0,5,0,12,0,12,8,9,0,17,5,22,4,28,10,15,0,23,7,15,0,23,0,17,0,16,0,9,0,9,29,105,15,141
10401108037,0,20,0,22,0,19,0,17,0,15,0,15,4,12,3,20,8,15,4,23,0,14,0,16,0,19,0,18,0,0,0,8,0,0,0,0,14,116,11,143,0,12,0,13,0,14,0,14,0,25,0,28,3,23,7,36,3,26,0,32,7,17,0,27,0,15,6,19,0,3,0,3,0,0,3,3,18,144,19,177,0,31,5,38,5,26,3,38,0,40,4,47,9,38,10,55,8,43,7,50,5,37,0,42,0,31,0,34,0,12,0,12,0,3,3,10,31,266,31,322
10401108038,0,6,0,6,0,4,4,5,5,16,0,31,0,15,0,16,0,19,5,23,0,20,0,29,0,12,0,11,0,9,0,9,0,0,0,0,12,99,16,127,0,7,0,6,0,13,0,13,6,22,0,28,0,5,0,9,3,20,0,22,9,9,0,18,0,9,0,15,0,0,0,0,0,3,0,3,18,83,0,106,0,9,0,13,0,11,4,16,8,40,6,54,8,25,0,28,4,32,5,38,9,34,0,43,9,24,0,30,0,7,0,7,0,3,0,3,33,186,18,234
10401108039,0,20,0,25,0,18,3,22,0,28,0,31,3,32,0,38,3,15,0,18,3,24,0,24,6,23,0,29,0,0,0,4,0,0,0,0,19,160,5,184,0,19,0,17,0,11,0,13,3,21,5,29,4,31,0,30,5,16,0,26,6,23,0,31,4,21,0,21,0,8,0,8,0,0,0,0,27,152,3,181,0,35,0,41,3,31,3,35,5,55,6,58,5,61,0,63,12,28,4,45,9,47,0,56,9,41,0,52,3,14,0,11,0,0,0,0,44,310,12,367
10401108040,7,24,0,28,0,10,0,10,0,25,0,28,4,35,4,41,6,33,4,45,4,22,0,27,4,24,0,33,0,14,3,19,0,5,0,10,31,189,13,230,0,21,0,24,0,13,0,11,6,29,0,29,7,39,0,48,5,36,5,41,11,29,0,37,11,24,0,26,0,15,0,21,0,0,0,9,39,206,10,261,3,48,0,48,0,25,0,27,3,45,0,54,13,76,4,94,13,65,3,87,14,51,0,68,15,44,0,61,0,29,3,40,0,11,4,13,68,396,23,492
10401108041,0,7,0,9,0,9,0,9,3,18,0,21,0,14,0,12,3,15,0,19,6,16,4,25,0,21,8,33,0,14,21,37,0,15,13,30,17,136,43,201,0,8,0,7,0,9,0,13,9,14,3,26,4,8,0,16,7,21,0,33,7,17,4,27,0,15,8,30,4,15,16,39,0,52,31,88,30,167,76,268,0,17,0,18,0,16,0,14,9,33,5,49,5,28,0,34,11,36,6,48,14,31,6,57,3,43,16,58,4,35,31,72,0,68,45,115,50,297,116,466
