UCL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL421035,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,4,0,5,9,40,52,18,41,47,10,29,0,253
UCL421036,0,0,3,0,3,6,0,6,0,21,0,0,0,3,3,0,5,0,0,25,25,82,90,43,106,90,36,73,4,556
UCL421037,0,3,0,0,6,3,7,4,0,23,0,3,0,0,0,3,4,0,5,17,29,87,46,39,55,75,34,53,8,428
UCL421038,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,7,21,88,79,56,74,76,31,61,6,484
UCL421039,0,3,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,12,14,42,39,32,72,61,14,46,5,329
UCL421040,0,0,0,0,0,0,5,3,0,19,0,3,0,0,0,0,0,4,3,10,17,67,28,31,59,52,18,38,11,317
UCL421041,0,0,0,0,0,5,0,5,0,11,0,4,0,0,0,0,0,0,0,15,12,34,28,14,45,49,18,50,3,262
UCL421042,0,0,3,0,0,5,0,0,0,7,0,5,0,0,0,0,0,5,5,9,13,50,50,32,35,34,12,23,9,255
UCL421043,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,6,0,4,0,10,19,43,28,23,22,43,14,31,5,226
UCL422001,0,6,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,4,25,14,10,21,16,0,14,3,119
UCL422002,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,10,14,11,23,7,5,6,9,91
UCL422003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,29,8,11,10,10,9,9,0,90
UCL422004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,23,14,8,8,10,3,34,3,104
UCL422005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,13,9,16,13,6,8,0,80
UCL422006,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,25,24,23,32,43,14,23,0,189
UCL422007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,11,11,9,0,18,0,79
UCL422008,0,7,0,0,4,0,0,4,0,17,0,0,0,0,0,0,0,0,5,6,19,39,29,16,37,28,7,40,5,223
UCL422009,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,4,14,13,4,21,0,92
UCL422010,0,0,0,4,0,3,4,0,0,10,0,0,3,0,0,0,0,0,0,9,6,24,25,12,24,35,11,30,3,176
UCL422011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,10,10,8,4,0,5,0,54
UCL422012,0,0,0,0,4,0,0,0,0,10,0,0,0,4,4,0,0,4,0,9,10,34,39,15,54,36,16,26,0,239
UCL422013,0,4,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,29,21,14,49,25,12,23,6,178
UCL422014,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,0,0,0,3,0,21,22,6,29,26,4,9,0,112
UCL422015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,22,21,11,24,17,5,13,0,122
UCL422016,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,14,11,22,14,0,8,4,90
UCL422017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,3,11,14,7,13,4,73
UCL422018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,11,8,0,13,0,59
UCL422019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,14,25,15,12,18,12,3,24,7,119
UCL422020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,28,30,19,23,21,6,14,0,137
UCL422021,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,6,4,16,16,6,19,23,6,23,3,119
UCL422022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,15,17,11,10,3,8,3,66
UCL422023,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,3,21,7,5,19,15,9,6,0,93
UCL422024,0,0,3,7,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,3,0,20,4,3,9,0,38
UCL422025,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,19,19,6,19,21,6,17,3,100
UCL422026,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,10,25,28,23,59,39,23,28,0,234
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,12,3,12,6,50
UCL422028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,22,17,7,14,24,9,20,4,116
UCL422029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,10,23,13,3,8,0,76
UCL422030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,14,16,7,24,16,4,14,4,95
UCL422031,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,3,7,5,23,13,9,20,10,0,4,5,101
UCL422032,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,6,3,26,19,19,19,37,17,15,8,158
UCL422033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,19,12,25,16,13,22,3,133
UCL422034,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,7,15,15,19,21,16,46,19,32,0,179
UCL422035,5,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,10,27,33,16,50,39,4,18,0,202
UCL422036,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,7,12,15,12,30,25,8,18,0,129
UCL422037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,8,15,12,12,24,13,9,12,0,96
UCL422038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,14,4,20,13,7,13,3,97
UCL422039,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,9,8,13,7,5,23,13,5,8,0,77
UCL422040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,31,22,10,11,21,6,13,3,126
UCL422041,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,22,19,16,15,15,6,20,0,118
UCL422042,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,11,16,6,7,13,14,13,10,4,102
UCL422043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,7,5,3,0,10,0,63
UCL422044,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,6,14,13,9,8,11,4,19,3,90
UCL422045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,38,14,15,21,31,6,23,5,172
UCL422046,0,0,0,0,3,0,0,4,0,8,0,0,0,0,5,5,0,0,5,12,10,24,16,11,32,20,6,16,10,143
UCL422047,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,7,16,9,19,11,0,13,4,80
UCL422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,22,8,11,8,8,6,12,4,89
UCL422049,0,0,0,0,4,0,0,0,0,7,0,6,0,0,0,0,0,0,0,9,12,30,16,13,11,20,5,17,6,131
UCL422050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,7,14,5,5,4,72
UCL422051,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,17,24,31,20,32,29,6,13,4,179
UCL422052,0,5,4,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,19,27,21,15,15,24,3,23,4,151
UCL422053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,5,3,9,3,7,0,50
UCL422054,0,0,5,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,4,0,18,18,6,15,15,6,17,0,94
UCL422055,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,18,22,9,26,23,9,22,0,130
UCL422056,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,9,18,20,13,18,23,11,32,0,145
UCL422057,0,3,0,0,0,3,0,0,0,12,3,0,0,0,0,0,0,0,4,7,4,33,24,23,34,45,21,26,3,216
UCL422058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,8,12,8,3,12,0,60
UCL422059,0,0,0,0,0,3,0,8,0,7,0,0,0,0,0,0,0,0,0,6,8,28,16,10,25,31,13,36,5,180
UCL422060,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,7,6,11,14,3,10,0,67
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,20,23,3,13,0,88
UCL422062,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,6,0,17,10,7,16,20,6,16,0,108
UCL422063,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,11,13,4,0,5,20,59
UCL431001,86,389,307,220,474,527,154,328,51,2526,181,360,238,160,347,325,91,336,571,2609,3306,10822,8812,6061,10726,12779,4274,13648,1692,72129
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL499994,0,8,0,0,4,6,6,0,0,22,4,6,0,3,7,3,4,5,16,42,70,122,87,60,133,94,31,93,38,724
UCL501001,1189,6844,5455,3236,7802,7663,2481,4666,439,39786,1449,5749,4297,2730,8228,10103,2496,5867,7251,48169,42518,151333,122938,77567,194134,206899,65423,148248,15614,1024680
UCL511001,57,245,163,105,280,248,107,215,7,1428,61,159,88,66,185,209,78,211,223,1278,1848,5086,4053,2766,5948,6323,2410,6069,496,34998
UCL512001,23,90,71,48,129,130,36,63,4,605,33,83,43,25,49,63,21,59,89,461,689,2297,1752,1269,2494,2422,947,1724,223,13823
UCL512002,14,95,58,38,91,94,32,53,4,486,15,62,34,34,44,57,25,45,62,388,715,2082,1614,1116,1953,2046,741,1833,153,12258
UCL512003,28,82,71,41,117,150,37,119,6,645,20,76,48,36,71,81,32,87,99,550,751,2173,1674,1252,2544,2595,1005,2496,242,14735
UCL512004,38,61,50,30,90,123,62,249,5,703,28,57,50,28,69,125,37,148,117,658,661,1364,1196,760,2034,2650,1343,4867,286,15164
UCL513001,6,29,25,25,48,51,24,68,4,273,8,32,25,13,64,50,16,58,101,369,351,688,588,553,1594,1420,447,1351,182,7176
UCL513002,8,22,29,22,39,61,26,32,0,243,11,33,16,10,31,28,10,32,41,211,302,620,496,333,723,918,314,840,106,4639
UCL513003,9,45,24,22,43,57,32,109,3,339,16,30,19,15,48,94,48,148,59,472,508,811,605,462,1212,1739,908,2491,135,8866
UCL513004,14,30,19,12,44,30,15,94,9,269,26,28,13,13,34,44,13,90,74,338,480,612,455,328,1045,1255,668,2595,201,7643
UCL513005,9,32,31,16,29,42,6,21,0,199,3,24,10,18,33,34,14,22,48,206,276,663,546,373,806,862,280,852,102,4766
UCL514001,9,26,14,0,15,19,9,19,5,112,11,15,6,8,9,13,3,20,29,109,148,419,337,172,344,536,193,423,70,2645
UCL514002,8,26,25,8,14,18,9,11,0,116,8,34,20,15,18,19,4,21,18,166,254,640,503,323,460,571,176,505,61,3494
UCL514003,6,27,13,12,28,19,6,14,0,131,6,26,20,12,18,27,4,21,23,167,266,645,527,379,581,683,205,475,54,3819
UCL514004,7,23,5,3,21,35,8,15,0,112,0,12,8,7,12,12,13,25,15,105,115,355,299,213,494,511,186,449,34,2652
UCL515001,0,0,7,0,0,0,0,0,0,11,5,7,6,0,0,3,0,4,3,19,30,94,75,43,39,52,10,58,5,402
UCL515002,4,7,4,3,0,0,0,4,0,18,0,3,3,0,0,0,0,6,4,20,42,85,62,50,109,107,40,131,12,627
UCL515003,0,10,5,9,7,0,0,3,0,27,0,7,3,0,0,3,0,5,6,23,56,170,144,90,128,121,46,161,17,921
UCL515004,0,8,4,0,21,13,6,6,0,55,0,10,0,3,3,16,6,4,6,47,52,106,112,59,217,217,84,206,16,1065
UCL515005,0,5,9,3,11,16,4,0,0,44,5,8,3,4,11,5,0,7,9,45,56,156,129,88,171,204,63,181,23,1066
UCL515006,0,10,7,0,5,18,4,8,0,60,0,12,12,0,12,9,3,9,22,72,91,175,156,114,360,321,100,272,58,1649
UCL515007,0,7,4,7,6,9,0,6,0,33,5,8,6,5,3,5,0,8,5,43,67,185,167,88,135,162,59,157,16,1037
UCL515008,5,0,0,0,6,6,0,4,0,19,0,4,0,0,0,4,0,12,5,25,61,63,49,31,69,130,64,204,7,692
UCL515009,0,10,8,0,7,7,0,3,0,37,0,8,9,3,6,9,0,4,7,39,63,229,176,120,125,165,46,141,19,1094
UCL515010,3,6,3,5,5,12,5,10,0,48,0,3,4,0,0,5,4,6,9,38,57,75,63,50,242,239,82,188,22,1028
UCL515011,5,3,4,4,4,9,5,6,0,36,4,3,0,3,11,8,6,6,7,51,62,168,116,107,169,183,85,211,24,1128
UCL515012,0,6,8,5,0,12,6,6,0,44,0,4,3,4,4,12,0,8,0,37,63,144,125,83,170,246,91,229,5,1160
UCL515013,3,7,0,3,9,8,3,13,0,51,3,11,11,3,7,17,8,18,18,94,94,185,155,129,251,358,101,275,43,1596
UCL515014,0,3,0,0,6,0,0,4,0,12,0,0,0,0,4,0,0,0,0,8,18,34,29,17,101,80,36,61,12,393
UCL515015,0,7,5,0,0,8,0,11,3,36,0,10,5,0,14,4,3,6,8,45,37,190,110,60,250,237,92,193,26,1199
UCL515016,0,0,3,5,3,3,0,0,0,25,10,3,6,4,0,7,0,0,5,34,53,112,102,49,79,113,43,133,19,695
UCL515017,0,0,0,7,3,4,0,5,0,19,0,4,3,3,0,0,0,0,5,28,45,83,69,62,61,80,23,95,19,529
UCL515018,0,0,0,0,0,0,0,5,0,9,0,0,0,4,0,0,0,3,13,26,49,66,54,37,74,91,66,248,32,719
UCL515019,4,10,0,4,13,28,0,14,0,78,9,11,8,7,7,14,0,11,14,78,73,219,161,129,334,335,92,189,38,1563
UCL515020,0,6,8,6,16,23,10,24,0,86,6,13,7,5,24,16,4,20,24,122,97,162,117,134,471,464,157,404,51,2064
UCL515021,3,6,0,0,4,13,0,3,0,31,0,5,5,0,0,8,0,0,4,30,58,144,99,73,120,145,54,100,14,801
UCL515022,3,11,10,11,16,23,3,11,0,85,0,11,10,0,14,15,5,9,20,87,100,235,206,164,331,353,130,290,41,1847
UCL515023,5,6,4,0,11,19,0,11,0,61,0,5,3,0,5,8,5,5,5,42,55,165,90,75,179,205,75,192,28,1057
UCL515024,0,5,4,0,5,14,0,9,4,42,0,3,0,0,0,3,0,3,0,16,37,86,53,49,85,140,61,131,6,648
UCL515025,4,0,3,0,9,4,0,3,0,27,0,5,4,7,0,0,0,4,13,32,42,112,96,44,122,132,48,82,23,700
UCL515026,5,9,6,4,6,6,5,7,0,57,6,8,3,5,10,8,3,17,10,66,78,131,125,87,190,207,70,227,13,1126
UCL515027,4,10,11,3,22,24,11,12,0,93,0,8,4,4,4,17,10,5,17,65,67,194,185,145,254,367,106,252,38,1603
UCL515028,4,12,6,6,14,15,10,21,0,87,3,0,0,0,4,12,5,22,5,62,175,156,142,84,283,316,245,879,37,2314
UCL515029,0,5,0,0,0,3,0,9,0,14,0,3,0,0,3,0,0,5,3,14,75,49,25,22,41,64,44,326,20,662
UCL515030,0,9,12,3,4,7,8,12,0,58,0,5,5,7,3,4,4,8,9,47,78,249,184,117,265,186,91,254,31,1445
UCL515031,5,3,4,0,8,10,0,3,0,28,7,4,0,8,7,8,6,10,10,63,58,191,117,87,151,174,54,209,36,1077
UCL515032,0,8,5,4,11,10,0,7,0,38,3,7,7,3,8,11,0,5,10,47,56,93,100,60,116,143,49,148,21,775
UCL515033,0,13,3,0,5,6,4,4,0,36,4,4,0,0,3,9,0,10,12,43,132,144,104,62,110,224,113,546,38,1466
UCL515034,0,11,3,3,6,5,0,9,0,43,0,5,0,0,3,3,0,15,8,40,57,158,146,81,186,188,53,244,23,1137
UCL515035,4,3,0,0,0,5,0,4,0,30,0,5,0,0,5,4,5,3,7,30,42,85,61,42,65,87,32,94,11,521
UCL515036,0,3,3,0,0,3,4,4,0,26,0,5,7,4,0,8,5,3,10,40,63,136,108,68,148,107,60,181,22,894
UCL515037,0,5,0,0,0,0,0,0,0,18,0,8,3,3,3,11,3,10,3,30,70,92,51,58,95,160,133,310,18,981
UCL515038,0,9,3,0,3,13,3,4,0,30,0,3,0,0,9,3,0,4,12,37,52,126,107,84,120,134,50,175,30,875
UCL521001,0,4,0,3,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,8,24,38,23,18,46,51,20,49,0,264
UCL521002,6,4,0,0,3,9,0,5,0,29,0,6,0,0,7,5,0,3,3,20,19,56,30,25,58,50,11,62,6,322
UCL521003,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,4,0,0,0,10,17,33,38,20,31,46,16,47,0,257
UCL521004,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,5,9,3,36,18,9,15,4,112
UCL521005,0,0,4,5,4,3,3,3,0,16,3,3,3,0,3,0,0,0,4,14,39,56,55,17,51,54,41,142,13,484
UCL521006,0,5,0,0,3,0,3,0,0,14,0,0,0,0,3,0,0,0,8,24,35,56,45,32,54,70,24,68,24,404
UCL521007,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,6,21,28,19,15,20,43,9,27,6,194
UCL521008,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,8,12,35,25,9,22,31,12,21,7,170
UCL521009,0,0,6,0,3,0,0,4,0,10,0,0,0,0,3,0,0,0,3,6,0,20,25,9,29,35,21,54,5,196
UCL521010,0,3,0,3,0,5,4,4,0,13,0,0,0,0,0,0,3,0,5,16,20,35,35,20,47,46,18,67,12,292
UCL521011,0,4,0,0,0,6,0,3,0,13,0,0,0,0,0,0,0,3,0,3,13,34,31,22,38,67,21,72,8,306
UCL521012,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,3,9,14,28,18,19,47,46,14,56,4,257
UCL521013,0,0,5,0,5,3,0,4,0,22,0,0,0,0,3,4,0,0,0,16,31,75,56,26,68,86,26,70,14,444
UCL521014,0,0,0,0,0,0,0,3,0,7,3,0,0,0,5,0,0,6,3,22,20,35,25,17,39,49,22,81,6,289
UCL521015,0,0,3,0,0,3,0,6,0,16,3,5,0,0,0,0,0,3,4,15,14,36,24,23,39,71,18,61,8,297
UCL521016,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,8,4,0,17,16,41,37,13,42,53,30,67,6,295
UCL521017,0,0,0,0,0,9,4,6,0,23,0,9,0,3,0,0,7,4,0,20,4,43,26,22,32,72,45,92,6,335
UCL521018,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,10,43,19,21,32,45,16,69,3,264
UCL521019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,14,17,36,43,13,56,51,17,56,10,304
UCL521020,6,4,0,5,3,0,0,0,0,13,0,5,0,0,0,0,0,6,4,22,32,50,37,19,45,32,15,52,14,300
UCL521021,0,0,4,0,0,0,0,0,0,5,3,5,0,0,4,3,0,0,0,19,27,63,50,23,56,69,27,80,4,399
UCL521022,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,3,21,35,80,64,36,50,57,15,49,10,404
UCL521023,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,13,4,43,24,17,24,44,19,70,4,236
UCL521024,0,0,0,0,0,0,0,4,0,9,4,0,0,0,3,0,4,0,18,28,21,19,19,14,83,75,28,84,29,377
UCL521025,0,3,4,0,0,0,0,5,0,15,3,3,0,0,0,0,0,4,5,10,32,51,29,15,30,29,20,139,11,350
UCL521026,0,0,0,0,3,4,0,0,0,13,0,0,0,0,3,3,3,4,6,21,19,48,36,27,63,84,27,69,16,378
UCL521027,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,3,0,0,3,12,11,33,22,6,31,22,19,112,8,261
UCL521028,0,4,0,0,0,0,0,0,0,6,0,3,6,3,3,0,0,0,5,19,8,50,29,25,46,59,24,44,5,297
UCL521029,0,0,0,0,3,4,0,5,0,17,0,8,6,0,0,3,4,6,4,32,27,50,55,33,54,75,22,52,21,395
UCL521030,0,0,0,0,0,0,0,0,0,4,4,3,3,3,0,0,0,3,0,17,28,29,55,22,26,70,17,70,13,341
UCL521031,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,12,12,13,5,25,51,23,82,14,240
UCL521032,0,0,0,0,0,3,0,0,0,6,3,4,0,0,0,0,0,0,7,13,21,13,7,11,30,38,10,51,13,196
UCL521033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,7,6,6,10,13,27,3,55,4,133
UCL521034,0,3,0,0,0,3,0,7,0,17,4,0,3,3,4,4,0,6,7,30,18,53,37,33,65,54,23,76,17,380
UCL521035,0,0,4,0,0,3,0,0,0,10,0,3,0,0,0,4,0,0,0,8,5,32,26,26,30,38,9,30,4,217
UCL521036,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,4,14,10,21,21,15,31,26,17,41,11,195
UCL521037,0,0,3,0,0,0,0,4,0,13,0,0,0,0,3,7,0,3,0,17,24,57,44,23,62,43,16,61,10,336
UCL521038,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,18,40,23,21,16,39,17,45,16,233
UCL521039,0,6,3,0,3,6,0,0,0,10,0,7,5,0,0,0,0,3,3,17,28,76,61,26,45,42,20,49,8,374
UCL521040,0,3,0,0,0,0,3,0,0,9,4,0,3,0,0,6,7,10,0,22,24,24,25,20,28,81,48,104,11,367
UCL521041,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,10,35,27,21,7,14,27,23,192,7,352
UCL521042,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,4,0,0,3,14,14,47,29,24,55,52,17,33,7,292
UCL521043,0,0,5,0,0,0,0,0,0,14,0,5,0,0,0,0,0,4,0,10,23,47,30,23,31,44,16,48,5,268
UCL521044,0,0,0,0,0,7,0,0,0,9,4,0,0,0,0,0,0,3,0,10,13,38,25,19,23,35,14,31,5,210
UCL521045,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,20,17,10,22,32,13,26,0,151
UCL521046,0,0,6,5,7,0,0,0,0,15,0,0,0,0,0,0,0,4,0,8,10,32,18,12,20,41,12,28,9,185
UCL521047,0,0,0,0,0,3,3,0,0,12,0,0,4,0,0,0,0,3,3,12,15,19,32,17,30,33,35,62,7,245
UCL521048,0,0,0,4,0,3,0,4,0,12,0,3,0,0,0,3,3,0,0,19,27,53,29,18,46,61,20,44,3,318
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,32,13,7,10,6,82
UCL521050,0,0,0,4,0,5,4,0,0,16,0,4,4,0,0,4,0,10,4,27,20,55,34,13,33,77,28,80,4,343
UCL521051,0,5,3,0,0,0,0,4,0,10,0,6,0,3,5,5,0,0,0,18,18,52,36,33,76,82,17,38,6,353
UCL521052,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,4,8,13,25,13,14,41,34,23,64,7,231
UCL522001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,8,0,9,16,15,3,11,7,74
UCL522002,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,14,18,8,3,16,20,4,21,3,108
UCL522003,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,8,11,5,14,13,0,19,3,70
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,0,11,0,33
UCL522005,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,3,11,5,12,11,4,5,14,4,71
UCL522006,0,0,0,3,3,6,0,0,0,8,0,3,0,0,0,0,0,0,5,5,9,31,28,18,32,50,24,25,7,224
UCL522007,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,21,5,6,10,28,9,22,0,101
UCL522008,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,8,11,8,15,6,16,3,76
UCL522009,0,0,0,3,0,3,0,0,0,13,0,3,0,0,0,0,0,7,3,15,8,23,20,15,42,40,11,36,3,203
UCL522010,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,5,10,18,25,15,26,31,9,36,0,161
UCL522011,0,0,4,0,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,5,8,16,11,7,26,33,7,35,0,145
UCL522012,0,0,0,0,6,0,0,3,0,5,0,0,0,0,0,0,0,0,7,16,17,34,19,13,28,36,16,33,11,196
UCL522013,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,3,0,0,10,11,21,27,17,37,26,14,35,4,189
UCL522014,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,13,5,0,18,14,11,17,5,91
UCL522015,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,7,20,13,19,15,22,38,15,18,7,173
UCL522016,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,7,17,9,7,8,25,4,7,0,95
UCL522017,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,8,19,23,13,20,30,3,31,3,153
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,6,9,4,9,3,44
UCL522019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,7,4,16,11,4,12,0,67
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,17,17,9,0,8,0,65
UCL522021,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,6,24,12,16,17,29,3,30,3,140
UCL522022,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,7,15,14,7,15,20,9,15,3,93
UCL522023,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,5,13,7,30,14,8,25,15,7,34,7,136
UCL522024,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,9,22,13,17,15,16,10,6,0,106
UCL522025,0,0,3,0,0,0,3,0,0,13,0,0,0,0,0,7,0,0,4,10,14,25,28,6,22,40,13,26,4,174
