UCL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL512002,0,4,0,0,0,4,0,8,11,346,368,40,757,13,14,34,787,340,8,1135
UCL512003,0,3,0,0,0,3,9,17,32,466,363,57,889,47,47,90,982,616,32,1628
UCL512004,6,11,0,0,0,11,3,26,41,466,173,39,680,24,17,36,714,304,34,1054
UCL513001,0,7,0,0,0,6,10,20,37,243,117,21,381,10,12,24,404,203,25,633
UCL513002,0,0,0,0,0,0,0,7,8,127,89,15,232,4,12,16,244,157,10,411
UCL513003,0,0,0,0,0,0,0,5,8,203,64,17,284,5,10,12,301,65,4,371
UCL513004,0,5,0,0,0,5,7,12,22,221,57,23,305,13,10,26,325,152,15,494
UCL513005,3,3,0,0,0,3,0,5,11,172,141,20,331,20,21,42,372,189,3,564
UCL514001,0,0,0,0,0,0,0,0,4,65,72,6,150,18,9,27,178,162,3,338
UCL514002,0,4,0,0,0,4,0,0,4,72,95,13,178,0,4,6,184,48,0,235
UCL514003,0,0,0,0,0,0,0,0,3,105,135,13,257,5,5,7,268,79,0,346
UCL514004,0,0,0,0,0,0,6,3,11,92,82,9,182,10,11,19,202,147,4,354
UCL515001,0,0,0,0,0,0,0,0,0,5,15,0,18,3,0,0,20,8,0,28
UCL515002,0,0,0,0,0,0,0,0,0,10,20,4,34,0,3,3,35,6,0,43
UCL515003,0,0,0,0,0,0,0,0,0,24,28,0,53,0,5,5,51,24,0,84
UCL515004,0,0,0,0,0,0,0,0,0,47,31,0,85,4,5,4,84,37,0,121
UCL515005,0,0,0,0,0,0,0,0,0,37,37,5,82,3,0,4,87,42,0,127
UCL515006,0,0,0,0,0,0,7,6,8,52,34,3,87,4,5,16,98,80,5,187
UCL515007,0,0,0,0,0,0,0,0,0,17,28,0,44,0,0,0,45,8,0,55
UCL515008,0,0,0,0,0,0,0,0,0,6,5,0,12,0,0,0,18,3,0,16
UCL515009,0,0,0,0,0,0,0,0,0,25,59,5,90,0,0,4,93,35,3,130
UCL515010,0,0,0,0,0,0,0,0,0,24,7,3,41,7,0,7,48,79,0,123
UCL515011,0,0,0,0,0,0,0,0,0,18,33,6,51,3,3,4,60,62,0,121
UCL515012,0,0,0,0,0,0,0,0,0,38,28,0,68,0,0,0,68,25,0,94
UCL515013,0,0,0,0,0,0,0,0,0,26,19,0,50,0,4,4,50,13,0,68
UCL515014,0,0,0,0,0,0,0,0,0,10,6,5,18,0,0,5,21,36,0,64
UCL515015,0,0,0,0,0,0,0,0,4,34,28,0,56,0,4,8,63,55,3,117
UCL515016,0,0,0,0,0,0,0,0,0,15,9,5,29,0,7,4,39,8,0,50
UCL515017,0,0,0,0,0,0,0,0,0,9,12,3,18,0,0,0,22,14,0,31
UCL515018,0,0,0,0,0,0,0,0,0,29,11,8,45,3,3,3,50,22,0,73
UCL515019,0,0,0,0,0,0,0,5,4,26,31,3,59,5,13,13,77,72,5,151
UCL515020,0,4,0,0,0,4,6,3,18,73,28,4,103,3,4,9,115,91,9,216
UCL515021,0,0,0,0,0,0,3,0,3,12,22,0,39,0,0,0,39,12,0,47
UCL515022,0,0,0,0,0,0,5,0,5,42,47,10,99,9,7,13,112,68,0,179
UCL515023,0,0,0,0,0,5,5,3,11,19,19,9,51,0,7,7,58,35,4,100
UCL515024,0,0,0,0,0,0,0,3,3,11,19,4,34,4,0,4,38,34,5,74
UCL515025,0,0,0,0,0,0,6,0,0,19,30,0,49,0,3,0,54,37,0,89
UCL515026,0,0,0,0,0,0,3,0,3,31,23,3,63,5,0,5,67,41,0,100
UCL515027,0,0,0,0,0,0,0,3,7,50,43,6,100,14,5,18,120,58,4,186
UCL515028,0,0,0,0,0,0,0,0,0,65,12,9,86,0,0,3,87,10,0,99
UCL515029,0,0,0,0,0,0,0,0,0,22,4,4,28,0,0,0,28,0,0,28
UCL515030,0,0,0,0,0,0,0,0,0,53,46,4,97,9,8,14,114,72,4,189
UCL515031,0,0,0,0,0,0,0,0,0,27,34,0,63,5,0,5,68,41,0,108
UCL515032,0,0,0,0,0,0,3,0,3,10,10,3,22,0,0,3,25,11,0,44
UCL515033,0,0,0,0,0,0,0,0,0,27,5,3,42,0,0,0,43,0,0,42
UCL515034,0,0,0,0,0,0,0,0,0,36,21,0,65,3,4,9,69,49,0,120
UCL515035,0,0,0,0,0,0,0,0,0,14,12,4,26,5,4,3,30,28,0,60
UCL515036,0,0,0,0,0,0,0,0,5,22,25,4,49,0,9,10,56,41,0,95
UCL515037,0,0,0,0,0,0,0,0,0,20,8,3,31,0,0,0,30,0,0,38
UCL515038,0,0,0,0,0,0,0,0,3,36,24,3,58,6,7,8,63,41,0,103
UCL521001,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,5,10,0,20
UCL521002,0,0,0,0,0,0,0,0,4,10,12,0,17,0,0,0,18,12,0,37
UCL521003,0,0,0,0,0,0,0,0,0,7,6,0,14,4,0,3,18,18,0,35
UCL521004,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,8,55,0,66
UCL521005,0,0,0,0,0,0,0,0,0,16,9,0,26,0,0,3,28,20,0,47
UCL521006,0,0,0,0,0,0,0,0,3,4,11,3,20,6,0,6,23,17,0,38
UCL521007,0,0,0,0,0,0,0,0,0,10,10,0,17,0,3,3,20,14,0,33
UCL521008,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,17
UCL521009,0,0,0,0,0,0,0,0,0,3,4,0,4,0,4,3,8,5,0,17
UCL521010,0,0,0,0,0,0,0,0,5,12,5,0,21,0,0,0,23,22,0,45
UCL521011,0,0,0,0,0,0,0,0,0,7,5,0,13,0,0,0,12,5,0,15
UCL521012,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,3,7,0,11
UCL521013,0,0,0,0,0,0,0,0,0,14,11,0,29,0,0,0,29,8,0,39
UCL521014,0,0,0,0,0,0,0,6,6,7,4,0,14,0,0,0,19,17,0,38
UCL521015,0,0,0,0,0,0,0,0,0,4,9,0,10,6,0,6,12,0,0,12
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,8,0,20
UCL521017,0,0,0,0,0,0,0,0,0,7,6,0,9,0,0,0,4,5,0,11
UCL521018,0,0,0,0,0,0,0,0,0,6,8,0,20,0,0,0,20,10,0,24
UCL521019,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,11,6,0,18
UCL521020,0,0,0,0,0,0,0,0,0,6,12,0,14,0,0,0,14,12,0,25
UCL521021,0,0,0,0,0,0,0,0,0,11,8,0,22,0,0,0,21,6,0,30
UCL521022,0,0,0,0,0,0,0,0,0,10,12,0,28,0,0,0,28,0,0,25
UCL521023,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,5,0,11
UCL521024,0,0,0,0,0,0,0,3,10,20,7,7,36,0,3,0,36,101,12,156
UCL521025,0,0,0,0,0,0,0,0,0,9,0,0,15,0,0,0,13,12,0,28
UCL521026,0,0,0,0,0,0,0,0,0,10,11,0,16,0,0,0,16,8,0,28
UCL521027,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,13,10,0,18
UCL521028,0,0,0,0,0,0,0,0,3,11,3,0,12,0,0,0,12,23,0,34
UCL521029,0,0,0,0,0,0,0,0,0,9,10,0,14,0,0,4,18,13,0,29
UCL521030,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,10,0,0,13
UCL521031,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,5,12,0,24
UCL521032,0,0,0,0,0,0,4,0,3,3,4,0,7,6,0,3,12,21,0,37
UCL521033,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,10,9,0,15
UCL521034,0,0,0,0,0,0,0,0,0,8,11,0,17,0,0,0,17,13,0,33
UCL521035,0,0,0,0,0,0,0,0,0,10,10,0,12,0,0,0,17,3,0,26
UCL521036,0,0,0,0,0,0,0,4,4,6,3,0,12,0,0,6,15,14,6,32
UCL521037,0,0,0,0,0,0,0,0,0,18,19,0,30,0,3,6,40,38,0,80
UCL521038,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,3,11,17,0,25
UCL521039,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,18,8,0,25
UCL521040,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,9,10,0,19
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521042,0,0,0,0,0,0,0,0,0,9,6,0,15,0,0,0,15,11,0,27
UCL521043,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,13,3,0,11
UCL521044,0,0,0,0,0,0,0,0,0,4,3,4,10,0,0,5,16,23,0,40
UCL521045,0,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,6,8,0,18
UCL521046,0,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,22,39,0,55
UCL521047,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,10,8,0,20
UCL521048,0,0,0,0,0,0,0,0,0,9,10,4,25,0,0,6,31,25,0,56
UCL521049,0,0,0,0,0,0,0,0,0,4,5,0,9,4,0,4,6,34,0,41
UCL521050,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,20,19,0,41
UCL521051,0,0,0,0,0,0,0,0,0,9,17,0,26,4,0,6,26,30,0,58
UCL521052,0,0,0,0,0,0,0,5,3,10,7,0,17,0,0,0,17,34,6,52
UCL522001,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,5,28,0,31
UCL522002,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,0,0,10
UCL522003,0,0,0,0,0,0,4,3,9,3,3,0,6,0,0,0,9,21,3,29
UCL522004,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,23,0,29
UCL522005,0,0,0,0,0,0,0,0,0,3,6,0,8,0,3,5,14,17,0,26
UCL522006,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,9,0,0,10
UCL522007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
UCL522009,0,0,0,0,0,0,0,0,0,11,4,0,14,0,0,0,14,6,0,22
UCL522010,0,0,0,0,0,0,0,0,0,8,3,0,9,0,0,0,9,4,0,11
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
UCL522012,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,8,0,14
UCL522013,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,12,17,0,25
UCL522014,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,6,0,8
UCL522015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12
UCL522017,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,8,0,9
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
UCL522020,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,8,16,11,0,22
UCL522021,0,0,0,0,0,0,0,0,3,6,3,0,8,0,0,0,8,10,0,18
UCL522022,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,6,0,3
UCL522023,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,8
UCL522024,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,3
UCL522025,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,10,3,0,15
UCL522026,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,7
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11
UCL522028,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,3
UCL522029,0,0,0,0,0,0,0,0,0,9,5,0,10,0,0,0,11,9,0,20
UCL522030,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,6,0,0,12
UCL522031,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,8,10,25,0,36
UCL522032,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,30,0,33
UCL522033,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,11,5,0,14
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
UCL522035,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,8,3,0,10
UCL522036,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,4
UCL522037,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,7
UCL522038,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,8,0,0,12
UCL522039,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,11,11,0,16
UCL522040,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5
UCL522042,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,8,0,0,8
UCL522043,0,0,0,0,0,0,7,0,11,0,0,3,3,0,0,0,3,29,0,39
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,6
UCL522046,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,5
UCL522047,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,9,3,0,10
UCL522048,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,12
UCL522049,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,11,0,16
UCL522050,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,13,3,0,11
UCL522051,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,9
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16
UCL522053,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,6,0,13
UCL522054,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,7,0,0,11
UCL522055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522056,0,0,0,0,0,0,0,4,4,8,6,0,16,0,0,0,14,6,4,17
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522058,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,10,0,15
UCL522059,0,0,0,0,0,0,0,0,0,3,3,0,10,0,4,4,7,3,0,16
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522061,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,3,4,0,7
UCL522062,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,8,0,17
UCL522063,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,16,5,24
UCL522064,0,0,0,0,0,0,5,0,6,3,5,0,12,0,3,3,19,33,0,50
UCL522065,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,3,0,13
UCL522066,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,5,0,0,12
UCL522067,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,7,0,15
UCL522068,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,12,4,0,16
UCL522069,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,9,10,0,16
UCL522070,0,0,0,0,0,0,0,0,0,6,6,0,12,0,0,0,12,6,0,20
UCL522071,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,23,0,28
UCL531001,8,21,0,0,3,24,31,52,102,1096,870,130,2095,66,75,137,2227,1422,80,3732
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL603001,3,16,0,7,8,21,70,44,135,2883,2460,319,5658,208,232,440,6098,3532,108,9737
UCL611001,8,9,0,0,4,7,26,17,57,1174,1120,126,2412,82,137,214,2629,1560,35,4235
UCL612001,0,4,0,0,0,0,3,13,20,251,273,26,553,29,44,78,629,529,21,1181
UCL612002,4,9,0,0,0,9,18,12,33,350,363,61,773,43,47,91,865,586,32,1486
UCL613001,0,0,0,0,0,0,7,3,9,166,176,30,363,15,13,26,392,274,9,675
UCL614001,6,3,0,0,0,3,3,3,10,73,83,9,160,3,4,8,171,80,4,255
UCL614002,0,0,0,0,0,0,3,0,6,96,87,16,199,7,12,25,223,196,0,424
UCL614003,0,0,0,0,0,0,4,0,3,62,63,8,135,3,4,9,143,126,3,275
UCL615001,0,0,0,0,0,0,0,0,0,17,17,0,30,4,0,3,40,27,0,67
UCL615002,0,0,0,0,0,0,0,0,6,13,19,4,32,0,0,6,35,32,0,71
UCL615003,0,0,0,0,0,0,0,0,0,9,12,0,22,0,0,0,26,22,0,41
UCL615004,0,0,0,0,0,0,0,0,0,13,19,4,29,0,3,3,36,31,0,68
UCL615005,0,0,0,0,0,0,4,0,4,13,35,8,55,3,4,7,62,55,0,121
UCL615006,0,0,0,0,0,0,0,0,0,7,17,5,30,0,0,0,28,16,0,48
UCL615007,0,0,0,0,0,0,0,0,0,8,14,0,21,0,3,4,23,20,0,46
UCL615008,0,0,0,0,0,0,3,0,6,40,60,7,104,12,14,21,126,161,0,292
UCL615009,0,0,0,0,0,0,0,0,0,33,32,4,69,4,0,3,77,31,0,104
UCL615010,0,0,0,0,0,0,3,7,5,30,33,4,66,0,0,3,66,59,5,133
UCL615011,0,0,0,0,0,0,0,3,6,57,62,4,120,7,5,10,133,84,0,223
UCL615012,0,0,0,0,0,0,0,0,3,57,38,0,94,0,5,4,97,47,0,145
UCL615013,0,0,0,0,0,0,4,0,4,46,52,6,103,5,9,15,116,80,3,199
UCL615014,0,0,0,0,0,0,0,0,0,36,40,8,77,3,0,3,85,38,0,119
UCL615015,0,0,0,0,0,0,0,0,0,71,59,4,133,6,0,6,142,55,0,192
UCL615016,0,0,0,0,0,0,0,3,0,52,38,6,96,3,4,4,100,57,3,154
UCL615017,0,0,0,0,0,0,0,0,4,47,43,4,93,0,0,4,102,49,0,149
UCL615018,0,0,0,0,0,0,0,0,3,42,43,4,92,3,4,9,97,38,0,139
UCL615019,0,0,0,0,0,0,0,0,4,11,10,3,26,4,4,9,31,26,0,62
UCL615020,0,0,0,0,0,0,3,0,3,13,14,0,25,3,3,9,34,56,0,92
UCL615021,0,0,0,0,0,0,0,0,4,10,26,3,42,4,0,6,43,38,3,89
UCL615022,0,0,0,0,0,0,0,0,0,10,8,0,23,0,0,0,22,24,0,52
UCL615023,0,0,0,0,0,0,0,0,5,35,31,5,64,12,8,15,80,62,3,144
UCL615024,0,0,0,0,0,0,0,0,0,20,22,0,42,0,0,0,41,18,0,58
UCL615025,0,0,0,0,0,0,0,0,0,55,52,12,114,0,3,5,122,73,0,189
UCL615026,0,0,0,0,0,0,0,0,0,6,15,0,28,0,0,0,28,44,0,74
UCL615027,0,0,0,0,0,0,0,0,3,15,19,6,34,4,0,5,36,35,0,68
UCL621001,0,0,0,0,0,0,0,0,0,5,11,0,23,0,0,0,23,8,0,34
UCL621002,0,0,0,0,0,0,0,0,0,6,7,3,11,4,0,3,16,11,0,27
UCL621003,0,0,0,0,0,0,0,0,0,7,10,0,21,0,0,0,23,3,0,31
UCL621004,0,0,0,0,0,0,0,0,0,5,10,9,21,0,0,0,22,24,0,39
UCL621005,0,0,0,0,0,0,0,0,0,11,8,0,16,0,0,0,16,3,0,24
UCL621006,0,0,0,0,0,0,0,0,0,10,5,0,16,0,0,0,16,5,0,22
UCL621007,0,0,0,0,0,0,0,0,0,4,10,0,15,0,0,0,15,5,0,18
UCL621008,0,0,0,0,0,0,0,0,0,14,8,0,20,0,0,0,22,17,0,39
UCL621009,0,0,0,0,0,0,0,0,0,3,12,5,15,0,0,0,15,5,0,25
UCL621010,0,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,17,7,0,23
UCL621011,0,0,0,0,0,0,0,0,0,7,4,0,14,0,0,0,16,12,0,31
UCL621012,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,15,0,0,14
UCL621013,0,0,0,0,0,0,0,0,0,4,8,0,15,0,0,0,13,22,0,36
UCL621014,0,0,0,0,0,0,0,0,0,8,4,0,10,0,0,0,18,4,0,15
UCL621015,0,0,0,0,0,0,0,0,0,0,7,4,9,0,3,3,11,13,0,21
UCL621016,0,0,0,0,0,0,0,0,0,9,10,0,16,0,0,0,16,4,0,26
UCL621017,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,9,4,0,11
UCL621018,0,0,0,0,0,0,0,0,0,5,7,0,13,0,0,0,15,13,0,30
UCL621019,0,0,0,0,0,0,0,0,0,0,8,0,8,3,0,3,6,0,0,10
UCL621020,0,0,0,0,0,0,0,0,0,14,9,3,28,0,5,6,30,21,0,51
UCL621021,0,0,0,0,0,0,0,0,0,12,14,3,24,0,0,0,28,12,0,39
UCL621022,0,0,0,0,0,0,0,0,0,10,5,0,18,0,0,0,18,12,0,29
UCL621023,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,12,21,0,29
UCL621024,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,0,10,10,0,20
UCL621025,0,0,0,0,0,0,0,0,0,10,9,0,16,0,0,0,16,5,0,26
UCL621026,0,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,10,8,0,16
UCL621027,0,0,0,0,0,0,0,0,0,5,4,0,12,0,0,3,17,9,0,25
UCL621028,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,3,13,3,0,19
UCL621029,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,11,4,0,9
UCL621030,0,0,0,0,0,0,0,0,0,9,3,0,15,0,0,0,15,11,0,20
UCL621031,0,0,0,0,0,0,0,0,0,4,12,3,21,3,3,3,23,27,3,55
UCL621032,0,0,0,0,0,0,0,0,0,8,8,4,15,0,0,0,15,22,0,35
UCL622001,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,5,0,0,7
UCL622002,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,8,6,0,13
UCL622003,0,0,0,0,0,0,0,0,0,7,6,0,14,0,0,0,11,5,0,17
UCL622004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,6
UCL622005,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
UCL622006,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,5,0,15
UCL622007,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,11,0,14
UCL622008,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,13,0,15
UCL622009,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,9
UCL622010,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,8,7,0,18
UCL622011,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,5,0,0,7
UCL622012,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,10,0,15
UCL622013,0,0,0,0,0,0,0,0,0,3,7,0,11,0,3,3,17,5,0,18
UCL622014,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,6,0,16
UCL622015,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,5,0,14
UCL622016,0,0,0,0,0,0,0,0,0,9,4,0,10,0,5,5,12,4,0,22
UCL622017,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,5,0,15
UCL622018,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,7,8,0,14
UCL622019,0,0,0,0,0,0,0,0,0,6,7,0,16,0,0,0,15,4,0,16
UCL622020,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,0,0,10
UCL622021,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,11,3,0,17
UCL622022,0,0,0,0,0,0,0,0,0,9,3,0,15,0,0,0,11,6,0,21
UCL622023,0,0,0,0,0,0,0,0,0,7,6,0,11,0,0,6,11,13,0,19
UCL622024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,8
UCL622025,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,0,0,8
UCL622026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
UCL622027,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,4,4,16
UCL631001,5,16,0,0,4,20,17,20,54,965,850,127,1945,74,53,126,2065,1266,48,3379
UCL679997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL699994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL703001,3,14,4,0,4,24,15,39,75,2282,817,173,3282,115,85,200,3479,1457,105,5035
UCL712001,0,8,0,0,0,8,13,6,28,454,158,36,654,27,17,41,703,408,16,1116
UCL714001,0,0,0,0,0,0,0,7,11,94,23,10,130,11,8,18,148,112,20,283
UCL715001,0,0,0,0,0,0,0,4,3,25,17,8,48,3,8,12,54,90,9,154
UCL715002,0,0,0,0,0,0,4,6,4,14,0,7,16,0,0,0,19,53,4,72
UCL715003,0,0,0,0,0,0,3,0,3,10,15,8,27,9,11,21,47,106,0,152
UCL715004,0,0,0,0,0,0,0,0,4,7,7,3,12,3,0,3,18,65,0,84
UCL715005,0,0,0,0,0,0,0,0,0,10,6,0,24,3,3,11,29,43,0,71
UCL715006,0,0,0,0,0,0,0,0,0,40,3,4,48,0,0,0,48,8,0,59
UCL715007,0,0,0,0,0,0,0,3,3,34,8,8,51,13,3,20,71,108,3,182
UCL715008,0,0,0,0,0,0,4,0,4,7,3,3,16,6,0,3,21,99,0,120
UCL715009,0,0,0,0,0,0,0,4,0,3,12,0,15,4,8,12,30,53,4,85
UCL721001,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,9,0,0,11
UCL721002,0,0,0,0,0,0,5,3,3,11,9,0,16,4,0,3,21,38,3,61
UCL721003,0,0,0,0,0,0,0,0,0,10,6,0,19,0,6,3,20,43,0,59
UCL721004,0,0,0,0,0,0,0,0,0,4,9,0,11,0,0,0,19,23,0,43
UCL721005,0,0,0,0,0,0,0,0,3,5,3,3,18,0,0,0,17,39,0,54
UCL721006,0,0,0,0,0,0,0,0,0,0,6,0,8,4,0,4,12,20,0,33
UCL721007,0,0,0,0,0,0,0,0,0,5,0,5,15,0,0,5,12,4,0,17
UCL721008,0,0,0,0,0,0,0,0,0,10,4,0,17,0,0,0,17,9,0,24
UCL721009,0,0,0,0,0,0,0,0,0,18,7,0,25,0,0,0,28,4,0,31
UCL721010,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,10,39,0,50
UCL721011,0,0,0,0,0,0,0,0,0,7,0,0,5,8,0,8,9,27,0,37
UCL721012,0,0,0,0,0,0,0,0,0,9,0,0,12,5,0,5,13,39,0,50
