UCL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL201001,99846,104951,53412,31820,40425,27056,16275,373787,20426,19472,11331,7453,9796,5316,2798,76587,21825,20124,10538,6545,8030,4555,2348,73962,89388,86311,52577,35514,47117,25483,12406,348790,1004,1023,505,302,198,77,47,3145,232479,231872,128369,81633,105560,62492,33874,876282,6913,12102,8538,6653,9558,6951,4533,55252,3126,4440,3188,2377,3295,1675,963,19077,1736,3209,2216,1674,2371,1255,688,13145,10592,17130,12408,9508,13004,6224,3187,72053,967,1124,594,417,320,138,76,3638,23339,38005,26940,20629,28546,16249,9453,163164,255816,269883,155305,102263,134108,78740,43333,1039442
UCL203001,595,586,279,141,205,70,41,1914,243,260,142,106,127,37,20,933,270,257,145,106,101,32,4,922,3577,3570,2093,1369,1650,553,184,12999,12,20,5,5,3,0,0,43,4699,4696,2661,1725,2079,696,253,16807,39,70,50,32,50,21,12,260,63,110,78,62,61,27,18,415,21,54,50,34,35,12,3,214,927,1271,879,655,788,180,81,4792,26,44,20,21,5,0,0,119,1080,1550,1083,793,946,240,112,5806,5776,6248,3743,2524,3029,939,365,22614
UCL203002,605,608,262,171,237,124,48,2056,202,182,115,85,99,29,20,738,174,203,93,71,78,25,12,662,3628,3542,2008,1394,1632,530,211,12941,28,16,12,5,3,0,0,63,4643,4555,2498,1724,2048,709,294,16467,47,56,41,41,45,23,13,262,61,112,71,29,59,17,4,359,17,39,33,26,38,12,7,168,886,1293,856,658,690,172,71,4628,38,40,24,11,7,0,0,122,1052,1549,1028,763,839,227,90,5542,5698,6097,3523,2491,2882,936,385,22009
UCL203003,1516,1365,676,450,529,320,128,4991,660,618,342,208,266,147,69,2304,711,637,340,177,234,106,49,2257,5974,5411,2919,1921,2417,993,431,20075,28,24,18,11,6,3,0,95,8894,8051,4300,2765,3457,1569,684,29721,116,179,123,100,155,100,60,831,108,195,138,102,128,58,14,737,54,102,85,61,81,33,21,432,987,1562,1008,775,980,333,155,5796,62,61,34,25,15,10,0,199,1318,2100,1382,1070,1358,533,253,8000,10216,10155,5677,3834,4809,2098,929,37729
UCL211001,204,218,125,79,92,35,14,765,86,77,52,35,28,7,0,289,93,83,50,25,29,6,5,289,1412,1329,775,516,644,122,41,4827,5,6,3,3,0,0,0,30,1798,1715,1004,656,794,165,62,6193,15,21,21,15,29,13,3,116,15,22,29,11,16,3,0,110,14,24,10,14,23,0,0,81,381,618,379,244,310,76,23,2033,13,14,9,3,4,0,0,40,437,698,451,290,382,98,31,2377,2229,2411,1454,945,1171,264,86,8575
UCL211002,2959,2696,1191,654,712,382,191,8782,354,242,119,77,94,26,15,928,285,307,127,73,80,24,17,921,1759,1585,824,534,606,200,86,5589,17,29,17,5,6,0,0,77,5381,4852,2278,1348,1506,624,308,16295,295,400,246,155,205,80,53,1431,113,124,66,52,64,12,5,445,58,59,36,37,47,15,12,253,700,831,486,310,349,101,42,2821,32,43,21,12,7,7,0,123,1191,1454,856,571,675,214,113,5069,6570,6307,3131,1919,2180,835,419,21364
UCL212001,180,171,89,45,44,12,9,549,80,93,50,37,39,9,3,320,73,74,36,22,25,25,8,255,907,823,456,285,329,134,44,2980,0,6,0,0,0,0,0,9,1240,1160,630,390,435,185,73,4115,17,15,8,7,3,5,0,53,22,26,34,16,20,7,9,134,16,22,12,5,9,8,4,81,132,247,190,116,132,53,31,897,8,4,0,9,0,0,0,21,195,315,244,152,176,70,35,1182,1436,1472,873,544,608,251,108,5299
UCL212002,53,55,27,9,18,0,0,165,27,29,13,3,14,4,0,92,30,28,8,3,11,4,0,87,408,403,250,175,229,61,15,1542,0,0,6,0,0,0,0,9,515,517,303,199,273,71,13,1896,0,5,13,3,7,0,0,27,7,13,7,7,3,0,0,40,8,5,5,12,9,0,0,38,115,177,118,76,104,14,9,608,4,4,3,0,0,0,0,18,142,205,141,97,120,16,9,722,657,721,447,296,389,88,26,2620
UCL212003,317,299,154,98,128,32,12,1043,90,74,41,18,18,7,0,247,74,58,28,18,20,5,0,208,1016,961,570,357,445,126,34,3504,13,4,5,6,4,0,0,32,1512,1403,791,489,621,170,51,5034,39,30,39,17,22,14,6,177,32,38,20,11,15,4,0,122,12,18,16,12,11,8,0,70,340,512,327,228,259,63,20,1752,14,15,5,12,3,0,0,51,435,620,404,279,314,87,22,2167,1951,2027,1200,771,929,259,72,7207
UCL212004,31,52,31,19,28,12,3,182,82,109,80,48,54,24,10,400,88,112,65,43,33,11,7,349,837,1044,605,374,441,162,62,3527,11,4,3,5,5,0,0,21,1039,1331,788,485,550,208,81,4482,4,3,9,7,8,0,0,26,7,20,19,13,9,7,6,84,0,10,15,8,14,0,3,53,56,146,114,90,120,43,8,571,7,4,6,5,0,0,0,17,77,184,160,117,148,51,15,753,1114,1519,948,602,698,259,97,5231
UCL212005,893,888,492,289,353,129,56,3102,95,71,38,39,37,16,5,304,119,82,38,35,34,6,7,315,1294,1230,772,527,618,176,49,4671,15,16,0,4,4,0,0,41,2415,2285,1344,896,1041,321,116,8432,54,91,50,32,56,25,15,314,44,53,32,19,23,8,4,182,22,25,12,8,14,0,0,88,419,625,404,283,299,78,23,2130,32,30,19,7,10,4,0,102,561,823,520,353,408,113,38,2817,2976,3111,1861,1252,1448,436,158,11250
UCL212006,240,268,140,84,115,63,45,944,186,190,92,69,108,52,21,712,201,167,75,60,66,35,15,617,1332,1352,766,504,616,269,161,5004,9,4,3,0,0,0,0,17,1977,1976,1077,711,908,422,236,7305,11,19,17,10,14,9,3,89,39,51,41,27,32,12,10,204,10,29,20,19,21,3,7,106,194,340,221,144,230,79,45,1256,3,5,8,3,4,0,0,28,255,451,305,193,301,110,63,1681,2230,2424,1385,908,1200,531,297,8984
UCL212007,95,100,66,32,37,19,5,358,139,148,85,43,56,22,7,495,135,175,81,41,53,20,6,499,1056,1091,618,428,467,166,71,3896,0,3,5,3,3,0,0,16,1428,1507,843,545,618,230,98,5266,0,8,7,9,11,4,0,29,16,23,23,12,16,7,4,98,5,8,7,6,13,4,4,41,57,120,109,64,103,27,16,488,0,0,0,0,0,0,0,4,73,157,149,94,133,44,15,666,1499,1661,996,641,751,272,112,5938
UCL212008,137,148,79,45,50,16,5,471,50,52,40,27,36,11,7,226,62,52,22,10,19,3,0,171,973,983,575,365,481,156,42,3577,4,4,3,6,0,0,0,10,1225,1235,720,453,575,187,57,4453,12,17,15,11,13,6,0,79,17,18,19,19,11,6,5,91,14,19,8,7,15,6,0,67,249,331,213,133,159,49,14,1151,17,16,10,0,0,0,0,44,309,401,266,167,207,59,22,1425,1532,1636,986,619,785,249,79,5880
UCL212009,104,102,57,36,51,15,3,370,71,80,47,29,31,5,0,270,71,84,43,25,37,8,3,272,1060,1058,651,498,591,153,53,4061,0,4,10,3,0,0,0,18,1306,1323,805,595,706,195,63,4981,9,25,9,6,19,6,0,74,22,42,22,9,22,3,0,124,8,14,19,13,14,0,0,72,208,340,251,163,187,49,12,1211,7,12,3,0,5,0,0,32,256,431,306,195,245,61,13,1504,1556,1749,1111,789,949,254,78,6490
UCL213001,40,58,30,16,10,4,6,157,30,26,16,3,25,0,0,113,36,28,17,8,6,0,0,93,446,369,224,148,178,33,13,1418,5,0,0,0,0,0,0,6,553,478,286,179,224,47,14,1784,0,4,0,0,4,0,0,12,10,12,7,7,4,0,0,43,0,5,5,9,0,0,0,27,151,194,106,101,108,20,9,682,6,14,3,4,0,0,0,25,169,224,125,119,121,22,4,788,731,707,411,297,339,71,24,2574
UCL213002,17,22,16,6,7,0,0,60,46,31,30,14,28,3,0,161,35,26,10,14,11,0,0,92,258,284,141,108,123,36,12,965,3,0,0,0,0,0,0,4,357,362,195,137,170,45,12,1283,0,3,0,0,7,3,0,18,10,12,9,14,15,3,0,51,3,6,11,3,5,0,0,29,51,81,68,56,64,13,7,333,4,6,0,3,3,0,0,16,64,115,94,70,85,16,6,451,418,477,287,206,257,60,18,1730
UCL213003,35,56,18,16,24,8,0,161,25,28,13,0,6,4,0,83,29,27,10,5,3,0,0,80,426,372,263,160,215,63,22,1517,0,4,3,0,0,0,0,8,522,481,303,191,249,76,27,1843,0,14,12,4,5,5,0,39,11,13,8,3,9,0,0,42,3,8,0,4,4,0,0,23,89,128,76,69,73,10,3,452,0,0,3,0,0,0,0,16,108,165,106,78,94,16,3,571,627,652,415,265,343,91,23,2413
UCL213004,52,59,27,25,31,19,10,227,50,57,34,19,18,8,0,181,41,32,24,17,15,9,0,138,678,606,313,195,209,66,23,2090,0,8,0,0,0,0,0,12,826,759,395,253,272,107,37,2650,0,3,9,0,10,3,0,28,12,13,16,14,17,3,0,75,3,3,3,7,8,4,0,31,122,162,102,88,78,24,8,584,5,13,3,0,0,0,0,24,139,197,128,110,107,37,12,738,968,958,525,365,382,142,48,3386
UCL213005,38,39,28,25,33,17,5,199,63,61,28,16,29,16,0,219,84,66,35,17,17,10,3,229,543,547,352,186,241,91,34,1999,0,6,0,0,3,0,0,9,736,716,445,252,328,133,42,2654,0,8,9,8,3,3,0,28,8,30,17,8,6,7,4,86,8,9,13,4,7,0,0,42,90,156,104,97,111,32,16,603,3,4,0,0,0,0,0,8,110,213,138,114,129,38,18,763,846,932,584,367,460,170,67,3416
UCL213006,38,43,26,16,30,9,0,155,66,74,39,31,32,18,3,266,55,66,29,24,25,13,8,221,514,651,346,222,264,144,42,2187,3,0,0,0,0,0,0,5,681,837,435,292,353,175,55,2831,0,4,8,8,0,5,0,24,3,8,8,10,12,5,3,53,5,6,8,5,13,4,0,42,44,76,58,50,56,17,12,300,0,0,0,0,0,0,0,5,50,95,76,71,81,33,16,428,729,931,507,362,436,216,72,3250
UCL213007,79,67,38,30,25,9,4,247,22,25,10,3,6,0,0,78,31,30,15,12,9,0,0,94,611,604,347,234,287,61,14,2158,4,0,0,0,0,0,0,9,737,729,416,277,332,76,20,2576,5,4,0,0,0,0,0,9,6,4,6,9,3,0,0,33,0,4,0,3,4,0,0,11,182,200,142,101,98,27,3,753,3,3,7,0,0,0,0,11,194,221,153,110,107,30,5,823,937,950,567,384,442,102,22,3400
UCL213008,134,130,52,48,46,28,27,455,58,64,37,26,30,8,6,225,87,64,30,18,19,8,6,230,684,656,337,241,278,103,36,2334,0,5,0,0,0,0,0,6,962,909,453,331,374,148,77,3250,3,7,3,3,8,0,0,33,8,17,16,9,13,0,5,74,8,11,3,4,3,0,0,27,99,147,102,72,103,37,11,564,0,0,4,0,0,0,0,15,123,179,132,88,123,39,14,705,1086,1095,585,419,495,183,90,3955
UCL213009,61,47,13,9,24,10,4,177,42,42,18,15,13,9,5,133,40,40,20,9,14,7,3,132,526,491,258,163,226,105,41,1811,0,0,0,0,0,0,0,10,666,620,314,202,276,123,52,2252,3,8,0,3,4,6,3,20,11,11,11,8,7,4,0,63,0,4,7,0,0,0,0,23,67,124,66,53,86,30,7,433,0,0,4,0,0,0,0,9,86,151,85,68,106,39,15,548,751,772,399,265,379,159,69,2798
UCL213010,17,15,8,5,9,6,0,69,18,24,8,16,18,0,0,89,30,23,14,14,16,8,0,102,413,408,237,161,181,51,19,1468,5,4,0,0,0,0,0,8,487,470,273,199,223,69,19,1735,9,12,13,3,8,6,0,47,14,12,15,8,13,0,0,63,4,9,5,0,5,3,0,27,201,260,147,94,101,30,8,831,12,13,9,3,4,0,0,41,234,305,181,110,128,41,11,1009,725,772,455,311,353,105,23,2738
UCL213011,87,86,34,22,22,6,3,265,9,8,10,0,12,7,0,46,28,15,12,10,7,0,0,74,331,300,189,138,135,42,10,1142,6,12,5,0,0,0,0,21,460,420,247,183,170,57,16,1553,16,10,10,3,18,3,0,59,14,13,6,3,11,0,3,46,3,9,5,5,3,0,0,25,185,226,141,99,92,22,6,775,15,20,6,8,7,0,0,57,236,277,168,117,124,31,9,965,692,695,417,295,295,87,24,2515
UCL213012,14,15,12,8,7,3,0,66,9,7,11,6,10,3,0,44,14,16,17,12,3,6,0,69,301,323,175,149,154,21,6,1125,0,0,0,0,0,0,0,0,342,367,213,171,172,36,4,1306,0,3,5,0,4,0,0,12,4,22,9,6,10,0,0,47,3,5,4,4,0,0,0,17,84,116,70,71,80,11,0,434,5,10,6,0,0,0,0,27,96,154,94,83,91,10,0,531,438,515,308,254,265,48,6,1833
UCL213013,62,60,38,9,22,5,0,203,23,34,12,15,18,0,0,105,38,46,25,17,14,7,0,137,520,430,270,188,205,49,14,1676,0,8,7,0,0,0,0,19,648,578,347,229,262,65,12,2139,3,5,0,0,4,4,0,21,5,9,13,8,16,0,0,56,6,8,7,0,6,0,0,28,122,180,118,88,101,27,8,641,6,3,0,0,0,0,0,19,140,210,134,103,123,29,9,762,788,795,480,335,385,99,23,2904
UCL213014,85,101,40,23,22,9,0,278,9,12,3,0,4,0,0,24,28,30,10,3,8,0,3,80,409,340,201,123,145,41,15,1278,0,0,3,0,0,0,0,0,536,483,254,155,173,42,16,1663,7,5,10,4,4,4,0,43,12,14,0,3,6,0,0,34,3,3,0,3,0,0,0,17,87,142,85,73,67,22,5,493,5,0,6,0,0,0,0,22,118,166,116,83,82,27,5,597,654,651,370,238,254,76,28,2261
UCL213015,266,230,116,52,67,34,9,775,82,62,36,19,20,6,3,238,72,55,28,8,16,9,4,191,697,579,318,178,234,67,38,2112,3,4,0,0,0,0,0,7,1122,931,500,259,342,117,54,3320,14,19,11,8,3,3,0,63,11,18,13,3,8,4,4,55,3,11,3,9,0,4,0,32,150,182,110,66,82,18,18,618,4,6,6,0,0,0,0,22,176,228,142,89,100,25,23,791,1299,1162,639,347,449,146,73,4112
UCL213016,60,53,19,3,14,3,0,157,24,36,28,15,22,0,0,129,36,35,28,15,13,0,0,130,659,635,435,271,374,101,17,2488,7,5,0,0,0,0,0,14,776,768,511,314,423,108,16,2915,0,5,3,10,12,0,3,33,5,6,7,8,14,0,0,42,3,11,3,6,7,0,0,40,168,246,189,120,142,31,14,903,10,8,7,4,0,0,0,28,190,274,212,144,176,39,13,1043,968,1041,725,451,594,145,32,3962
UCL213017,101,129,51,34,36,28,5,384,55,54,27,27,26,4,5,201,74,46,28,21,18,11,0,194,755,624,387,265,333,112,48,2528,0,0,6,0,0,0,0,7,987,859,501,338,413,151,61,3306,4,9,5,3,3,3,0,30,20,19,5,11,15,9,0,78,11,18,9,3,13,0,0,61,122,164,125,112,128,34,17,699,6,7,5,0,4,0,0,20,164,216,150,131,164,51,21,896,1144,1074,657,471,575,200,80,4202
UCL213018,10,14,16,5,7,0,0,50,11,13,5,0,5,0,0,31,7,12,9,7,3,0,0,38,265,290,184,124,142,27,18,1049,4,0,0,0,0,0,0,4,296,326,209,140,155,31,18,1173,0,0,0,0,3,0,0,3,8,10,4,4,5,0,0,28,0,8,4,6,0,0,0,16,66,100,53,37,45,3,3,308,3,4,0,0,0,0,0,4,76,119,66,42,50,8,3,360,372,446,269,182,203,36,19,1528
UCL214001,32,35,21,4,9,0,0,100,8,11,7,0,3,0,0,35,16,5,4,0,4,5,0,30,226,175,104,71,98,13,5,699,0,0,0,0,0,0,0,0,288,226,135,80,120,17,3,872,0,0,0,0,0,4,0,6,6,9,3,4,9,0,0,19,0,0,0,5,0,0,0,12,75,91,59,49,41,11,4,324,3,10,4,4,0,0,0,16,85,108,68,55,49,14,4,380,372,334,202,139,167,26,4,1246
UCL214002,8,14,13,6,7,5,0,53,27,31,13,6,5,0,3,99,19,29,16,12,16,3,0,94,383,423,194,143,165,36,11,1359,0,0,0,0,0,0,0,0,435,495,237,172,199,54,14,1601,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,5,0,4,3,0,0,0,0,13,32,52,40,23,36,16,0,194,0,0,0,0,0,0,0,0,36,59,44,24,42,12,0,222,467,555,284,194,237,70,18,1824
UCL214003,29,23,6,0,14,6,3,75,11,12,7,5,4,3,0,40,15,11,9,7,6,3,0,49,258,212,127,84,132,29,7,865,3,4,0,0,0,0,0,5,315,262,156,96,154,40,12,1037,0,3,0,0,5,0,0,6,4,7,9,12,3,3,0,37,0,0,0,3,6,0,0,8,68,114,75,41,52,10,3,372,5,7,10,0,0,0,0,23,86,127,88,62,66,16,8,448,400,392,245,156,217,55,22,1486
UCL214004,47,36,20,11,13,9,0,130,7,11,8,5,0,3,0,32,17,10,5,0,0,0,0,31,128,141,80,64,78,22,5,511,0,0,0,0,0,0,0,0,195,196,105,81,98,27,8,709,0,3,9,3,4,3,0,24,3,3,0,0,3,3,0,8,0,6,3,0,0,0,0,5,46,77,32,33,26,4,0,222,0,0,0,0,0,0,0,3,51,89,45,32,37,11,0,266,250,286,153,117,130,31,5,975
UCL214005,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,38,41,23,15,17,4,0,143,0,0,0,0,0,0,0,0,45,47,23,15,20,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,5,0,0,26,0,0,0,0,0,0,0,0,3,7,10,7,6,0,0,28,45,51,31,17,28,0,0,182
UCL214006,25,23,9,12,4,0,0,77,23,24,4,5,10,3,0,66,12,15,14,7,10,0,0,67,156,161,95,65,74,18,5,574,3,0,0,0,0,0,0,4,216,225,124,99,93,18,11,790,0,3,0,3,0,0,0,6,3,12,12,6,5,0,0,40,0,3,9,4,4,0,0,25,24,41,36,26,35,10,0,180,0,0,0,0,0,0,0,14,37,69,64,38,48,13,0,269,253,298,186,140,143,33,9,1057
UCL214007,149,108,38,12,19,15,8,342,33,13,12,4,7,3,0,68,35,18,4,0,3,5,3,75,219,151,49,38,27,15,7,508,0,0,0,0,0,0,0,4,435,291,100,58,61,37,13,991,3,7,8,4,0,0,0,21,4,6,0,3,3,0,0,30,0,4,0,0,0,0,0,9,28,39,18,27,25,4,0,142,0,0,5,5,0,0,0,5,37,57,30,33,31,11,5,204,474,352,131,89,91,43,15,1195
UCL214008,38,52,13,12,11,0,0,119,15,8,4,10,5,0,0,42,28,13,7,9,8,3,0,72,356,303,179,107,153,27,3,1136,4,0,0,3,0,0,0,7,439,375,207,135,184,31,6,1375,3,8,3,0,3,0,0,16,4,11,11,5,5,0,0,32,4,3,0,0,3,0,0,10,59,94,70,51,67,16,0,352,8,3,0,6,0,0,0,16,71,111,85,60,77,15,3,433,514,494,292,198,257,49,9,1802
UCL214009,19,13,9,8,21,7,4,72,20,38,26,10,12,0,3,102,31,31,23,14,12,0,3,119,318,311,168,95,119,34,16,1052,0,0,0,0,0,0,0,0,386,395,219,127,155,39,25,1343,0,0,0,7,6,3,0,18,9,6,3,4,8,0,0,35,0,0,7,5,7,0,0,19,43,71,53,38,42,21,3,267,0,4,0,0,0,0,0,11,53,88,63,55,64,30,9,348,436,483,277,178,221,70,31,1690
UCL214010,20,16,3,3,3,4,0,40,19,19,15,6,15,0,0,72,25,24,18,7,14,5,0,91,192,184,112,84,95,24,10,695,0,3,0,0,0,0,0,3,253,240,149,106,124,31,14,909,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,14,14,41,21,23,17,9,0,133,0,5,0,0,0,0,0,8,22,49,28,26,23,8,5,160,272,289,177,134,148,37,16,1069
UCL214011,54,43,26,9,15,9,3,164,25,32,20,10,9,7,0,112,29,32,17,12,14,0,5,107,338,298,178,127,157,60,15,1182,0,0,0,0,0,0,0,0,444,410,243,159,204,83,21,1561,3,3,9,0,7,4,0,23,7,10,9,4,5,3,0,38,0,3,5,6,3,0,3,19,55,87,66,44,75,16,12,351,5,0,0,0,0,0,0,4,70,110,83,53,79,27,13,434,514,517,322,211,286,108,37,1998
UCL214012,10,16,7,9,12,0,0,51,17,3,0,7,4,0,0,27,8,8,0,6,0,0,0,22,200,201,135,74,98,15,7,723,0,3,0,0,0,0,0,4,239,229,145,86,110,18,7,837,0,0,0,0,0,0,0,6,4,0,4,0,3,0,0,18,0,0,0,0,0,0,0,0,49,77,45,47,56,8,0,284,0,0,0,0,0,0,0,3,54,78,52,47,66,9,0,309,296,308,203,133,172,27,7,1152
UCL214013,25,26,14,6,11,4,5,79,23,38,15,9,6,0,0,88,27,25,16,6,0,3,0,70,160,173,74,48,62,23,6,538,0,0,0,0,0,0,0,3,226,259,107,64,92,27,8,785,0,3,0,0,0,0,0,3,0,6,7,0,4,0,0,24,0,4,4,7,7,0,0,28,15,47,31,25,26,12,6,159,0,0,0,0,0,0,0,0,18,55,44,36,39,17,6,211,242,313,151,101,128,45,15,997
UCL214014,15,18,13,3,4,0,0,55,15,13,5,9,8,0,0,46,5,10,8,0,3,3,0,25,149,145,83,64,71,11,4,528,3,4,4,0,0,0,0,15,187,195,108,74,84,13,8,669,0,0,0,3,0,0,0,7,0,8,3,3,3,0,0,11,0,0,5,3,3,0,0,14,59,84,51,25,39,6,0,261,5,0,0,0,0,0,0,12,64,97,63,33,46,9,0,301,247,289,164,109,130,16,8,972
UCL214015,17,13,12,0,4,0,0,60,22,17,19,9,3,0,0,67,24,21,9,8,6,0,0,66,171,209,119,85,107,33,5,730,3,5,4,3,3,0,0,14,240,266,162,97,126,38,5,932,0,6,0,6,0,3,0,14,0,14,0,3,3,0,0,21,0,9,8,3,4,0,0,21,28,63,36,28,49,7,0,222,4,0,3,0,3,0,0,11,34,88,48,38,58,13,0,285,275,356,208,140,186,51,8,1222
UCL214016,15,11,4,0,4,3,0,46,14,9,3,3,4,0,0,30,7,9,9,7,0,0,0,21,177,165,119,95,115,24,10,698,4,3,5,0,0,0,0,7,218,194,144,110,126,21,10,810,0,0,4,0,0,0,0,8,7,8,0,4,8,0,0,29,0,0,0,0,0,0,0,13,88,127,80,67,54,12,3,422,3,8,4,3,0,0,0,19,96,147,88,72,59,12,3,485,313,340,226,177,190,37,13,1293
UCL214017,3,5,7,4,0,0,0,21,12,14,10,3,10,0,0,61,11,17,9,4,0,3,0,46,126,147,66,53,66,25,12,502,0,0,0,0,0,0,0,3,153,181,98,67,82,34,15,631,0,0,0,0,0,0,0,9,0,0,8,0,9,0,0,15,0,0,0,3,0,0,0,8,8,14,18,11,15,7,4,74,3,0,0,0,0,0,0,0,10,15,22,12,25,5,7,103,159,197,121,78,106,40,26,733
UCL214018,19,12,7,5,8,7,4,63,24,21,19,9,4,0,0,82,17,18,8,10,8,3,5,56,151,175,127,83,81,24,10,646,6,3,5,4,0,0,0,12,213,230,160,98,102,34,14,858,0,0,0,0,0,0,0,0,7,10,4,8,4,0,0,28,0,3,6,0,0,0,0,8,33,58,24,23,32,10,4,183,0,0,0,0,0,0,0,6,45,68,33,31,37,11,4,228,258,297,198,134,140,47,16,1089
UCL214019,18,18,9,9,8,0,0,63,0,3,0,0,3,0,0,16,11,10,4,5,0,0,0,37,121,140,85,56,67,22,3,498,3,0,0,0,0,0,0,3,158,170,102,73,80,29,12,617,0,4,0,0,3,0,0,10,10,4,4,4,4,0,0,22,0,7,0,0,0,0,0,9,68,84,60,40,45,16,4,323,0,7,4,0,0,0,0,12,71,107,71,54,55,16,3,382,228,279,174,122,134,43,13,996
UCL214020,27,27,14,3,12,7,6,86,9,7,0,0,3,0,0,19,17,9,6,4,0,0,0,31,152,148,87,68,66,16,3,541,0,0,0,0,0,0,0,3,199,188,101,79,81,15,5,675,5,8,0,4,0,0,0,17,4,6,4,0,3,0,0,15,0,0,0,0,0,0,0,3,47,72,37,31,32,4,0,228,0,3,0,6,0,0,0,7,58,86,39,37,38,4,0,269,253,271,147,123,121,24,10,947
UCL214021,3,12,9,8,13,5,3,50,12,14,9,7,10,3,0,49,7,9,10,6,10,3,0,52,255,237,145,86,113,42,23,905,0,0,0,0,0,0,0,0,281,273,177,99,145,57,29,1058,0,0,3,0,3,0,3,13,0,5,3,0,3,0,0,18,0,4,4,3,10,3,0,22,17,57,47,28,50,11,8,216,0,0,0,3,4,0,0,4,28,66,55,35,71,17,8,276,305,343,233,138,213,76,35,1338
UCL214022,36,24,9,4,3,0,0,85,9,8,7,11,8,4,0,52,16,22,10,0,10,4,0,54,181,194,135,90,98,31,7,739,0,0,0,0,0,0,0,5,248,252,160,109,124,40,6,940,0,6,3,0,3,0,0,17,6,9,3,15,0,0,0,36,0,3,0,4,3,3,0,14,64,109,72,48,58,19,4,375,0,10,3,3,4,0,0,22,74,134,86,71,68,21,6,466,322,378,246,185,190,58,17,1405
