UCL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL422042,0,0,3,0,5,4,3,3,0,28,19,17,24,11,45,70,58,43,5,282
UCL422043,0,0,3,0,5,3,3,0,0,15,10,3,11,5,29,39,34,17,4,154
UCL422044,5,0,6,0,7,9,0,4,0,40,40,12,16,24,38,56,65,52,10,321
UCL422045,0,3,0,0,0,11,10,3,0,31,21,15,20,21,40,101,164,72,33,494
UCL422046,3,11,3,4,4,8,5,0,0,38,48,30,40,34,42,74,68,41,11,397
UCL422047,3,0,0,0,0,4,0,0,0,11,17,11,6,20,13,47,30,6,8,162
UCL422048,10,3,3,3,4,3,3,7,0,40,58,15,28,30,35,69,62,42,18,356
UCL422049,3,3,3,3,0,8,3,0,0,18,47,23,35,32,27,69,31,23,8,292
UCL422050,3,0,0,3,0,0,0,0,0,5,33,13,16,28,24,31,36,14,0,194
UCL422051,13,8,4,5,8,10,4,0,0,50,76,39,35,42,63,73,55,6,3,398
UCL422052,0,4,4,0,0,8,10,10,4,34,44,13,38,17,47,93,116,93,12,480
UCL422053,8,6,10,7,12,23,21,10,0,109,11,13,21,20,38,61,64,39,10,274
UCL422054,0,3,0,3,4,4,4,5,0,32,25,33,10,11,38,49,33,24,7,226
UCL422055,7,3,0,4,3,4,7,6,0,38,38,27,31,25,66,58,45,29,5,329
UCL422056,0,0,3,0,0,0,0,6,3,12,51,27,47,32,22,32,28,21,18,277
UCL422057,8,3,3,6,6,5,7,0,0,39,61,53,45,58,52,56,53,11,4,396
UCL422058,3,3,0,0,0,0,6,3,5,13,38,15,19,16,13,30,30,19,8,194
UCL422059,18,5,0,10,6,20,6,7,0,72,87,47,37,46,48,85,72,38,7,472
UCL422060,0,0,0,0,3,4,9,5,0,17,20,11,7,17,23,48,53,16,10,206
UCL422061,0,0,4,3,4,8,0,0,0,17,18,11,19,21,26,30,5,3,0,132
UCL422062,8,3,0,3,0,4,0,0,0,15,53,20,29,31,27,24,15,6,0,211
UCL422063,11,13,12,8,13,10,5,0,0,63,68,66,47,35,59,28,5,0,0,302
UCL431001,2193,1536,1484,1713,2129,2310,1766,801,197,14130,24978,15122,12777,16088,21437,25136,19900,8239,1738,145402
UCL479997,0,0,0,0,5,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12
UCL499994,84,79,166,178,144,138,77,11,0,882,409,394,627,534,478,513,359,64,11,3377
UCL501001,26422,18779,24389,22707,20687,16328,11181,7254,4593,152348,387885,246891,295897,297929,263686,229678,182320,99540,39936,2043762
UCL511001,1217,810,1025,970,940,821,566,342,204,6899,14972,8488,9322,9920,9801,9377,7670,4119,1523,75196
UCL512001,464,305,409,395,362,369,302,187,100,2895,5431,3413,3469,3451,3878,4117,3864,2432,1066,31128
UCL512002,426,221,252,291,300,282,235,158,65,2232,4900,2591,2622,3266,3560,3486,3722,2196,884,27233
UCL512003,913,519,519,552,561,470,314,202,99,4148,6482,3882,3846,4050,4359,4229,3237,1863,762,32717
UCL512004,814,519,683,617,558,473,233,81,31,4006,6476,3575,4745,4344,3886,3399,1770,669,202,29068
UCL513001,571,300,440,397,407,270,122,39,18,2566,3421,1552,2504,2413,2075,1573,819,237,63,14660
UCL513002,266,156,150,147,153,131,102,97,28,1226,1959,1140,1217,1197,1256,1337,1090,760,255,10218
UCL513003,729,348,556,598,418,255,86,15,4,3005,4497,1816,3195,3353,2357,1328,384,75,11,17013
UCL513004,575,334,566,475,370,302,73,19,7,2721,3779,1619,3009,2783,1956,1568,455,103,25,15298
UCL513005,227,122,146,154,125,94,43,29,9,950,2755,1183,1488,1553,1409,1115,850,503,151,11009
UCL514001,187,93,98,90,96,104,80,47,23,821,1299,773,809,790,868,988,992,502,162,7184
UCL514002,103,59,89,124,83,80,79,57,5,672,1553,531,711,1151,986,813,877,459,101,7182
UCL514003,180,70,101,125,123,69,49,9,11,723,1647,667,975,1309,1103,743,626,240,117,7430
UCL514004,206,123,98,109,117,101,66,48,32,902,1284,798,731,728,809,926,799,425,182,6679
UCL515001,20,6,9,10,18,10,22,8,13,114,112,56,64,89,134,192,293,177,96,1211
UCL515002,20,11,16,16,19,12,15,0,0,106,221,119,129,162,179,196,191,54,10,1271
UCL515003,35,30,19,14,37,30,30,19,9,214,350,198,177,207,284,368,432,210,68,2300
UCL515004,52,28,35,39,27,21,14,5,0,225,552,332,423,273,245,172,150,61,19,2225
UCL515005,39,38,18,20,45,25,32,9,4,232,497,253,230,296,355,293,292,135,36,2402
UCL515006,197,135,138,112,112,100,57,37,9,897,791,452,547,482,579,598,433,208,67,4162
UCL515007,86,20,25,59,35,27,14,8,3,273,604,131,185,450,319,220,141,51,20,2119
UCL515008,37,22,29,34,30,24,7,0,0,184,358,108,163,235,223,156,35,13,0,1282
UCL515009,60,37,28,38,56,33,44,21,10,330,489,295,201,329,366,397,480,285,102,2944
UCL515010,217,107,134,108,112,104,69,26,4,873,643,352,475,369,392,400,264,87,24,3009
UCL515011,42,21,26,33,25,31,39,23,9,244,512,266,256,332,326,368,384,249,88,2786
UCL515012,44,24,39,29,29,20,15,0,8,205,569,254,367,305,309,196,151,50,14,2219
UCL515013,49,35,55,48,50,24,32,11,3,305,514,300,500,453,384,329,219,96,17,2806
UCL515014,29,23,26,16,13,16,0,0,0,128,198,131,208,148,138,133,53,13,3,1022
UCL515015,42,28,27,20,36,31,22,33,13,257,480,248,381,315,354,319,311,264,124,2797
UCL515016,27,7,19,23,29,31,35,19,7,198,240,96,163,172,189,274,300,133,36,1600
UCL515017,21,20,24,25,31,38,45,18,4,228,162,97,112,122,172,248,222,101,27,1270
UCL515018,57,47,42,53,45,24,23,4,0,289,370,209,213,242,244,230,118,33,11,1660
UCL515019,120,59,62,54,46,36,43,20,13,453,715,465,481,429,423,455,378,214,89,3641
UCL515020,220,101,181,127,119,71,46,20,14,912,1061,514,903,643,593,490,222,68,16,4515
UCL515021,17,21,8,20,22,25,18,6,0,136,274,169,122,174,221,269,257,136,36,1655
UCL515022,79,54,37,40,59,38,26,26,7,358,770,498,493,442,489,559,477,301,112,4138
UCL515023,54,40,49,42,29,50,36,16,6,308,440,291,319,273,291,322,274,122,61,2384
UCL515024,42,22,30,25,27,31,35,15,3,235,319,174,192,163,175,224,194,103,47,1591
UCL515025,60,35,21,30,31,38,32,13,9,262,350,218,177,183,230,271,242,140,82,1898
UCL515026,32,25,37,24,21,22,17,10,0,183,544,300,419,255,276,247,153,63,23,2284
UCL515027,117,65,74,61,56,52,44,24,10,509,656,448,460,408,451,488,450,246,143,3745
UCL515028,169,67,139,110,71,57,16,4,0,627,1175,429,864,766,543,360,87,7,0,4239
UCL515029,62,28,47,76,46,34,3,4,0,301,313,125,220,292,200,142,16,6,0,1319
UCL515030,100,57,49,50,46,51,51,47,45,489,721,433,355,442,453,506,512,327,126,3883
UCL515031,51,31,39,31,40,59,61,48,8,367,414,217,206,268,336,476,541,309,71,2841
UCL515032,25,17,11,16,28,21,6,0,4,127,312,191,169,185,260,202,119,32,11,1485
UCL515033,132,51,67,97,53,36,12,0,0,449,908,249,471,605,363,221,47,10,0,2874
UCL515034,64,32,30,56,40,47,20,14,6,294,638,261,349,353,391,377,292,148,31,2853
UCL515035,32,22,22,21,21,24,24,16,6,188,184,109,136,125,135,231,215,129,44,1311
UCL515036,34,19,17,27,33,39,27,31,31,258,425,214,234,242,296,345,335,194,85,2368
UCL515037,122,44,87,77,42,42,8,0,0,428,582,213,369,412,247,150,38,9,0,2016
UCL515038,39,19,21,24,35,44,35,37,13,277,318,157,183,201,269,391,505,290,92,2399
UCL521001,5,8,4,4,3,5,0,0,0,30,95,72,37,64,86,100,57,14,3,515
UCL521002,26,10,8,18,14,9,11,8,0,104,134,66,65,90,119,106,155,50,6,792
UCL521003,16,8,6,7,10,7,13,13,10,93,101,55,48,82,90,132,193,118,49,869
UCL521004,6,0,5,0,9,0,0,0,0,21,168,105,109,73,76,45,16,0,0,593
UCL521005,28,8,24,11,22,22,13,7,0,133,261,88,140,138,142,176,125,52,10,1129
UCL521006,17,5,9,8,8,13,12,6,0,74,173,68,67,102,103,163,120,70,5,878
UCL521007,15,4,14,4,9,10,16,6,0,78,83,58,47,54,59,89,80,56,21,540
UCL521008,22,16,6,11,13,13,7,6,0,80,88,46,41,55,61,73,70,68,39,532
UCL521009,5,9,11,3,9,11,16,12,6,99,97,45,44,51,57,72,110,65,25,564
UCL521010,17,10,14,5,10,10,6,4,0,91,146,106,97,79,109,105,95,52,12,807
UCL521011,8,0,4,9,3,6,0,0,0,22,162,60,65,103,87,63,36,14,0,591
UCL521012,0,8,0,5,9,12,8,0,0,39,75,42,60,48,77,107,99,23,9,538
UCL521013,16,0,17,9,7,12,4,4,0,74,179,110,113,94,141,137,99,27,8,907
UCL521014,38,15,12,26,30,30,11,3,0,172,123,60,63,82,132,151,115,35,4,763
UCL521015,8,0,5,0,10,9,9,3,7,50,84,55,67,59,64,85,115,60,38,625
UCL521016,15,3,11,10,12,5,11,5,3,63,123,85,101,69,84,75,74,40,25,661
UCL521017,20,15,16,21,12,12,15,5,0,120,159,73,105,107,74,80,56,38,19,713
UCL521018,8,10,4,0,8,0,0,4,0,31,113,65,64,61,77,59,57,34,11,545
UCL521019,21,16,15,21,12,27,23,19,3,155,99,50,73,86,95,127,129,61,8,723
UCL521020,4,8,0,10,11,5,10,4,6,59,115,72,52,72,125,126,146,55,8,764
UCL521021,17,3,13,17,6,7,7,3,0,79,211,74,93,129,92,115,108,65,13,902
UCL521022,10,5,8,5,27,14,17,0,0,99,132,62,75,87,146,115,96,11,4,723
UCL521023,18,7,5,5,7,8,11,10,0,65,122,49,73,83,58,85,71,18,12,568
UCL521024,110,25,47,41,39,27,15,6,3,317,405,240,270,240,193,143,81,29,3,1605
UCL521025,5,7,11,3,9,16,8,10,0,66,165,37,117,92,104,106,91,57,15,783
UCL521026,11,3,0,7,16,11,4,3,0,55,174,79,60,99,158,104,51,36,3,782
UCL521027,67,36,49,47,38,34,14,10,4,295,171,110,121,114,117,100,57,12,4,802
UCL521028,13,13,7,10,12,15,8,6,5,89,98,77,73,82,96,142,112,87,39,798
UCL521029,20,6,8,11,8,12,7,13,0,95,157,63,100,97,94,138,100,83,42,878
UCL521030,10,10,13,9,15,19,10,5,0,89,66,56,116,60,89,131,128,76,25,746
UCL521031,13,15,38,18,21,17,9,3,0,133,85,54,112,80,81,89,45,17,4,567
UCL521032,26,27,29,11,17,21,8,4,0,143,144,95,130,64,77,106,50,20,0,675
UCL521033,71,26,31,46,52,35,23,10,0,298,117,43,56,82,93,96,63,24,9,576
UCL521034,13,7,7,6,16,14,7,0,0,73,117,89,71,85,129,139,80,44,11,762
UCL521035,11,0,3,7,9,7,7,17,4,73,73,37,38,51,74,98,93,67,19,538
UCL521036,23,7,12,3,25,19,12,6,0,119,60,52,70,36,87,113,84,44,3,555
UCL521037,24,9,6,14,9,6,7,12,0,87,205,100,92,155,136,127,109,66,11,989
UCL521038,33,17,9,14,14,19,19,21,6,144,122,53,47,71,95,136,161,94,44,821
UCL521039,10,9,0,4,11,16,11,9,3,75,150,70,46,95,115,163,111,64,19,822
UCL521040,43,14,39,35,27,24,6,0,0,192,203,38,154,147,102,99,45,15,6,813
UCL521041,11,5,7,6,0,0,3,0,0,31,237,38,164,121,53,47,11,0,0,685
UCL521042,9,12,5,5,8,4,4,4,4,57,91,72,68,63,101,82,75,40,29,617
UCL521043,10,6,5,4,8,14,5,0,0,48,98,38,36,55,84,107,76,27,4,518
UCL521044,9,3,8,8,14,11,3,15,8,72,109,58,65,64,73,121,122,89,23,722
UCL521045,24,10,12,10,20,25,31,19,6,154,77,38,48,39,51,97,140,62,34,582
UCL521046,9,0,0,9,6,14,7,0,0,53,140,112,100,81,102,80,51,24,3,700
UCL521047,9,7,10,4,12,16,6,0,0,61,78,26,63,62,84,89,68,36,12,523
UCL521048,19,8,22,12,13,25,15,16,3,130,146,68,90,85,86,161,181,95,34,953
UCL521049,15,11,10,11,6,4,0,0,0,58,108,102,88,87,66,46,11,4,0,511
UCL521050,16,9,7,6,8,5,8,0,0,66,133,66,97,95,69,95,108,43,19,725
UCL521051,17,6,9,16,11,14,11,9,6,93,163,113,82,92,122,152,80,49,10,868
UCL521052,48,10,25,27,19,28,8,3,0,168,172,82,101,118,101,90,49,25,0,745
UCL522001,59,25,14,10,4,9,3,0,0,125,113,96,89,71,54,30,17,4,3,472
UCL522002,3,4,6,0,4,3,5,0,0,22,29,22,30,23,38,41,64,29,9,280
UCL522003,19,3,7,11,3,5,0,0,0,43,112,51,53,38,37,14,11,6,4,325
UCL522004,4,0,0,4,0,0,0,0,0,7,81,82,45,38,26,25,9,3,0,308
UCL522005,14,6,5,0,4,0,0,0,0,30,95,41,55,55,24,22,9,9,0,307
UCL522006,3,0,3,5,11,5,3,0,0,38,79,63,33,46,70,69,52,21,8,449
UCL522007,3,0,0,0,4,5,4,3,0,19,21,16,22,17,17,42,58,21,9,211
UCL522008,14,0,0,0,0,3,4,4,0,23,40,15,22,19,21,40,37,14,4,211
UCL522009,11,6,5,9,12,0,0,0,0,48,58,60,42,49,79,49,25,10,0,370
UCL522010,3,0,0,0,3,7,3,0,0,13,87,52,31,40,43,52,58,26,10,401
UCL522011,10,11,5,17,3,3,8,0,0,50,49,31,36,54,26,41,52,20,9,314
UCL522012,0,5,3,4,9,13,4,8,4,47,61,23,55,36,49,92,92,53,16,480
UCL522013,4,10,3,0,4,6,3,0,0,33,72,57,35,49,74,79,44,19,8,435
UCL522014,3,3,0,4,0,3,3,0,0,14,51,20,25,29,26,36,19,9,0,218
UCL522015,9,0,8,3,0,9,0,0,0,26,30,33,63,39,24,31,23,3,0,245
UCL522016,17,4,7,7,5,11,0,5,0,63,68,19,21,30,29,46,33,29,5,288
UCL522017,7,6,7,0,8,9,4,5,0,44,64,25,35,36,49,75,76,27,5,384
UCL522018,3,4,3,4,4,4,5,4,0,33,4,11,9,5,16,22,52,11,0,135
UCL522019,28,0,5,16,0,4,0,0,3,58,42,15,10,25,22,38,26,9,8,194
UCL522020,11,0,0,4,0,9,0,0,0,26,65,40,39,26,26,43,15,0,0,253
UCL522021,3,5,0,5,3,3,8,4,0,24,74,29,22,49,35,38,71,30,4,357
UCL522022,7,4,3,5,8,3,12,3,0,44,35,11,30,24,37,36,39,26,0,238
UCL522023,3,3,4,5,4,9,10,3,5,45,53,17,33,33,47,64,57,21,9,332
UCL522024,0,0,0,0,0,9,3,0,6,17,22,14,11,12,23,62,74,37,10,258
UCL522025,10,4,5,8,6,12,10,12,0,66,67,34,34,49,43,75,91,49,20,463
UCL522026,0,0,3,0,0,3,8,7,0,23,16,10,19,12,24,49,93,58,10,293
UCL522027,12,5,0,5,5,3,3,0,0,32,57,32,28,42,35,64,51,37,7,361
UCL522028,0,0,0,0,0,5,5,0,0,13,22,4,18,6,6,38,33,24,5,158
UCL522029,8,0,8,0,8,0,3,0,0,34,98,33,49,55,43,42,44,16,3,395
UCL522030,10,9,3,6,9,10,3,0,0,53,71,27,37,33,27,42,22,8,0,265
UCL522031,0,0,3,0,5,0,0,0,0,6,102,44,52,34,27,21,7,0,0,289
UCL522032,22,0,0,0,6,8,7,3,0,51,99,87,45,53,49,38,11,3,0,388
UCL522033,8,4,5,3,3,7,8,4,0,41,52,32,29,24,53,75,101,53,4,422
UCL522034,0,0,0,3,0,3,0,0,0,10,35,35,38,29,15,20,10,4,0,180
UCL522035,4,3,0,3,0,4,5,5,0,28,34,16,22,20,38,43,32,11,10,226
UCL522036,0,0,5,0,3,0,0,3,0,15,27,13,12,18,39,38,44,16,0,213
UCL522037,7,3,9,10,5,8,4,0,0,41,61,16,31,37,36,39,38,25,9,294
UCL522038,0,0,0,5,3,0,0,9,6,27,98,58,66,59,47,56,43,35,9,477
UCL522039,12,3,17,5,9,15,8,0,0,67,67,40,73,48,48,82,35,4,5,407
UCL522040,0,3,0,0,11,3,5,4,0,28,8,7,10,5,42,46,61,24,3,209
UCL522041,3,8,0,0,14,16,17,7,4,59,45,19,26,25,38,85,86,17,8,351
UCL522042,28,15,11,14,8,6,3,0,0,87,118,44,75,58,51,33,9,0,0,395
UCL522043,55,3,3,13,10,7,0,0,0,93,126,76,79,59,41,25,12,0,0,412
UCL522044,0,0,0,0,6,6,3,0,0,16,25,19,19,20,21,26,22,7,0,153
UCL522045,17,12,11,4,0,0,4,0,0,55,62,40,41,23,24,14,5,0,0,202
UCL522046,3,0,3,6,6,16,6,4,3,55,38,11,18,25,28,53,41,24,9,249
UCL522047,42,24,6,12,6,11,28,5,3,140,96,48,38,40,40,56,75,28,18,443
UCL522048,8,3,11,0,9,5,0,5,4,41,48,25,35,30,31,36,30,30,11,284
UCL522049,31,14,11,14,14,17,11,0,0,111,64,22,33,34,42,50,47,17,3,312
UCL522050,5,4,5,7,11,9,9,7,14,74,71,22,38,38,48,63,58,45,36,423
UCL522051,5,3,0,4,6,3,0,0,0,23,32,24,26,23,45,43,24,20,4,242
UCL522052,0,0,0,0,0,3,3,0,0,11,21,23,23,19,16,14,12,7,0,147
UCL522053,6,9,6,5,4,7,0,0,0,35,38,31,31,17,26,15,6,0,0,162
UCL522054,0,4,0,7,0,5,4,0,4,29,32,21,12,22,38,23,15,7,5,176
UCL522055,0,6,7,5,0,4,6,0,0,36,36,10,35,30,50,40,27,8,0,235
UCL522056,3,10,4,10,5,12,0,0,0,41,68,39,48,50,51,56,28,17,8,350
UCL522057,0,3,11,8,3,4,0,0,0,24,14,27,52,19,23,19,3,0,0,166
UCL522058,19,7,7,6,9,6,0,0,0,49,56,42,21,26,24,42,25,26,8,281
UCL522059,19,3,16,12,0,8,9,8,0,76,71,20,33,40,37,49,46,43,6,356
UCL522060,0,0,0,0,0,0,0,0,0,0,11,4,7,9,9,13,3,0,0,64
UCL522061,0,0,5,0,5,5,7,3,0,19,28,9,24,23,39,73,68,59,8,336
UCL522062,0,0,0,0,0,0,0,0,0,7,71,34,44,33,35,10,6,4,0,231
UCL522063,12,0,5,4,0,3,0,0,0,32,42,34,30,33,21,22,10,3,0,185
UCL522064,19,6,11,4,13,0,0,8,0,64,109,103,79,58,58,25,13,8,0,457
UCL522065,23,3,8,3,8,14,5,10,4,70,48,24,29,15,23,49,33,31,5,266
UCL522066,12,0,9,10,3,5,8,4,3,56,107,23,53,61,39,48,38,29,13,424
UCL522067,12,9,9,11,3,3,9,0,0,57,46,30,33,38,44,19,25,3,0,240
UCL522068,8,8,0,8,14,13,4,0,0,49,87,64,37,56,67,69,43,29,5,445
UCL522069,0,0,6,5,9,0,6,5,0,43,39,17,28,32,32,41,60,42,4,304
UCL522070,5,4,0,3,8,4,7,6,0,28,76,34,32,35,46,57,56,14,4,357
UCL522071,29,13,5,4,0,0,3,0,0,48,141,92,75,51,40,21,8,0,0,434
UCL531001,2959,2652,4040,4116,4157,3589,2279,937,177,24904,26586,16650,17368,20805,25420,27127,19970,8074,1649,163652
UCL579997,0,22,46,76,51,27,3,0,0,226,0,42,116,170,109,62,18,0,0,514
UCL599994,190,352,661,811,748,503,245,69,15,3591,772,820,1512,1543,1313,1144,758,155,30,8055
UCL603001,2499,1796,2290,1800,1702,1474,1208,838,386,13993,32321,22907,34039,25323,23007,22706,20305,11961,4881,197451
UCL611001,1082,917,890,699,659,629,509,386,198,5975,13644,10041,12328,9767,9868,9428,8358,5299,2208,80943
UCL612001,349,198,179,184,213,169,149,106,41,1589,3615,2433,2562,2328,2532,2664,2224,1378,549,20267
UCL612002,378,210,245,188,205,237,210,180,94,1946,4171,2673,3314,2616,2972,3152,3066,1915,708,24591
UCL613001,174,124,80,108,117,125,139,99,41,1021,1931,1357,1259,1264,1514,1898,1817,1218,471,12723
UCL614001,105,51,51,82,46,72,59,15,5,479,959,550,629,675,666,849,644,207,43,5219
UCL614002,125,87,87,63,75,57,54,31,11,581,1138,707,822,705,725,809,679,415,146,6153
UCL614003,77,45,31,47,48,45,64,38,14,410,873,492,500,519,578,774,880,587,179,5387
UCL615001,26,17,10,16,11,20,5,15,3,126,181,118,106,135,126,192,125,91,20,1093
UCL615002,12,6,4,8,14,22,24,7,3,105,148,93,100,76,146,234,288,128,23,1231
UCL615003,35,17,15,15,11,28,33,12,7,174,201,107,140,107,127,247,253,142,53,1371
UCL615004,25,11,9,15,16,10,16,10,0,99,205,121,85,117,134,125,175,84,16,1057
UCL615005,37,20,26,20,21,21,22,27,8,200,389,270,288,258,292,309,406,305,108,2631
UCL615006,4,5,0,11,8,9,16,16,0,74,136,92,92,88,145,188,190,108,26,1058
UCL615007,25,9,13,11,19,8,11,6,5,106,168,108,91,94,145,174,178,100,36,1092
UCL615008,92,45,36,57,46,46,44,25,3,393,785,478,467,455,506,641,646,328,98,4408
UCL615009,36,12,11,21,33,18,22,10,0,152,490,247,308,281,308,291,237,136,44,2337
UCL615010,45,23,29,20,29,36,11,12,4,213,368,240,295,236,225,247,226,170,66,2071
UCL615011,70,37,32,36,33,37,50,23,19,345,735,464,604,468,507,553,604,368,151,4456
UCL615012,38,25,32,28,33,34,21,38,41,292,807,467,529,502,543,504,454,322,128,4252
UCL615013,61,42,23,30,43,37,34,17,8,293,594,370,444,355,424,492,572,328,133,3711
UCL615014,37,20,26,15,14,12,7,16,4,153,624,285,353,377,284,236,215,152,41,2572
UCL615015,60,25,30,32,34,24,33,9,3,249,626,345,535,459,390,399,392,177,60,3384
UCL615016,36,21,29,22,41,31,27,17,9,238,517,344,366,345,434,482,447,289,116,3330
UCL615017,31,28,17,22,26,40,21,13,7,203,616,357,470,358,381,435,360,207,49,3233
UCL615018,46,23,25,22,35,33,57,40,5,279,523,283,326,323,432,602,780,451,139,3869
UCL615019,25,10,21,29,12,27,19,6,0,147,121,98,129,132,150,281,232,67,10,1209
UCL615020,26,23,14,15,21,23,15,14,11,169,287,178,191,173,279,270,245,115,28,1772
UCL615021,37,20,17,21,14,13,21,19,10,172,322,202,207,202,225,243,281,196,98,1979
UCL615022,19,19,10,17,20,7,21,11,3,124,153,100,100,105,145,182,213,133,64,1195
UCL615023,71,31,41,47,23,39,35,28,10,335,582,359,447,333,350,440,403,257,115,3282
UCL615024,37,19,11,18,8,11,18,14,5,141,433,179,166,238,245,203,186,123,65,1843
UCL615025,37,24,40,24,31,23,29,15,12,232,569,311,469,369,328,338,361,293,133,3180
UCL615026,11,14,14,16,17,16,25,15,11,144,176,101,129,130,145,278,331,204,72,1573
UCL615027,16,3,7,4,11,14,25,9,3,96,280,136,169,175,165,244,314,150,42,1666
UCL621001,4,10,9,9,4,3,5,0,0,38,125,56,85,57,44,68,39,23,3,501
UCL621002,8,5,3,3,6,21,11,5,0,65,94,41,105,83,86,162,145,68,12,797
UCL621003,22,13,6,6,15,8,3,3,0,69,132,78,108,58,77,66,47,29,9,608
UCL621004,11,9,5,3,7,15,11,4,5,69,107,75,78,59,111,120,156,84,34,823
UCL621005,6,0,0,0,3,3,0,6,0,26,92,60,53,56,75,74,57,23,7,503
UCL621006,5,6,7,4,10,5,0,0,0,35,127,75,40,91,113,101,51,15,3,618
UCL621007,8,3,8,6,9,8,8,0,0,53,128,33,49,87,86,87,80,14,6,577
UCL621008,9,10,3,6,9,4,9,0,0,50,114,73,100,78,106,86,68,41,15,668
UCL621009,9,6,10,5,0,6,10,4,0,61,96,50,86,71,66,87,109,57,28,659
UCL621010,4,0,6,0,3,9,4,8,0,42,58,31,48,48,58,97,104,60,17,521
UCL621011,14,3,4,8,9,3,4,0,0,41,150,51,84,99,64,62,65,23,0,601
UCL621012,6,3,0,9,5,7,4,4,0,33,138,79,63,100,151,98,99,36,3,763
UCL621013,14,8,12,7,6,6,8,4,0,57,130,74,70,71,74,97,78,55,9,658
UCL621014,14,10,0,10,7,17,7,4,0,72,92,81,58,76,84,120,85,36,5,641
UCL621015,17,6,7,5,5,6,15,7,5,76,171,108,59,99,143,137,160,134,24,1037
UCL621016,8,4,3,0,6,7,0,0,0,37,146,82,62,77,120,118,75,26,4,717
UCL621017,3,3,6,0,4,8,10,3,0,34,21,29,35,34,45,88,129,78,41,507
UCL621018,6,6,3,3,7,10,11,8,3,63,59,49,38,31,66,111,115,70,26,562
UCL621019,4,0,3,5,3,13,13,0,4,49,53,24,32,52,70,131,159,80,22,623
UCL621020,25,11,8,6,6,13,4,7,0,78,147,102,87,88,109,171,94,64,17,887
UCL621021,18,8,3,8,10,10,3,3,0,68,247,104,162,155,124,112,101,43,10,1058
UCL621022,6,9,9,9,5,11,9,9,6,77,150,72,67,97,114,153,157,96,25,934
UCL621023,14,16,14,12,24,24,16,0,0,113,101,71,79,87,116,147,99,42,3,749
UCL621024,7,6,7,9,3,13,15,14,0,72,94,38,60,78,71,126,109,55,6,639
UCL621025,11,8,4,3,15,3,11,3,3,58,99,59,66,82,94,89,130,53,18,691
UCL621026,4,5,5,5,4,7,11,0,0,34,74,34,55,62,58,100,80,40,6,504
UCL621027,3,3,5,8,6,17,11,6,3,53,90,32,42,53,71,143,188,102,12,724
UCL621028,12,5,16,11,5,3,3,4,14,78,99,49,121,79,74,95,54,42,21,634
UCL621029,8,0,0,5,5,7,4,6,0,38,115,50,84,68,73,109,85,36,4,631
UCL621030,5,5,5,5,8,6,9,9,4,53,46,36,40,55,62,141,160,92,64,711
UCL621031,12,3,4,6,5,14,4,9,0,58,101,79,82,54,92,106,118,78,14,722
UCL621032,11,3,9,9,15,21,16,0,0,86,118,50,73,76,110,130,93,31,9,702
UCL622001,0,0,0,0,0,4,12,5,0,22,23,11,8,33,31,55,59,29,3,247
UCL622002,5,0,0,0,3,5,3,0,0,15,58,25,41,37,35,73,82,29,0,379
UCL622003,0,5,0,3,10,10,0,0,0,35,80,41,55,42,35,63,34,22,7,392
UCL622004,0,0,0,0,4,0,0,0,0,9,34,29,16,23,30,31,18,8,0,186
UCL622005,0,5,5,0,5,3,5,0,0,19,49,27,20,44,41,57,54,26,8,316
UCL622006,0,5,0,0,0,0,3,0,0,13,53,29,31,28,39,48,53,22,3,304
UCL622007,0,5,0,0,3,9,7,0,4,29,36,18,26,44,46,91,95,29,9,391
UCL622008,4,4,0,0,3,9,12,0,3,30,41,29,12,38,49,67,72,30,10,350
UCL622009,7,0,0,6,0,9,5,0,0,27,57,33,59,46,36,63,67,30,0,398
UCL622010,8,7,3,0,0,9,18,27,40,112,45,29,31,27,36,51,71,59,90,444
UCL622011,5,0,0,0,7,3,0,0,0,14,52,25,31,30,38,46,27,18,9,277
UCL622012,3,6,9,4,7,8,3,4,0,38,49,28,44,23,43,65,58,21,3,339
UCL622013,7,0,4,6,6,3,0,0,3,26,61,41,43,48,63,96,71,26,5,454
UCL622014,0,6,0,4,4,8,9,0,0,30,66,34,48,36,35,63,65,21,5,371
UCL622015,3,5,8,4,5,0,3,3,0,32,58,41,17,48,65,61,84,41,9,408
UCL622016,6,0,3,3,3,0,6,3,3,38,62,27,34,35,45,30,38,31,4,307
UCL622017,0,0,0,3,4,0,0,0,0,14,33,24,15,19,33,47,40,10,3,216
UCL622018,5,0,0,9,8,12,0,7,0,46,53,25,31,31,48,66,66,43,11,362
UCL622019,0,6,0,3,0,8,0,6,0,19,41,26,27,39,50,84,82,31,7,383
UCL622020,4,11,4,4,12,0,0,4,0,32,69,68,61,35,63,46,37,19,8,401
UCL622021,5,0,4,0,6,9,11,5,0,34,22,22,6,18,39,66,85,32,6,291
UCL622022,11,4,11,6,3,11,5,0,0,50,91,42,46,50,75,74,79,20,0,481
