UCL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL122157,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,22,32,42,33,38,76,67,34,11,0,322
UCL122158,0,0,0,0,0,9,0,7,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,13,21,23,26,35,25,25,22,178
UCL131001,167,90,472,680,1237,2999,5462,4029,1708,16846,25,35,124,139,168,258,327,300,169,1540,2663,2479,5456,6124,7013,8030,6908,4033,1317,44019,16524,25913,50458,62114,83126,95289,77252,33960,8216,452849
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,12,7,37,52,60,50,73,33,0,318,0,3,9,15,7,14,10,5,4,75,176,272,752,787,651,467,208,66,18,3408,409,824,2186,1856,1677,1649,1055,277,49,9981
UCL201001,1107,1575,6284,9268,11737,18397,34461,43729,25129,151678,282,1364,6027,6986,8098,10003,9887,9401,5820,57872,9575,15423,41684,32325,24900,21425,21121,19577,14508,200545,95684,309211,744495,690019,584618,488571,372361,219829,95415,3600207
UCL203001,69,91,174,179,224,378,857,1032,718,3724,4,21,55,36,70,51,57,30,19,342,311,407,812,629,660,608,701,707,518,5352,2580,6826,14826,13035,12579,12093,10925,6377,2791,82040
UCL203002,59,54,217,252,271,415,919,1085,696,3960,9,26,108,111,133,118,82,36,24,653,278,316,780,629,641,642,680,730,608,5307,2435,6364,13792,12283,11771,11853,10787,6250,2776,78304
UCL203003,98,101,284,351,463,737,1506,1949,1285,6776,14,41,169,213,214,198,191,186,131,1359,460,763,1521,1163,1056,973,1077,1060,755,8831,4274,13090,28610,23279,21409,19985,17027,10154,4583,142405
UCL211001,18,26,64,70,91,164,292,335,202,1249,3,8,24,31,50,31,39,15,10,212,128,116,281,255,217,204,274,224,126,1812,1057,2213,5183,4749,4547,4453,3987,2082,671,28931
UCL211002,48,73,246,276,295,383,676,495,156,2642,6,24,127,179,168,148,106,86,26,865,323,343,966,850,603,440,385,269,87,4268,1888,4659,13025,12113,8184,6431,5304,2149,588,54346
UCL212001,4,12,25,27,44,82,184,212,138,738,4,0,6,8,11,13,15,11,3,80,47,35,129,104,94,108,123,103,39,778,482,1187,3246,3009,2654,2301,2073,1082,404,16445
UCL212002,11,8,28,27,39,75,166,216,121,695,0,4,3,8,6,17,10,5,4,60,38,42,108,82,113,103,119,140,130,880,296,740,1603,1392,1686,1862,1762,1148,512,10995
UCL212003,30,27,105,124,158,242,474,568,359,2082,4,31,93,89,79,94,60,59,34,554,158,167,457,370,352,332,337,294,199,2670,913,2160,5292,4208,4208,4194,3742,2323,1016,28045
UCL212004,6,0,12,11,10,21,72,93,71,293,5,0,3,7,3,0,0,4,0,28,44,43,70,123,123,150,208,142,139,1056,412,804,1822,2938,2948,2929,3066,1374,517,16803
UCL212005,21,35,173,237,205,284,566,618,366,2502,3,24,109,160,181,122,87,81,41,801,194,238,566,482,413,425,416,436,356,3525,1168,2949,6912,6109,5836,5638,4928,3143,1352,38037
UCL212006,19,6,52,40,52,95,252,269,185,966,4,4,18,12,19,18,21,19,15,126,77,82,237,205,197,175,144,147,72,1331,930,2283,5422,5139,5187,4730,3407,1625,644,29375
UCL212007,0,0,12,8,12,18,44,81,73,248,0,6,6,0,9,0,0,0,0,22,49,35,98,139,135,106,148,104,109,920,388,985,2322,3697,3264,2501,2385,1085,414,17034
UCL212008,25,10,41,44,63,135,254,356,227,1162,0,7,9,13,14,13,19,16,10,103,81,89,223,200,176,221,219,259,187,1653,672,1510,3850,3442,3182,3432,2997,1772,724,21582
UCL212009,20,16,46,64,64,107,321,457,284,1385,0,4,31,26,12,25,13,5,3,131,121,90,251,276,221,214,251,268,204,1885,798,1726,4250,3901,4070,4254,3790,2258,1045,26091
UCL213001,10,14,37,24,32,75,148,239,111,687,0,5,4,4,4,7,7,8,3,48,48,51,108,113,116,144,152,168,146,1048,328,730,1625,1360,1499,1704,1863,1367,543,11018
UCL213002,3,0,12,20,20,38,70,89,56,310,0,0,0,0,3,5,4,0,3,16,28,26,63,77,104,79,131,154,189,849,165,317,992,1284,1421,1475,1630,1004,465,8756
UCL213003,5,7,27,37,31,71,153,250,185,773,0,0,25,13,21,24,17,6,7,122,18,25,91,70,72,66,123,114,59,636,267,661,1616,1364,1424,1495,1486,1033,492,9840
UCL213004,13,5,24,26,29,58,144,201,137,635,0,3,11,6,8,16,7,9,3,56,28,31,97,91,81,84,101,92,29,643,308,754,2055,1666,1613,1723,1736,1060,371,11280
UCL213005,10,5,8,23,17,44,127,168,99,514,0,0,3,7,5,8,5,6,3,30,24,22,57,51,43,61,112,102,56,526,339,706,1724,1892,1866,2185,2383,1295,424,12823
UCL213006,3,3,0,6,12,9,53,75,54,212,0,3,0,0,0,0,0,3,0,7,19,19,24,48,33,27,28,54,69,326,254,481,923,1694,1607,1212,900,578,223,7870
UCL213007,10,10,43,31,41,68,150,250,215,824,0,0,7,8,10,13,6,6,0,56,60,77,128,86,90,103,131,128,85,887,362,939,2192,1835,1777,2021,1798,1213,576,12719
UCL213008,3,6,19,27,26,50,126,118,80,445,0,0,5,11,14,0,4,10,5,47,22,26,70,64,58,46,71,66,36,461,374,851,2370,2240,2081,1575,1466,701,262,11925
UCL213009,5,4,6,9,18,43,100,134,59,382,0,0,0,0,0,7,0,0,0,16,14,15,46,37,53,40,65,60,23,357,288,662,1554,1552,1567,1495,1316,864,301,9599
UCL213010,15,5,57,53,70,123,254,278,189,1044,0,4,12,6,16,15,23,17,9,108,57,77,159,155,167,187,211,156,102,1263,388,857,2004,1608,1831,2171,2153,1254,554,12822
UCL213011,10,12,55,53,65,131,233,231,135,926,0,0,20,24,19,23,21,21,20,152,82,106,219,222,211,194,191,164,168,1563,386,847,1740,1479,1728,1896,1691,1021,467,11252
UCL213012,7,4,16,28,35,74,144,135,87,537,0,0,6,8,10,6,4,3,0,35,31,38,70,85,79,92,113,103,48,660,267,505,1012,1119,1347,1608,1500,780,334,8471
UCL213013,11,11,15,29,33,70,131,188,105,590,0,0,3,11,14,17,8,5,6,62,41,48,120,116,125,92,124,105,109,879,317,742,1783,1643,1701,1721,1678,1047,460,11088
UCL213014,5,6,26,31,25,57,102,154,152,555,0,10,20,18,34,19,27,8,10,150,37,48,118,79,78,85,97,95,70,716,227,673,1624,1289,1090,1268,1086,802,417,8471
UCL213015,0,4,25,38,42,81,99,76,29,389,0,0,14,14,14,14,21,4,7,79,56,45,116,98,73,68,44,37,4,535,362,861,2501,2278,1775,1482,903,341,75,10576
UCL213016,12,9,27,37,55,84,188,306,197,916,0,0,5,12,13,13,12,16,9,86,60,57,136,115,131,138,195,224,154,1197,469,967,2267,2206,2358,2451,2383,1698,795,15594
UCL213017,8,4,22,20,41,74,122,233,169,702,0,0,19,7,13,15,9,9,3,69,37,46,152,112,106,99,121,137,66,880,381,1040,2630,2240,2246,2241,2182,1403,563,14927
UCL213018,5,3,6,13,17,46,111,163,129,494,0,0,0,4,4,6,0,10,0,20,19,23,44,45,42,54,122,133,75,560,162,328,753,779,919,1141,1520,1003,390,6996
UCL214001,10,5,7,13,18,38,99,111,89,400,0,3,7,4,10,17,13,10,3,56,20,34,72,56,54,66,54,57,31,433,182,405,927,687,783,943,929,581,273,5708
UCL214002,0,0,9,3,6,21,28,44,16,127,0,0,0,0,7,0,4,8,0,21,9,9,20,47,23,11,28,50,52,257,137,262,787,949,812,513,505,261,114,4337
UCL214003,0,3,20,13,25,49,133,175,150,566,0,0,5,3,4,8,6,8,5,37,44,40,98,89,94,115,109,140,87,812,205,445,1031,898,1055,1417,1491,1045,500,8093
UCL214004,3,3,18,23,23,32,98,139,75,412,0,6,12,6,4,4,7,10,6,48,20,17,48,47,41,33,78,61,47,393,127,234,622,585,599,648,767,548,234,4365
UCL214005,0,0,0,0,8,5,17,12,10,46,0,0,0,0,0,0,0,0,0,3,0,0,4,13,11,6,7,6,0,56,17,38,87,105,146,141,170,80,27,813
UCL214006,0,0,5,11,18,34,75,83,56,280,0,0,0,0,0,3,5,3,3,19,6,7,35,39,51,82,120,91,66,509,84,184,531,635,758,1086,1371,751,297,5693
UCL214007,3,0,10,4,13,20,28,10,5,93,0,0,7,0,4,5,6,6,0,27,12,10,53,35,25,31,15,8,4,190,78,274,1260,852,496,467,274,94,16,3820
UCL214008,10,3,17,19,25,50,89,185,130,529,0,0,6,0,3,5,0,3,0,25,34,31,56,53,63,72,91,113,92,597,239,501,1093,957,1052,1253,1273,876,417,7659
UCL214009,3,0,4,13,18,30,70,102,46,296,0,3,6,0,3,0,4,4,4,25,24,23,50,51,52,87,64,94,62,520,205,384,958,998,1105,1278,1069,700,291,6990
UCL214010,8,3,5,6,8,18,34,70,45,188,0,0,0,0,0,0,3,10,18,36,8,11,11,14,39,32,71,53,52,296,80,181,419,611,611,898,1203,690,236,4940
UCL214011,7,11,9,13,18,40,104,126,68,389,0,0,0,0,4,0,0,3,3,22,38,19,57,75,48,65,59,62,26,445,206,489,1095,1029,1130,975,925,627,239,6721
UCL214012,3,3,18,10,14,32,84,130,105,404,0,0,0,0,0,4,4,3,3,15,16,12,36,34,39,48,68,83,64,402,118,300,625,596,675,775,798,603,312,4797
UCL214013,0,6,7,5,8,25,41,72,64,227,0,0,5,5,3,0,3,5,0,19,8,9,35,27,33,27,36,45,29,251,100,203,504,637,737,614,632,468,268,4159
UCL214014,0,10,7,15,13,30,95,105,76,352,0,0,0,5,0,7,3,8,0,15,32,23,66,71,77,102,124,106,48,646,147,216,515,586,658,967,1343,763,261,5447
UCL214015,4,0,8,5,4,25,62,90,67,263,0,0,0,0,0,7,3,3,6,30,19,7,34,32,26,34,48,55,23,283,115,222,545,659,566,703,797,530,218,4355
UCL214016,4,4,23,28,41,67,133,186,132,614,0,0,3,3,10,7,6,5,3,37,25,18,52,43,64,66,107,123,43,543,165,342,783,625,883,1033,1229,934,384,6383
UCL214017,0,0,0,0,0,3,20,28,36,91,0,0,0,0,0,0,0,0,0,9,9,7,17,29,21,54,96,78,21,327,67,153,267,399,524,844,1230,754,296,4534
UCL214018,4,4,7,7,15,52,123,142,60,417,0,0,0,0,5,0,8,15,3,43,16,11,24,52,76,119,172,160,98,713,103,261,586,716,1037,1666,2169,1084,306,7922
UCL214019,8,7,19,18,18,57,98,104,59,387,0,0,3,6,0,3,4,3,0,26,27,31,80,64,71,83,74,62,57,547,143,420,732,604,720,863,805,442,208,4938
UCL214020,4,6,12,11,21,35,75,97,44,304,0,0,8,3,7,9,3,0,0,32,19,9,59,40,50,59,85,91,84,502,117,309,690,539,629,810,805,490,225,4620
UCL214021,0,0,7,9,14,18,53,84,89,273,0,3,0,4,3,0,6,0,0,20,22,6,29,23,27,29,34,43,41,242,151,335,618,645,764,556,566,336,213,4183
UCL214022,0,4,11,21,25,48,125,169,117,523,0,3,4,9,16,10,5,12,6,57,19,14,69,62,46,77,120,115,58,578,194,374,830,824,941,1186,1382,885,369,6976
UCL215001,0,0,0,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,4,7,9,8,15,17,27,5,5,91,21,43,91,101,193,326,283,111,34,1204
UCL215002,0,0,3,7,6,9,25,55,23,130,0,0,4,0,0,4,5,0,0,22,8,11,21,8,22,36,19,27,13,162,47,95,206,242,294,371,436,269,96,2043
UCL215003,0,0,3,5,0,4,12,9,17,42,0,0,5,0,0,0,0,0,3,3,3,0,15,21,18,26,39,13,12,153,43,101,254,331,361,544,613,306,102,2664
UCL215004,0,0,3,0,4,3,13,17,14,53,0,0,0,0,0,0,0,0,0,0,4,3,16,14,20,26,28,18,11,142,15,47,159,153,206,243,257,124,47,1246
UCL215005,0,0,0,7,8,5,19,37,21,99,0,0,0,0,0,0,0,0,0,0,8,5,0,10,9,7,27,14,3,96,20,36,103,93,134,141,209,116,50,912
UCL215006,0,0,3,8,4,19,23,40,18,107,0,0,0,0,0,0,0,0,0,0,4,0,15,12,20,20,30,21,13,130,49,106,333,362,283,371,293,188,73,2064
UCL215007,0,0,0,0,0,3,5,11,11,35,0,0,0,0,0,0,0,0,0,0,4,4,13,23,21,18,16,18,6,121,45,74,154,324,328,348,363,240,79,1965
UCL215008,0,0,0,0,0,0,10,7,3,25,0,0,0,0,0,0,0,0,0,0,3,3,3,10,4,0,0,0,0,32,38,78,230,274,290,227,155,42,11,1347
UCL215009,0,0,0,0,3,12,17,27,3,68,0,0,0,0,0,0,0,0,0,0,0,3,4,15,12,10,19,14,7,86,12,39,63,98,105,164,188,101,14,779
UCL215010,0,0,0,0,0,3,13,6,0,31,0,0,0,0,0,0,4,0,3,11,3,0,5,19,19,20,18,3,4,91,72,117,148,316,346,320,224,98,32,1667
UCL215011,0,0,0,4,3,5,23,26,11,75,0,0,0,0,0,0,0,0,0,0,9,6,6,10,13,16,11,16,16,101,18,48,93,103,143,165,208,127,51,971
UCL215012,0,0,5,9,4,11,27,38,25,113,4,0,0,0,0,5,3,3,0,15,8,5,10,21,19,19,24,26,19,156,58,83,233,391,459,466,552,305,110,2651
UCL215013,0,3,0,6,7,16,21,7,0,58,3,0,0,0,3,4,4,0,0,25,12,10,30,25,26,15,3,0,0,126,93,205,855,766,463,281,143,25,6,2841
UCL215014,0,0,4,0,0,4,16,4,8,27,0,0,0,0,0,0,0,0,0,0,4,4,3,4,11,6,10,5,0,46,28,70,183,136,174,168,107,53,13,934
UCL215015,0,0,0,5,0,9,13,30,19,76,0,0,0,0,0,0,0,0,0,8,14,14,26,13,27,26,20,44,28,223,46,105,229,289,330,354,364,252,80,2053
UCL215016,0,0,8,9,10,16,49,55,18,162,0,0,0,0,4,3,4,0,0,18,11,11,32,33,31,22,15,20,14,192,93,207,602,516,517,516,418,202,68,3140
UCL215017,0,0,3,9,8,15,23,27,19,109,0,0,0,0,0,0,0,0,0,3,11,11,26,16,25,25,11,21,7,150,67,148,314,343,314,327,223,174,75,1979
UCL215018,0,0,3,4,9,13,43,80,63,220,0,0,0,0,0,4,0,0,0,11,13,9,19,20,20,21,34,29,14,174,63,117,269,271,315,410,458,331,127,2363
UCL215019,3,3,3,4,0,3,10,15,5,41,0,0,0,0,0,0,0,0,0,0,11,17,40,42,36,37,36,19,0,237,59,99,238,314,344,349,274,99,18,1795
UCL215020,0,0,3,3,5,5,23,37,42,118,0,0,0,0,0,4,0,0,0,3,0,6,3,6,3,16,28,34,15,112,20,59,105,87,115,234,241,187,96,1146
UCL215021,0,0,0,0,0,3,15,12,6,39,0,0,0,0,0,0,0,3,0,3,6,5,7,9,19,19,9,9,3,76,36,47,103,108,190,206,187,90,18,991
UCL215022,4,4,10,14,19,26,46,57,16,196,0,0,5,4,3,3,5,0,0,18,40,63,57,60,39,34,34,24,12,358,133,352,616,543,507,604,566,288,45,3652
UCL215023,0,6,0,0,0,3,20,33,26,96,0,0,0,0,0,0,5,0,0,7,5,8,7,7,10,10,6,27,18,90,35,72,150,115,194,215,202,171,76,1223
UCL215024,3,0,0,3,7,16,34,50,46,158,0,0,0,0,0,0,0,0,0,3,4,4,7,16,14,27,43,29,15,174,24,54,138,167,199,241,364,248,121,1561
UCL215025,0,0,4,0,5,5,19,10,0,38,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,16,21,17,7,79,11,34,87,97,110,218,224,78,19,874
UCL215026,0,0,3,4,8,6,16,19,0,56,0,0,0,0,0,0,0,4,0,8,11,0,14,9,13,13,15,15,3,88,26,37,104,107,143,196,194,105,23,938
UCL215027,0,0,0,3,0,14,9,27,11,62,0,0,0,0,0,0,0,4,0,3,5,6,10,14,22,18,21,16,17,131,21,36,107,115,134,179,170,146,76,982
UCL215028,6,0,5,10,10,11,24,48,32,158,0,0,0,0,0,3,5,0,0,8,9,14,15,37,37,37,39,39,21,252,60,88,241,285,348,418,433,281,133,2301
UCL215029,0,0,4,3,11,12,20,30,28,109,0,0,0,0,0,0,0,6,0,8,7,6,25,29,29,51,66,41,36,292,52,83,320,361,547,725,663,321,149,3211
UCL215030,5,0,0,0,3,9,13,30,21,89,0,0,0,0,3,0,0,0,0,4,9,3,3,12,7,12,29,17,20,111,32,41,121,113,159,213,211,145,72,1111
UCL215031,0,0,0,4,4,10,19,32,22,88,0,0,0,0,0,0,0,0,0,0,5,8,11,18,18,20,18,16,17,122,23,51,114,116,158,208,209,150,87,1132
UCL215032,3,0,0,4,6,15,50,58,48,189,0,0,0,0,0,0,0,0,0,4,14,13,16,30,27,44,49,48,23,269,68,114,285,315,307,432,540,343,195,2584
UCL215033,0,0,0,5,3,3,17,8,0,40,0,0,0,0,0,0,0,0,0,0,0,6,11,3,8,7,5,0,0,34,50,89,317,562,417,229,174,38,3,1867
UCL215034,0,0,0,0,5,3,21,31,29,83,0,0,0,0,0,0,0,0,0,0,5,9,5,9,10,13,36,19,16,121,25,44,75,95,122,190,268,213,115,1147
UCL215035,0,0,0,0,0,6,11,16,4,41,0,0,0,0,0,0,0,0,0,0,11,4,11,10,6,17,20,17,6,101,50,77,209,202,193,180,177,106,23,1219
UCL215036,0,0,0,0,3,4,5,10,4,36,0,0,0,4,0,0,0,0,0,3,3,6,6,14,12,22,8,3,0,86,31,70,118,139,175,174,120,68,17,909
UCL215037,0,0,3,4,6,14,19,16,0,63,0,0,0,0,0,0,0,0,0,3,4,3,5,12,13,25,19,19,11,106,20,56,158,145,176,226,238,107,21,1148
UCL215038,4,0,5,0,3,12,40,64,43,168,0,0,0,0,0,4,0,4,0,5,8,5,20,24,31,32,32,34,16,205,34,59,146,168,194,301,350,248,107,1608
UCL215039,0,0,7,7,0,9,29,31,11,91,0,0,0,0,0,4,0,4,0,3,14,4,21,19,18,26,39,29,27,191,44,48,172,150,153,192,260,151,59,1220
UCL215040,0,0,0,5,4,8,22,21,29,89,0,0,0,0,0,0,0,0,0,3,7,11,12,15,20,23,38,16,16,165,41,56,121,129,139,200,234,97,62,1084
UCL215041,8,3,9,10,20,14,54,80,58,253,0,0,0,0,3,3,3,3,0,16,14,8,18,31,34,46,49,42,35,283,70,160,326,355,418,528,543,386,208,2990
UCL215042,0,0,0,3,0,5,3,3,0,20,0,0,0,0,0,0,0,0,0,4,6,0,3,7,25,15,14,0,0,71,39,68,130,161,209,192,121,40,4,971
UCL215043,0,5,13,10,10,12,33,37,30,145,0,0,3,6,4,0,0,5,0,21,4,3,11,20,10,8,20,15,24,112,89,173,571,440,351,301,242,139,94,2404
UCL215044,0,0,6,3,0,5,12,25,9,63,0,0,0,0,0,0,3,0,0,3,9,8,11,9,17,19,13,9,5,85,36,76,204,187,204,229,199,103,34,1277
UCL215045,4,4,5,10,13,19,46,64,73,241,0,0,0,0,0,4,3,4,0,10,14,8,25,23,24,48,33,44,21,237,98,172,448,363,443,516,545,316,177,3083
UCL215046,0,0,3,0,0,4,16,14,6,53,0,0,0,0,0,0,0,5,0,5,6,5,5,17,4,16,12,15,5,83,32,80,223,220,190,233,212,82,19,1287
UCL215047,0,0,7,3,5,14,21,21,12,87,0,0,0,0,0,0,0,0,0,10,8,7,15,20,15,8,26,4,7,107,47,121,427,262,242,208,177,87,34,1595
UCL215048,5,0,6,3,5,7,13,21,7,71,0,0,3,0,0,0,0,0,0,9,7,6,27,16,14,18,10,9,6,117,38,98,355,252,174,217,154,84,21,1388
UCL215049,0,0,0,0,0,0,0,9,9,20,0,0,0,0,0,0,0,0,0,3,5,4,8,11,13,19,33,12,17,122,16,49,155,106,117,214,258,121,56,1098
UCL215050,0,0,0,0,3,5,3,16,9,30,0,0,0,0,0,0,0,0,0,0,11,4,10,18,30,22,37,6,3,145,50,88,153,382,465,426,417,175,22,2178
UCL215051,4,0,9,9,21,32,42,72,41,236,0,3,0,0,0,0,0,0,0,9,11,13,37,31,22,34,53,44,19,263,96,221,524,528,438,596,619,370,144,3539
UCL215052,0,0,0,0,5,0,15,22,12,54,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,14,25,14,6,69,22,36,84,100,170,270,326,164,59,1225
UCL215053,4,0,6,3,3,9,30,51,30,146,0,0,11,0,5,5,3,0,0,26,10,10,26,40,28,38,44,44,15,255,58,131,456,495,439,558,537,355,143,3170
UCL215054,0,4,0,0,10,20,37,36,33,149,0,0,0,0,0,4,3,0,0,8,5,9,21,19,31,38,30,25,12,197,40,98,259,189,238,301,253,165,100,1648
UCL215055,0,0,0,0,0,0,10,18,0,37,0,0,0,0,0,0,0,0,0,0,5,0,4,11,17,20,26,6,3,105,23,29,88,136,173,342,403,171,26,1392
UCL215056,0,0,0,5,4,13,19,14,12,67,0,0,0,0,0,0,0,0,0,5,7,7,26,28,23,20,17,9,0,149,35,63,239,208,200,240,166,58,25,1237
UCL215057,0,0,0,3,0,4,21,30,14,78,0,0,0,0,0,0,0,0,0,3,0,5,11,11,9,15,16,13,8,90,26,51,147,198,223,248,225,134,68,1322
UCL215058,0,0,4,4,4,12,12,21,16,68,0,0,0,0,0,0,0,0,0,3,0,0,10,6,11,15,18,12,4,78,14,45,104,92,134,174,182,123,51,924
UCL215059,0,0,4,0,0,0,16,24,16,57,0,0,0,0,0,5,8,0,0,4,5,6,12,13,14,30,23,18,15,135,25,66,199,264,271,348,393,181,69,1818
UCL215060,0,0,0,3,3,16,35,67,49,185,0,0,0,0,0,0,3,4,8,15,0,7,18,16,9,23,29,42,25,173,37,131,284,305,317,415,373,290,163,2309
UCL215061,0,0,3,0,3,19,41,32,26,119,0,0,0,0,0,0,0,0,5,8,3,3,6,23,19,30,31,32,37,179,34,77,206,224,192,308,344,203,88,1675
UCL215062,0,0,3,0,3,14,18,30,18,87,0,0,0,0,0,0,0,0,0,0,5,7,11,10,8,14,17,18,7,97,29,86,143,155,149,220,223,143,75,1222
UCL215063,5,0,0,0,3,0,3,10,13,39,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,11,16,8,55,22,54,125,111,98,134,167,96,40,838
UCL215064,0,6,12,14,3,17,14,51,64,174,0,0,12,16,21,9,3,0,5,64,3,5,17,16,10,18,25,33,27,152,33,103,273,184,212,242,204,214,123,1587
UCL215065,0,0,9,8,13,23,48,69,57,223,0,0,5,4,9,13,0,0,0,25,19,19,53,45,54,47,56,48,19,353,73,179,406,348,443,522,561,390,195,3104
UCL215066,0,0,4,4,16,21,24,49,29,140,0,0,0,4,0,3,0,0,0,5,3,9,31,23,32,32,46,39,28,247,44,63,183,168,223,324,336,227,94,1660
UCL215067,0,0,0,3,0,11,15,14,28,70,0,0,0,0,0,0,0,0,0,0,3,0,9,6,9,16,17,21,22,98,15,42,125,90,103,138,170,102,75,865
UCL215068,0,4,0,5,0,12,42,44,32,141,0,0,0,0,0,0,6,0,0,8,0,4,5,10,16,30,40,52,16,167,55,91,190,202,337,592,904,586,199,3141
UCL215069,3,0,6,0,4,3,19,48,38,122,0,0,0,0,0,0,0,0,0,0,5,8,19,18,25,29,48,42,37,227,53,79,240,386,358,470,623,352,160,2724
UCL215070,8,0,18,11,10,24,46,53,40,209,0,0,0,3,3,4,6,9,5,21,17,12,48,26,38,49,60,45,16,311,94,172,387,346,350,379,345,213,121,2416
UCL215071,0,0,4,0,6,3,14,20,4,54,0,0,0,0,0,0,0,0,0,0,12,8,11,10,26,17,9,11,0,107,80,184,329,435,556,532,362,171,28,2683
UCL215072,3,10,25,22,24,31,35,28,21,195,0,3,20,16,14,14,9,12,3,85,21,26,80,58,28,29,37,23,23,332,51,126,440,409,246,272,233,97,62,1942
UCL215073,0,0,0,5,4,21,50,75,42,201,0,0,0,4,0,8,0,6,5,17,7,5,12,15,24,23,31,50,54,234,60,119,217,230,335,443,434,338,162,2343
UCL215074,0,0,3,5,10,13,39,31,14,110,0,0,0,0,0,0,4,0,0,8,9,4,26,20,14,25,28,31,5,160,105,231,758,629,666,571,471,218,44,3685
UCL215075,0,0,0,6,8,15,11,12,3,58,0,0,0,0,0,0,0,0,0,5,5,4,22,14,8,22,22,19,5,118,23,68,170,135,134,190,166,98,19,998
UCL215076,0,0,0,3,4,11,20,27,20,83,0,0,0,0,0,0,0,0,0,3,0,3,10,4,18,18,17,24,14,103,41,86,237,236,272,335,370,199,74,1852
UCL215077,0,0,0,4,6,3,13,10,14,51,0,0,0,0,0,0,0,0,0,5,4,3,11,16,27,23,24,15,17,140,22,43,133,194,190,305,292,134,57,1373
UCL215078,0,0,0,0,3,4,6,4,10,33,0,0,0,0,0,0,0,0,0,4,12,3,9,8,12,8,3,6,0,57,41,113,283,260,246,236,136,69,14,1407
UCL215079,0,0,3,6,13,19,33,49,30,165,0,6,0,0,5,3,0,0,0,20,6,3,17,14,24,26,35,40,41,202,44,98,217,167,263,298,323,259,110,1780
UCL215080,0,0,5,3,5,7,19,25,15,82,0,0,0,0,0,0,0,0,0,6,0,10,11,15,7,11,16,13,0,81,37,129,316,243,216,250,308,130,33,1668
UCL215081,0,0,17,9,15,32,50,83,38,241,0,0,6,0,4,3,7,10,0,27,20,5,34,34,43,42,40,72,37,336,93,175,556,420,516,582,518,388,129,3377
UCL215082,0,0,7,6,5,8,18,10,6,50,0,0,0,0,0,0,0,0,0,0,6,8,12,20,15,9,17,8,0,93,56,97,240,351,313,277,199,52,13,1613
UCL215083,0,0,10,5,5,17,30,61,42,159,0,0,0,4,4,0,0,3,0,12,5,3,4,14,15,12,31,31,21,152,41,95,215,194,229,318,274,198,96,1657
UCL215084,0,0,5,0,5,5,23,13,14,68,0,0,0,0,0,0,0,0,0,0,9,6,10,7,13,17,19,21,22,112,33,67,166,107,155,156,172,97,69,1025
UCL215085,0,0,3,0,0,6,8,12,0,33,0,0,0,0,0,0,0,0,0,0,0,4,5,13,9,15,15,8,3,71,35,42,131,190,140,145,125,41,15,870
UCL215086,0,0,4,9,11,19,30,48,27,143,0,0,3,5,0,0,0,0,0,7,8,4,14,19,19,16,26,41,43,187,85,183,443,477,459,392,485,288,122,2921
UCL215087,0,0,0,0,5,11,18,7,0,41,0,0,0,0,0,0,0,0,0,0,6,6,21,16,15,26,23,5,0,117,40,80,201,215,244,259,188,53,10,1294
UCL215088,0,0,4,0,3,4,10,20,23,64,0,0,0,0,0,0,0,0,0,5,18,15,15,24,57,33,35,17,15,228,44,70,130,184,343,337,275,135,58,1581
UCL215089,3,4,4,7,13,16,41,41,23,140,0,0,0,0,3,3,3,4,0,14,10,10,29,12,24,20,34,53,39,225,35,114,235,190,244,334,345,223,109,1819
