SED_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
SED30057,25,59,41,40,51,17,4,244,8,24,15,9,10,0,5,69,4,0,0,0,4,0,0,15,4,8,4,0,0,0,0,15,42,88,63,52,68,17,7,339,6,3,7,8,3,0,0,20,0,4,6,4,0,0,0,20,3,11,10,3,3,0,3,34,50,101,74,61,75,17,6,382,16,56,41,23,23,4,0,167,0,5,0,0,0,0,0,3,71,160,111,81,100,21,4,552,81,179,122,99,143,45,19,683,139,303,202,117,139,22,13,936,49,51,33,23,21,12,0,186,7,19,7,3,5,0,0,56,278,556,367,243,310,71,34,1861,34,53,40,18,21,0,0,164,57,63,25,19,21,5,0,189,86,118,62,36,41,3,0,348,366,672,427,280,351,75,38,2206,583,525,254,205,164,20,12,1765,9,19,9,7,0,0,0,36,959,1214,690,494,512,95,46,4012,104,244,163,143,195,56,20,923
SED30058,11,32,44,21,32,13,6,162,3,10,4,3,13,9,0,48,0,0,4,0,4,0,0,12,0,0,0,0,0,3,0,5,17,46,55,25,51,30,14,235,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,17,47,55,31,55,30,13,240,7,9,13,10,12,4,4,56,0,0,0,0,0,0,0,0,24,59,64,40,70,31,15,298,30,124,120,77,119,66,23,568,47,113,77,65,85,35,19,436,11,17,12,13,15,7,4,78,3,3,4,0,0,0,0,17,95,259,206,151,225,107,48,1092,11,8,7,0,6,0,3,40,9,11,7,3,11,8,0,48,14,19,14,6,14,6,4,88,109,284,223,161,239,117,50,1179,69,92,51,43,53,26,14,350,4,3,0,0,0,0,0,5,180,373,275,203,293,143,65,1535,41,162,161,101,154,77,35,731
SED30059,19,43,52,42,56,24,3,224,12,8,12,8,15,0,3,62,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,9,30,54,66,52,71,25,10,301,3,9,0,4,4,0,0,18,0,0,6,0,0,0,0,12,3,3,5,0,5,0,0,26,30,60,68,53,75,26,8,325,9,15,13,14,16,5,7,82,3,3,4,0,0,0,0,15,39,76,86,73,94,39,13,420,48,144,139,119,171,64,20,700,98,201,173,113,136,35,22,766,25,31,22,11,16,4,3,112,0,3,5,4,7,3,0,23,172,370,336,253,325,101,40,1598,6,8,8,0,7,3,5,32,12,22,11,8,9,3,0,76,14,32,16,14,20,8,5,109,188,403,351,266,350,109,46,1705,102,141,98,70,90,31,6,530,0,6,4,0,0,0,0,23,300,553,454,340,439,132,51,2266,63,185,186,162,228,82,24,924
SED30060,18,63,46,19,53,4,5,209,6,21,16,16,9,0,0,71,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,5,31,85,61,38,61,0,7,286,4,8,4,4,4,0,0,31,0,0,3,6,0,0,0,8,4,14,12,4,6,0,0,40,37,102,72,47,66,0,7,330,27,47,40,29,29,3,0,176,0,5,0,0,0,0,0,9,59,151,115,70,96,7,3,511,83,186,170,125,182,35,17,794,184,269,179,107,123,18,5,891,13,23,3,7,10,0,0,63,3,7,6,3,6,0,0,18,285,492,365,239,322,52,20,1774,13,39,28,25,23,3,0,138,38,47,30,25,21,0,3,155,51,85,57,47,40,8,3,297,332,582,424,288,361,59,27,2067,389,379,202,142,118,21,4,1260,10,7,4,8,0,0,0,32,734,966,631,433,483,83,29,3354,98,251,217,143,232,36,18,1007
SED30061,23,62,47,26,46,10,4,221,8,14,14,7,12,0,0,55,0,0,4,5,0,0,0,11,0,0,3,0,0,0,0,6,33,72,66,41,56,11,7,292,3,3,3,5,6,0,0,23,3,3,0,0,0,0,0,14,7,4,11,10,4,0,0,33,41,81,72,47,63,11,7,327,9,8,10,11,13,0,5,61,0,0,0,0,0,0,0,0,48,92,83,60,74,13,5,388,65,135,115,116,125,22,19,588,74,172,113,81,113,27,14,593,9,8,9,8,6,6,0,43,4,14,7,5,6,0,0,36,153,323,241,203,254,53,33,1261,9,13,6,8,6,0,0,47,21,31,19,6,10,3,0,83,23,44,22,19,18,0,0,132,181,367,265,224,270,56,33,1395,207,193,88,78,76,15,12,659,4,8,3,7,0,0,0,29,385,569,358,305,347,70,39,2077,85,195,158,141,171,37,20,816
SED30062,42,71,64,45,65,13,12,307,7,29,14,14,10,3,0,82,3,3,0,0,5,0,0,11,4,0,0,0,0,0,0,11,54,102,85,61,83,19,9,412,0,9,3,0,5,0,0,17,0,0,0,0,0,0,0,6,5,11,7,0,7,0,0,26,60,113,87,64,85,16,9,440,17,30,32,20,17,5,0,124,0,3,0,0,0,0,0,3,74,149,121,87,109,22,14,564,109,236,188,151,185,55,22,950,163,304,192,121,132,29,24,970,65,73,45,18,32,8,3,258,7,15,10,10,13,5,0,61,351,636,433,301,369,103,47,2236,12,40,15,9,13,0,0,90,36,50,21,10,5,5,0,128,48,92,36,18,14,4,0,214,401,726,472,319,382,103,46,2450,386,374,218,134,121,25,15,1273,4,0,6,3,0,0,0,17,792,1104,695,458,503,128,63,3743,147,303,255,191,254,72,34,1262
SED30063,10,12,20,30,36,11,0,119,9,16,13,7,8,3,0,59,0,0,3,0,0,0,0,5,3,3,4,0,0,0,0,15,22,38,42,41,48,13,0,201,3,9,4,3,0,0,0,18,0,0,0,0,0,0,0,4,3,9,6,4,0,0,0,21,30,42,45,41,48,13,0,218,17,41,23,28,23,5,4,133,0,7,3,0,0,0,0,18,43,90,73,70,73,13,4,373,22,89,64,66,75,10,0,332,84,185,116,83,83,10,0,567,13,14,10,6,6,0,0,51,4,12,7,9,9,0,0,32,128,298,192,165,171,23,4,978,10,22,13,8,8,0,0,52,27,27,19,5,12,0,0,88,32,48,30,19,15,0,0,143,161,351,226,179,188,23,4,1122,346,369,192,129,107,7,0,1153,3,9,3,3,0,0,0,17,510,727,415,310,290,31,6,2289,38,104,90,102,111,15,3,455
SED30064,13,33,30,25,32,7,0,140,3,13,10,5,10,0,3,50,6,0,3,0,4,0,0,10,0,0,3,0,0,0,0,7,19,47,41,33,48,12,4,203,0,0,0,0,3,0,0,10,3,0,0,3,0,0,0,4,5,0,4,3,6,0,0,14,19,48,43,37,50,12,4,214,6,19,23,17,8,0,0,76,0,3,0,0,0,0,0,9,30,69,65,59,60,10,9,302,28,87,79,67,101,28,13,395,69,154,138,69,121,13,10,573,14,25,27,28,22,3,0,111,5,3,7,4,3,0,6,25,114,269,242,166,242,47,23,1107,6,11,11,5,4,6,0,34,8,21,10,10,8,0,0,59,11,31,22,9,9,6,0,91,129,301,268,180,255,53,23,1202,149,192,106,88,72,18,10,626,5,4,3,0,0,0,0,14,282,495,378,266,321,70,31,1844,42,113,108,94,128,33,15,531
SED30065,19,42,44,29,45,4,4,194,8,21,14,9,13,6,0,75,4,5,8,4,9,0,5,25,0,3,0,0,0,0,0,8,29,78,63,46,69,14,7,304,0,4,5,4,0,0,0,9,0,0,0,0,0,0,0,8,0,3,4,6,0,0,0,14,32,83,69,51,69,14,7,317,0,8,13,10,9,0,4,57,0,5,0,6,0,0,0,5,29,94,89,64,80,16,6,378,34,127,82,72,121,28,18,480,81,191,172,91,107,22,7,666,18,26,22,17,17,0,4,107,6,4,5,0,0,0,0,10,131,343,275,189,250,48,32,1267,0,12,4,8,0,0,0,26,7,19,6,5,10,0,0,43,10,29,13,14,9,4,0,67,137,369,288,201,262,50,32,1342,113,123,70,63,41,8,7,424,4,0,3,0,0,0,0,5,252,495,364,260,304,54,38,1764,48,169,125,104,166,30,21,674
SED30066,7,20,34,22,40,0,0,120,3,13,12,12,14,5,6,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,31,48,30,54,8,5,184,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,3,0,0,4,0,3,4,0,15,12,36,55,34,62,11,5,204,3,8,11,11,12,0,0,40,0,0,0,0,0,0,0,8,16,43,64,43,70,12,3,247,9,42,56,46,89,19,3,278,75,137,121,79,113,13,0,540,13,31,26,18,22,5,0,120,3,6,7,3,3,0,0,19,101,217,206,150,239,39,9,958,0,10,7,4,11,0,0,32,0,8,3,6,3,0,0,26,0,15,13,4,15,0,0,52,98,233,214,160,254,39,9,1012,58,84,57,58,69,5,3,337,3,4,0,0,0,0,0,5,165,323,270,212,320,47,11,1349,18,62,84,71,128,22,4,399
SED30067,8,54,40,18,46,16,16,188,0,8,3,4,7,5,0,39,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,13,66,48,17,50,24,14,234,0,0,5,0,0,0,0,10,0,0,3,0,0,0,0,5,0,0,7,3,0,0,0,15,17,67,53,26,57,26,14,247,9,10,17,12,10,0,0,61,3,0,0,0,3,0,0,3,30,80,67,33,65,28,14,315,45,127,121,78,165,64,28,634,61,114,73,67,75,22,9,424,16,23,11,8,12,4,0,80,0,7,0,0,0,0,0,8,123,266,207,156,246,94,36,1133,3,3,3,0,7,0,0,20,11,9,5,4,4,0,0,33,13,13,8,4,12,4,4,52,137,280,218,158,252,99,43,1192,183,163,76,41,53,10,17,545,5,0,0,0,0,0,0,13,326,450,286,203,313,106,62,1746,56,182,157,89,208,81,42,821
SED30068,3,42,42,45,52,19,6,212,5,8,0,0,4,3,0,26,0,0,0,5,0,0,0,4,0,0,3,0,0,0,0,5,9,53,52,46,59,25,6,247,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,7,12,53,50,48,62,25,6,258,4,17,11,3,3,3,0,44,0,0,0,0,0,0,0,3,16,68,59,51,65,24,6,303,28,85,77,80,142,53,15,477,52,134,98,82,89,20,9,480,20,32,9,6,14,0,3,88,0,0,0,0,0,0,0,14,95,252,191,172,242,78,29,1062,0,3,4,3,4,0,0,22,3,8,7,3,3,0,0,29,5,12,11,9,11,0,0,51,100,262,199,179,254,76,29,1110,76,79,66,46,50,6,7,337,0,3,0,0,0,0,0,4,182,346,262,227,310,90,42,1449,31,127,121,121,190,72,21,690
SED30069,18,58,32,28,38,9,3,186,12,20,6,6,5,0,0,59,0,4,5,0,0,0,0,17,4,0,0,0,0,0,0,8,39,76,44,39,48,18,8,265,5,0,3,3,5,0,0,17,0,0,0,0,0,0,0,4,5,0,3,3,5,0,0,14,40,81,46,40,49,16,8,282,4,7,11,9,19,8,0,58,0,0,0,0,0,0,0,0,44,90,61,48,70,22,8,340,51,151,103,72,93,35,26,531,74,144,110,74,90,38,10,538,12,31,17,18,13,4,0,105,11,4,5,3,5,4,0,19,141,331,233,169,203,76,41,1191,3,10,9,0,4,0,0,28,19,12,10,9,11,0,0,66,24,25,18,10,15,0,0,92,166,350,254,177,222,78,43,1286,156,161,108,64,62,15,0,577,3,0,6,0,5,0,0,11,320,516,364,242,285,96,44,1875,72,206,135,95,130,40,33,718
SED30070,18,28,33,19,29,4,0,129,0,17,7,3,4,0,0,39,0,0,3,3,0,0,0,10,0,0,0,0,6,0,0,3,23,43,43,27,30,7,3,179,0,0,5,3,3,0,0,18,0,0,0,0,0,0,0,3,4,0,5,3,3,0,0,16,22,44,45,34,35,11,6,198,16,26,20,10,19,6,0,95,3,0,3,0,0,0,0,6,39,71,63,39,58,13,5,300,43,70,90,72,107,28,10,415,94,179,121,83,93,17,9,596,40,44,17,10,21,5,3,137,8,11,3,0,0,0,0,21,178,301,229,168,218,48,19,1160,6,12,15,10,9,0,0,48,13,19,9,3,8,0,0,66,22,29,29,20,14,0,0,108,195,328,258,180,238,49,20,1268,244,241,130,93,96,6,8,819,14,7,0,0,0,0,0,26,452,586,381,280,336,54,24,2113,57,104,119,91,134,32,6,538
SED30071,17,35,35,31,48,13,4,188,3,11,5,7,9,0,0,36,0,4,0,0,3,0,0,8,0,3,0,0,0,0,0,7,23,50,37,38,58,21,6,239,0,4,0,7,3,0,0,16,0,5,3,0,0,0,0,11,0,13,10,7,3,0,0,32,23,66,44,46,59,21,6,266,6,23,15,13,15,0,4,74,0,0,0,0,0,0,0,3,34,86,64,57,79,18,10,345,57,128,113,90,135,32,18,577,69,181,132,106,114,26,4,637,16,29,21,13,17,6,0,103,4,6,4,5,0,0,0,16,142,342,270,211,270,69,28,1331,5,16,15,13,12,0,0,61,9,21,8,5,4,5,0,53,12,40,18,16,22,0,0,117,161,379,292,226,293,73,28,1446,198,224,111,96,78,20,9,731,0,0,8,0,0,0,0,10,355,602,403,322,366,88,36,2183,75,163,145,127,183,46,26,762
SED30072,9,31,32,32,43,13,4,165,3,9,7,8,8,0,0,40,0,0,0,0,0,0,0,10,0,7,3,0,0,0,0,6,15,46,52,46,53,15,4,219,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,9,14,53,52,44,53,15,4,231,14,12,21,14,14,0,4,80,5,0,0,0,0,0,0,4,27,61,73,56,71,14,13,313,48,132,103,79,144,51,18,567,73,162,130,72,96,13,5,555,28,31,26,12,20,0,0,127,6,3,5,0,5,0,0,20,152,328,260,167,262,70,30,1267,4,9,9,8,5,0,0,32,15,23,14,5,6,3,0,71,17,34,24,16,11,0,0,101,171,366,282,180,272,71,30,1370,185,163,93,68,70,12,11,596,9,5,3,0,3,0,0,22,360,534,382,248,340,85,39,1984,60,159,133,106,184,57,24,735
SED30073,31,70,34,35,47,6,6,230,11,10,9,9,10,0,0,48,0,6,0,3,4,0,0,17,3,3,3,3,0,0,0,10,41,81,54,49,62,10,6,298,3,7,7,6,5,0,0,25,5,0,4,5,0,0,0,14,9,11,12,6,5,0,0,39,48,92,64,58,66,9,6,339,21,19,32,9,24,3,0,110,0,5,3,5,0,0,0,17,68,120,98,71,90,16,6,468,76,160,163,133,137,21,7,694,159,268,168,127,116,15,8,858,26,42,15,7,14,0,0,106,14,9,4,3,6,0,0,38,273,475,352,270,270,38,12,1693,19,33,15,12,10,3,0,90,34,48,27,19,13,5,0,139,55,75,42,28,24,5,0,230,329,548,396,297,296,48,12,1927,433,337,195,109,79,7,5,1151,8,10,6,5,3,0,0,31,769,899,590,400,382,47,15,3110,104,226,204,168,186,29,6,922
SED30074,25,52,34,29,53,12,4,218,0,20,14,14,10,3,0,72,0,9,7,0,3,0,0,19,0,0,0,0,0,0,0,3,30,85,60,50,68,17,7,310,0,5,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,9,28,84,61,48,72,17,7,321,3,19,9,14,4,0,0,53,0,5,0,0,0,0,0,9,36,104,70,65,78,25,10,376,45,162,120,78,131,64,22,633,76,161,106,84,91,37,12,568,19,29,26,17,23,5,4,116,11,4,0,0,3,0,3,23,155,355,255,182,249,108,35,1333,3,0,7,0,4,0,0,20,9,18,7,0,5,4,4,38,7,22,13,5,8,3,5,62,163,376,267,181,260,110,39,1394,146,176,86,68,48,22,8,551,3,3,3,6,0,0,0,11,309,553,359,252,308,127,48,1960,72,214,157,112,183,79,28,850
SED30075,15,26,29,28,41,8,3,150,0,16,8,5,11,3,0,45,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,19,40,42,39,48,13,3,203,0,0,7,3,0,0,0,7,0,6,6,7,0,0,0,12,0,8,8,5,3,0,0,31,17,45,49,44,53,13,3,234,9,22,15,16,13,3,0,74,3,0,0,0,0,0,0,5,27,70,66,64,70,17,5,312,32,76,81,72,87,10,8,362,69,128,112,105,95,21,4,530,13,27,26,22,14,0,0,111,10,8,0,10,7,0,0,28,125,237,220,210,194,30,12,1037,3,9,4,7,10,0,0,47,10,14,7,8,6,0,0,42,17,26,14,14,20,0,0,94,135,265,236,224,214,30,12,1122,229,238,141,82,78,13,7,777,0,5,9,5,0,0,0,23,368,507,387,308,293,46,17,1926,46,101,108,103,129,20,6,514
SED30076,24,39,47,35,50,27,14,233,0,13,4,6,8,9,4,41,3,3,5,0,0,0,0,11,0,0,0,0,0,0,0,4,29,54,55,41,57,34,21,286,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,9,0,6,0,0,4,0,0,20,29,63,58,44,63,35,21,305,11,7,5,5,9,11,0,62,0,0,0,0,0,0,0,0,38,71,66,48,69,50,19,370,39,94,122,94,138,41,30,551,36,73,69,35,55,24,10,306,14,12,16,14,15,5,0,72,0,4,0,0,3,0,0,9,86,183,205,144,208,80,43,941,3,7,8,5,9,4,3,31,3,3,3,3,3,0,0,21,11,15,11,4,9,4,3,54,97,198,211,150,213,81,44,992,69,81,58,39,66,32,18,368,3,6,6,0,0,0,0,13,167,285,273,188,275,110,66,1369,58,136,169,130,183,68,39,779
SED30077,12,34,30,18,24,0,0,111,5,13,11,9,10,6,0,49,6,0,0,0,0,0,0,5,0,0,6,0,0,0,0,11,18,44,44,28,34,6,0,178,0,4,5,0,0,0,0,11,0,0,0,0,5,0,0,5,0,4,5,0,4,0,0,14,18,48,49,28,35,7,0,194,3,28,18,16,16,0,0,86,0,0,0,0,0,0,0,4,24,82,70,47,49,7,0,287,37,93,101,67,97,7,0,407,92,194,135,107,86,9,0,623,22,12,9,7,4,0,0,49,10,12,7,0,4,0,0,26,158,311,246,179,197,17,5,1105,7,15,8,16,11,0,0,62,15,27,14,5,0,0,0,72,24,44,24,22,14,0,0,132,185,352,268,203,203,17,3,1236,256,228,139,79,62,7,6,774,0,3,7,3,0,0,0,16,446,581,419,289,268,24,6,2028,54,126,126,88,120,7,0,521
SED30078,11,28,30,33,32,7,8,145,3,9,10,3,19,9,0,55,4,6,0,0,0,0,0,10,0,0,0,5,0,0,0,3,20,43,41,41,48,19,6,213,0,0,3,0,0,0,0,8,3,3,0,0,0,0,0,9,3,4,3,4,0,0,0,20,21,46,44,45,48,19,13,233,10,23,18,12,17,10,7,100,0,0,0,0,0,0,0,0,33,69,60,55,67,30,19,332,44,121,99,95,129,55,18,555,77,170,117,90,142,38,21,657,31,36,24,8,17,6,7,129,3,12,4,3,0,0,0,26,151,336,246,196,288,101,48,1362,0,18,13,7,11,3,0,41,14,23,10,9,12,3,0,70,14,43,22,17,20,8,4,114,167,373,262,214,308,104,47,1478,143,181,116,74,101,37,26,683,7,4,4,3,4,0,0,18,315,560,387,290,404,144,73,2183,50,146,129,126,158,60,25,701
SED30079,19,38,36,42,53,21,4,199,9,18,11,8,3,3,0,59,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,27,59,51,46,59,18,8,269,0,4,0,4,0,0,0,12,0,0,3,0,0,0,0,4,0,8,5,4,6,0,0,23,33,60,55,48,59,22,8,288,11,18,7,14,3,4,0,56,0,0,0,0,0,0,0,0,40,80,66,63,65,26,10,345,43,144,96,86,115,37,24,538,64,128,97,65,79,22,17,471,12,20,19,15,11,6,6,85,3,4,5,3,0,0,0,16,120,297,210,167,207,65,44,1111,4,20,9,8,9,6,0,49,7,26,12,7,10,0,0,63,15,40,16,16,18,4,0,112,132,335,228,184,226,66,46,1221,150,139,80,43,55,23,11,491,8,3,0,4,0,0,0,19,291,482,311,233,275,84,53,1729,60,180,132,128,164,60,24,735
SED30080,5,52,41,34,45,18,5,194,0,6,11,11,5,4,0,45,4,10,4,0,3,0,0,14,0,0,0,0,0,0,0,7,11,65,57,44,48,23,9,255,0,5,4,0,6,0,0,17,4,5,0,0,0,0,0,8,5,6,8,0,6,0,0,21,18,67,70,43,48,23,9,276,8,12,12,11,12,4,6,63,0,0,0,0,0,0,0,4,22,79,82,55,61,25,13,346,48,108,114,69,133,49,24,547,56,105,68,56,67,31,17,407,19,33,26,11,20,6,3,112,0,8,5,5,0,4,0,19,125,247,209,139,221,84,53,1084,4,11,4,3,7,0,0,31,16,7,8,9,0,9,0,47,15,21,9,7,12,9,0,79,145,270,223,152,235,90,52,1164,116,127,64,54,64,18,18,464,0,0,0,0,0,0,0,6,263,400,289,206,296,113,66,1637,52,158,159,98,175,63,36,745
SED30081,7,31,29,23,18,17,14,143,8,15,8,3,12,18,9,74,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,4,20,48,34,28,36,25,20,218,4,10,4,0,4,0,0,25,0,5,5,0,0,0,0,9,4,14,5,3,4,0,0,30,28,62,43,30,36,34,20,249,9,16,12,7,10,8,9,71,0,0,0,0,0,3,0,5,30,72,49,42,49,40,31,323,66,139,81,76,120,60,36,580,74,130,82,65,75,37,17,482,10,30,15,20,12,3,4,94,0,0,7,0,3,0,0,24,157,304,181,161,216,104,58,1179,4,12,4,10,5,8,0,43,11,18,11,10,12,0,0,64,15,32,16,11,17,5,6,108,172,335,201,175,230,110,61,1285,156,199,123,101,100,75,45,808,5,6,3,0,0,0,0,16,330,536,329,282,332,186,109,2111,77,171,109,101,144,77,48,722
