SED_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SED53105,374,416,791,243,107,345,3,3,4,0,0,0,31,25,53,8250,6937,15185,518,542,1062,153,4,158,39,3,40,31,8,35,289,77,362,99,110,209,10029,8219,18247,181,216,403,0,0,0,0,0,0,146,137,286,25,25,49,17,0,16,363,384,750,0,0,0,0,0,0,18,8,31,6,13,20,12,5,14,37,25,59,90,47,139,497,463,954,63,110,172,6,0,15,12,0,15,83,111,191,527,877,1401,1241,1578,2820,56,39,90,12429,11281,23712
SED53204,209,231,437,196,128,325,0,0,5,0,0,0,42,20,56,9398,8201,17594,505,688,1192,144,6,144,54,5,54,26,0,28,276,57,332,58,71,131,10913,9403,20316,132,120,253,0,0,0,0,0,0,212,189,403,22,32,51,0,3,3,365,348,709,0,0,0,0,0,0,23,17,39,11,16,25,4,4,10,43,32,77,110,45,153,518,423,938,53,83,135,0,3,6,5,0,5,59,83,147,698,1022,1719,1158,1566,2715,44,29,78,13384,12522,25905
SED53306,147,151,301,279,128,413,0,0,6,0,0,0,31,22,55,5575,5534,11107,461,483,942,102,0,104,28,5,31,34,15,49,364,85,451,151,140,294,7177,6569,13750,53,55,108,0,0,0,0,0,0,65,51,114,14,17,27,5,0,9,134,121,261,0,0,0,0,0,0,16,3,17,5,16,21,9,5,18,36,26,62,106,46,147,275,195,468,41,44,76,13,3,13,8,3,6,61,45,107,349,649,1000,1353,1402,2758,57,51,112,9268,8916,18179
SED53402,509,461,969,784,770,1555,0,0,0,0,0,0,78,70,154,7120,6370,13493,391,657,1046,72,0,71,65,7,70,323,86,407,209,73,274,164,148,309,9706,8649,18350,134,153,286,0,0,0,0,0,0,56,55,106,10,22,33,13,7,19,210,236,448,0,0,0,0,0,0,27,18,48,17,32,41,24,17,43,67,68,136,102,59,164,374,364,738,22,43,70,16,3,18,7,0,7,45,49,95,978,1138,2114,1125,1651,2778,54,27,76,12280,11871,24156
SED53502,192,241,438,251,124,377,0,0,0,0,0,0,31,36,69,7974,6865,14842,452,600,1047,144,9,158,67,10,75,85,25,108,279,66,349,173,178,350,9656,8151,17808,101,100,201,0,0,0,0,0,0,85,113,200,15,25,43,16,3,18,221,247,471,0,0,0,0,0,0,11,5,12,3,7,16,20,11,29,33,20,61,93,59,152,349,333,678,33,48,79,6,3,12,7,0,8,40,53,97,501,798,1299,1300,1591,2892,69,54,123,11915,10979,22896
SED53602,90,109,195,230,256,490,0,0,4,0,0,0,90,46,137,8243,6246,14484,503,697,1197,135,0,135,51,4,52,38,8,44,188,61,253,71,55,129,9641,7477,17121,99,115,213,0,0,0,0,0,0,70,77,151,3,17,18,4,0,11,181,212,389,0,0,0,0,0,0,30,29,59,19,24,43,9,10,18,59,63,123,107,48,154,338,325,665,36,57,97,7,10,16,7,4,9,46,69,117,337,509,848,829,1078,1901,84,54,141,11281,9511,20790
SED53701,12,6,10,215,79,295,0,0,0,0,0,0,6,5,6,5263,4599,9863,356,361,722,228,10,236,32,10,35,46,24,67,317,87,406,559,425,987,7028,5605,12636,0,0,0,0,0,0,0,0,0,14,18,28,0,7,3,0,0,0,12,25,38,0,0,0,0,0,0,10,7,7,3,4,10,13,4,20,25,13,33,97,33,134,135,67,208,0,6,6,11,0,12,5,0,6,14,13,30,993,1148,2146,1049,941,1989,105,74,180,9333,7853,17184
SED53802,58,91,151,507,550,1055,0,4,0,0,0,0,49,60,102,8348,6869,15220,468,638,1109,109,10,117,72,3,75,81,19,95,201,61,254,65,69,136,9961,8366,18326,60,73,134,0,0,0,0,0,0,70,62,133,3,14,16,3,0,3,133,146,283,0,0,0,0,0,0,43,49,96,24,47,69,18,10,26,85,109,190,71,48,125,293,300,594,21,22,44,8,3,17,6,0,6,37,31,62,614,801,1414,932,1363,2291,48,34,81,11881,10890,22769
SED53902,92,104,198,950,855,1805,4,0,5,0,0,0,56,69,127,7129,6318,13450,378,628,1009,53,0,53,55,12,68,175,44,220,181,52,234,170,185,360,9255,8270,17525,81,112,194,0,0,0,0,0,0,18,22,40,7,4,8,8,3,15,119,143,257,0,0,0,0,0,0,30,29,55,28,33,64,17,14,33,73,80,152,88,50,141,282,272,551,29,26,50,15,10,20,3,0,8,42,36,82,936,1039,1981,934,1481,2423,40,35,75,11495,11134,22627
SED54006,22,25,53,276,75,349,5,0,4,0,0,0,16,4,18,6167,5832,11993,515,449,966,185,11,196,41,5,44,25,16,44,296,110,405,176,157,336,7716,6684,14399,8,0,8,0,0,0,0,0,0,27,27,53,0,0,0,0,0,0,32,33,62,0,0,0,0,0,0,43,8,51,8,10,18,20,3,22,69,21,89,110,41,153,204,91,304,17,14,28,14,3,14,7,0,6,36,20,54,527,696,1223,1454,1334,2787,81,46,120,10017,8872,18889
SED54104,436,373,806,1101,980,2074,0,0,0,3,0,3,68,85,155,5915,5424,11336,406,668,1069,17,0,17,77,17,92,477,200,679,132,58,193,830,859,1688,9461,8660,18122,121,143,263,0,0,0,0,0,0,11,19,35,9,12,21,13,11,26,157,184,343,0,0,0,0,0,0,29,24,55,21,29,51,38,19,50,88,74,159,89,62,145,332,318,649,23,27,52,17,14,27,9,5,15,46,45,92,1391,1491,2881,964,1518,2484,45,35,84,12243,12068,24311
SED54203,4,6,4,879,205,1085,4,0,7,0,0,0,8,6,15,2458,2084,4540,362,278,643,79,13,94,35,18,48,91,133,227,317,77,399,529,677,1207,4773,3504,8272,5,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,12,5,20,5,0,7,27,5,29,41,18,53,62,47,108,106,62,172,0,0,0,11,4,17,15,0,15,24,4,34,271,343,616,662,487,1151,86,62,149,5923,4466,10389
SED54304,345,328,674,2113,1978,4088,4,4,9,0,0,0,146,171,313,7336,6179,13516,494,806,1299,54,5,60,119,26,142,492,177,667,368,127,495,1912,1467,3375,13381,11259,24644,214,288,506,0,0,0,0,0,0,18,17,30,7,16,26,30,10,37,274,327,599,6,0,6,0,0,0,22,37,54,17,50,63,59,66,127,102,152,251,151,72,219,521,548,1075,48,59,104,35,16,57,10,6,19,94,79,173,1578,1390,2970,1467,1927,3395,88,54,141,17126,15265,32392
SED54403,12,9,20,1014,193,1208,3,0,9,0,0,0,52,29,81,8428,6428,14856,910,653,1557,168,3,173,115,21,138,102,42,148,605,185,794,450,564,1013,11873,8126,19999,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,43,29,68,8,10,17,49,10,56,103,44,143,181,58,240,290,103,395,6,4,4,34,9,39,16,4,19,48,13,64,147,407,558,1412,1141,2557,110,61,172,13881,9853,23732
SED54505,269,197,465,193,166,357,0,0,5,0,0,0,32,18,52,7117,6357,13473,329,567,896,57,0,56,29,0,30,125,27,158,164,28,192,72,102,179,8388,7476,15862,491,310,806,0,0,0,0,0,0,128,83,205,24,31,44,13,0,18,652,420,1072,0,0,0,0,0,0,12,8,25,17,40,56,9,4,12,42,49,94,80,62,146,780,533,1314,114,74,187,4,10,19,4,0,3,127,89,217,981,961,1941,876,1319,2190,41,30,72,11192,10399,21593
SED54605,165,204,372,195,106,297,3,0,3,0,0,0,20,8,30,5746,5039,10786,402,368,771,90,5,99,52,3,57,47,16,63,310,85,400,191,138,330,7230,5975,13206,89,104,192,0,0,0,0,0,0,65,78,150,9,18,27,11,3,15,175,201,386,0,0,0,0,0,0,7,3,8,7,9,15,5,0,6,19,14,32,81,44,121,281,257,538,48,58,103,12,4,15,5,6,12,69,63,129,398,549,948,1101,1192,2294,59,44,99,9135,8083,17216
SED54701,3,0,4,215,79,295,0,0,5,0,0,0,4,3,9,6054,4799,10855,375,376,745,191,4,200,40,7,50,63,39,97,169,64,233,551,523,1082,7678,5896,13576,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,8,7,12,4,4,6,0,3,5,16,8,26,76,48,121,92,60,152,0,0,0,8,0,8,8,4,10,18,4,21,1058,1089,2139,765,950,1711,104,71,173,9706,8061,17768
SED54804,261,248,511,235,172,407,0,0,0,0,0,0,45,39,78,7825,7808,15636,392,522,914,64,0,68,92,7,96,177,36,214,334,85,423,154,167,325,9576,9096,18668,330,255,580,0,0,0,0,0,0,150,160,311,17,22,37,11,3,11,502,440,940,0,0,0,0,0,0,22,25,39,6,12,13,13,6,17,42,38,82,100,45,145,643,527,1166,42,37,80,11,8,10,7,3,6,56,45,102,1085,1344,2427,1199,1793,2991,44,32,78,12603,12832,25435
SED54905,148,113,261,849,750,1597,20,17,40,0,0,0,57,66,119,6976,6272,13250,368,647,1020,38,0,38,50,5,59,274,67,342,192,56,245,176,207,385,9149,8203,17359,126,119,242,3,0,4,0,0,0,29,31,59,11,9,21,12,3,11,176,160,338,12,3,10,0,0,0,28,23,53,16,35,47,22,14,36,73,80,151,77,52,132,325,290,621,31,46,80,11,8,20,8,3,11,51,58,109,1161,1204,2362,1000,1495,2497,65,31,96,11753,11289,23038
SED55005,166,187,352,250,156,407,0,0,3,0,0,0,49,24,77,9476,7618,17093,512,664,1176,135,4,141,43,3,45,43,3,44,263,50,315,59,74,131,10995,8787,19780,290,224,512,0,0,0,0,0,0,153,105,266,18,19,41,5,0,4,469,353,820,0,0,0,0,0,0,20,19,39,13,28,40,12,0,12,45,56,97,101,47,147,612,456,1073,67,89,160,7,7,12,0,0,0,77,96,178,595,837,1433,1091,1381,2470,57,38,91,13424,11607,25028
SED55102,37,52,89,253,96,349,0,0,0,0,0,0,21,15,30,8185,7610,15795,521,510,1030,263,10,269,48,4,51,26,10,35,392,90,484,201,141,340,9932,8540,18473,49,36,84,0,0,0,0,0,0,122,109,234,13,14,27,0,0,0,184,160,343,0,0,0,0,0,0,12,13,24,6,13,20,20,6,29,38,33,70,97,49,140,316,236,557,24,32,56,8,4,14,9,3,9,39,42,80,703,1162,1860,1426,1609,3031,66,38,108,12485,11628,24114
SED55202,242,270,510,211,153,366,6,5,11,0,0,0,67,43,107,8229,6056,14281,524,608,1133,137,7,138,41,3,51,42,5,48,229,54,286,88,76,159,9810,7289,17091,130,183,312,0,0,0,0,0,0,65,91,155,25,20,40,11,4,15,228,300,528,0,0,0,0,0,0,7,17,23,9,23,31,14,7,16,24,48,73,109,51,163,365,392,758,47,76,124,9,8,12,5,0,11,65,81,144,330,513,840,1021,1206,2225,65,34,97,11650,9511,21163
SED55306,0,4,7,200,44,244,3,0,3,0,0,0,23,10,32,6458,6479,12940,483,496,984,109,5,115,17,0,17,153,66,218,252,47,300,278,251,533,7992,7409,15397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,7,24,5,4,7,18,4,26,39,16,52,98,34,128,135,47,182,0,0,0,20,0,17,7,0,6,32,0,32,812,1215,2030,1443,1593,3038,64,75,139,10479,10343,20820
SED55405,284,282,567,1202,1148,2347,0,0,3,0,0,0,77,80,160,8522,6557,15078,463,809,1274,60,0,63,77,12,91,229,72,300,262,88,349,250,207,457,11437,9251,20684,143,163,306,0,0,0,0,0,0,36,46,79,10,14,23,19,0,17,201,225,423,0,0,0,0,0,0,43,34,75,32,56,89,44,29,77,115,121,239,94,73,164,410,414,825,59,65,124,27,10,37,6,11,16,93,87,184,901,935,1835,1268,1696,2963,64,28,99,14171,12419,26592
SED55504,220,231,453,248,93,337,8,0,13,0,0,0,36,18,52,8540,7863,16405,575,558,1132,237,7,248,53,4,54,33,6,33,341,54,389,153,126,280,10448,8958,19403,137,129,255,0,0,0,0,0,0,181,160,344,16,27,44,3,0,8,332,319,649,0,0,0,0,0,0,4,6,11,7,18,19,10,4,16,28,26,54,138,48,192,492,394,887,67,58,125,15,4,18,5,0,5,89,58,150,699,1168,1863,1314,1646,2964,61,48,111,13105,12274,25381
SED55605,196,226,420,346,128,475,4,0,7,0,0,0,15,9,24,7721,7244,14965,616,544,1158,132,8,133,43,3,41,36,14,48,405,69,473,125,133,257,9637,8368,18006,109,107,211,0,0,0,0,0,0,141,117,264,15,24,38,5,0,5,272,251,519,0,0,0,0,0,0,6,3,11,6,11,16,19,4,23,31,18,53,134,39,178,438,308,748,57,71,122,21,3,20,4,0,4,84,71,156,515,882,1397,1739,1741,3478,62,41,102,12482,11411,23889
SED55706,0,0,4,170,39,207,0,0,0,5,0,5,6,5,11,5893,5604,11502,496,455,951,137,3,141,38,16,52,100,44,150,238,61,298,517,448,971,7606,6677,14280,3,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,4,3,10,0,0,3,9,0,9,16,3,26,101,46,147,121,55,180,0,0,6,6,0,6,0,0,0,11,0,10,1221,1348,2571,1239,1320,2557,118,84,198,10308,9488,19794
SED55802,77,73,153,308,205,519,5,0,8,0,0,0,49,45,87,10232,8637,18872,564,704,1269,172,0,179,61,0,61,38,7,38,350,67,417,96,117,214,11935,9868,21804,72,126,198,0,0,0,0,0,0,104,127,227,11,8,20,0,6,6,187,263,449,0,0,0,0,0,0,23,20,41,17,24,41,10,7,21,46,61,106,138,77,213,378,396,775,43,60,107,14,9,26,0,3,5,61,70,132,563,867,1433,1335,1656,2991,60,41,98,14334,12899,27227
SED55905,132,148,279,219,158,377,3,0,5,0,0,0,41,29,72,6959,6326,13285,404,496,897,81,3,84,55,7,60,70,20,93,191,34,229,92,70,163,8248,7302,15553,152,133,289,0,0,0,0,0,0,97,109,209,17,11,25,9,4,16,276,258,531,0,0,5,0,0,0,6,6,13,11,10,20,18,5,17,35,25,58,81,56,132,390,340,727,36,41,86,10,4,15,5,0,5,56,50,104,503,762,1267,963,1395,2358,46,37,88,10207,9890,20095
SED59494,12,6,22,65,25,86,0,0,0,0,0,0,11,3,11,302,239,536,76,56,134,10,3,13,3,0,3,14,11,23,54,13,72,91,111,201,629,470,1098,4,6,10,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,8,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,4,11,7,15,19,20,44,4,0,7,0,0,5,0,0,0,8,3,10,54,52,108,176,158,334,7,8,17,899,715,1614
SED59797,0,0,0,39,0,38,0,3,3,0,0,0,0,0,0,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,138,20,155,32,8,34,228,26,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,9,5,11,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,246,29,277
SED60105,3,0,5,55,90,144,0,0,0,3,0,3,27,56,85,4150,3555,7705,250,452,704,27,0,27,36,3,39,60,10,63,35,13,50,378,443,821,5026,4619,9645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,4,18,20,4,6,10,4,28,33,39,36,76,49,64,108,0,0,0,0,5,5,7,0,8,7,9,19,366,479,839,467,833,1303,26,14,42,5934,6012,11951
SED60106,0,0,0,5,4,7,0,0,0,0,0,0,0,0,6,1194,980,2176,64,59,125,31,0,33,8,3,16,4,0,7,17,8,21,92,88,180,1409,1153,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,14,6,20,17,11,25,0,0,0,0,0,0,0,0,0,0,0,0,208,188,393,105,203,306,20,14,35,1755,1570,3323
SED60113,6,0,0,47,78,126,0,0,0,0,0,0,24,21,43,6485,5772,12260,342,518,862,80,0,81,58,4,59,73,22,93,51,21,81,272,267,542,7429,6715,14147,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,3,5,9,7,14,18,0,5,5,12,20,35,57,38,91,70,63,131,0,0,0,5,3,10,3,0,5,10,8,11,606,822,1433,794,1315,2113,39,50,85,8954,8965,17920
SED60115,0,0,0,142,163,301,0,0,0,0,0,0,26,43,70,6297,5052,11355,412,557,970,109,0,107,67,9,75,57,21,76,66,25,91,261,251,512,7438,6125,13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,11,12,16,22,5,3,7,20,30,41,63,39,106,86,70,150,0,0,0,9,7,16,6,0,6,11,7,18,440,491,926,676,1131,1806,74,44,119,8725,7861,16587
SED60207,0,0,0,71,56,128,0,3,4,0,0,0,20,31,45,6183,5716,11898,377,475,853,103,0,103,35,6,42,36,15,52,69,16,84,223,246,473,7110,6567,13671,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,6,4,4,7,0,0,3,3,6,13,55,32,87,59,42,105,0,0,0,0,0,8,3,3,6,4,10,11,411,497,910,793,1065,1866,65,39,106,8447,8219,16666
SED60208,0,0,3,54,31,80,0,5,8,0,0,0,4,15,18,5273,4869,10145,311,365,675,108,4,114,43,4,52,26,12,35,58,20,75,141,147,281,6022,5460,11482,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,9,8,0,11,0,0,6,10,6,18,49,35,79,59,44,103,0,0,0,0,0,0,0,0,4,0,4,6,463,507,969,653,1022,1669,59,46,113,7260,7084,14341
SED60209,0,0,4,60,22,79,0,0,0,0,0,4,13,24,35,5924,5169,11090,391,399,794,91,5,94,96,14,107,25,9,37,65,21,91,382,391,774,7054,6054,13106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,8,4,3,12,0,3,7,19,7,28,52,28,78,68,37,107,0,0,4,4,0,0,6,0,6,14,3,12,504,595,1095,763,1083,1840,71,57,132,8474,7824,16295
SED60301,0,0,0,107,165,278,0,3,3,0,0,0,14,12,24,2800,2314,5117,162,267,433,61,0,60,42,0,47,27,10,35,17,6,31,51,36,89,3277,2816,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,24,9,19,25,4,0,6,22,42,58,33,19,52,52,60,111,0,0,0,0,0,4,0,0,0,3,0,5,147,206,359,355,565,927,17,19,36,3861,3672,7530
SED60302,6,3,8,455,662,1115,0,0,3,0,0,0,65,69,140,6285,4508,10788,422,871,1294,77,4,81,98,13,110,161,55,211,58,20,80,260,245,502,7887,6440,14330,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,45,52,94,19,71,92,11,18,31,78,144,224,84,85,164,161,228,389,0,3,3,10,20,32,5,3,3,15,26,34,438,552,989,755,1225,1977,48,54,101,9293,8527,17820
SED60303,0,0,0,314,550,859,0,0,3,0,3,3,74,79,157,4564,3739,8308,345,736,1083,38,0,42,113,16,125,418,210,629,70,45,117,1547,1918,3462,7483,7306,14794,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,4,4,4,8,4,0,4,0,0,0,20,24,46,16,37,51,12,26,38,51,83,132,99,93,191,154,181,336,0,0,0,12,15,23,0,4,9,15,26,36,1039,1004,2043,899,1480,2383,38,39,76,9628,10038,19662
SED60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,56,122,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,64,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,15,11,28,4,9,14,0,0,0,98,89,187
SED60310,0,0,0,232,406,633,4,0,4,0,0,0,16,14,29,2913,2392,5311,193,484,671,30,0,29,37,6,41,127,70,197,37,16,56,336,347,680,3918,3735,7652,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,16,9,29,11,25,37,11,4,15,38,36,77,52,49,101,102,91,192,5,0,3,7,8,16,0,0,3,10,11,22,608,636,1250,471,683,1149,20,33,47,5129,5185,10317
SED60404,0,0,0,100,175,275,0,0,3,0,0,0,3,6,5,5412,4821,10238,335,423,758,161,4,164,51,3,52,36,12,43,36,15,53,212,193,409,6346,5652,11992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51,70,6,17,24,4,3,7,36,69,99,80,51,130,114,118,235,0,0,0,4,6,5,10,0,7,8,3,16,980,1042,2019,776,1121,1891,69,65,130,8290,8001,16292
SED60410,0,5,5,189,267,450,0,0,0,0,0,0,7,3,12,2576,2172,4751,130,332,458,19,0,26,37,0,37,21,13,26,17,5,21,81,79,157,3084,2872,5955,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,9,26,41,5,18,24,0,0,5,15,46,66,39,33,70,53,83,142,0,0,0,4,4,4,0,0,0,5,4,7,317,363,682,346,601,947,14,10,28,3819,3938,7753
SED60411,7,0,7,327,532,861,29,33,63,0,0,0,17,27,41,5194,4220,9412,294,578,869,47,3,51,76,5,81,94,35,137,36,12,45,89,133,223,6218,5581,11797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,23,54,78,14,30,44,10,6,18,46,94,140,56,59,113,103,150,255,0,0,0,12,15,22,0,0,0,9,15,27,544,636,1183,656,1167,1822,24,28,53,7558,7572,15131
SED60414,0,0,0,149,216,361,0,4,8,0,0,0,10,3,15,4677,4090,8771,234,384,624,94,0,97,59,4,63,23,9,31,29,16,42,60,55,118,5339,4790,10129,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,19,39,57,8,27,32,0,4,7,32,65,94,56,38,94,90,112,197,0,0,0,4,11,15,5,0,5,8,11,19,470,571,1038,576,1008,1580,27,18,45,6509,6501,13008
SED60501,0,0,0,63,91,151,3,0,3,0,0,0,5,7,12,3176,2609,5789,236,223,462,133,3,132,34,8,36,6,0,6,22,11,37,99,99,200,3771,3050,6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,5,12,18,0,0,0,8,29,38,25,13,38,32,41,70,0,0,0,0,0,3,0,0,0,4,0,0,218,271,486,357,570,925,47,31,74,4427,3957,8388
SED60505,0,0,0,22,26,45,0,0,0,0,0,0,3,6,8,2017,1810,3823,96,124,226,33,0,33,14,0,14,5,0,5,23,12,28,37,32,63,2247,2008,4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,11,0,0,0,10,5,14,9,11,17,16,15,37,0,0,0,0,0,0,0,0,0,0,0,0,127,207,329,181,355,543,11,10,23,2582,2600,5187
SED60506,0,0,0,103,59,163,0,0,0,0,0,0,0,0,3,4624,3988,8618,263,252,518,157,3,158,34,13,44,31,11,41,70,26,101,297,232,529,5583,4590,10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,7,8,0,0,0,8,9,18,38,20,58,45,35,73,0,0,0,0,0,0,0,0,0,0,0,3,598,684,1282,507,880,1391,75,65,141,6813,6251,13058
SED60508,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,807,655,1465,36,50,80,23,0,23,8,0,5,5,0,5,9,0,12,76,59,140,966,768,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,121,121,239,111,143,253,14,6,20,1219,1052,2271
SED60512,0,0,0,51,77,126,0,5,6,0,0,0,8,3,5,5653,4646,10301,303,387,691,239,9,245,51,7,60,25,8,33,45,28,73,293,279,571,6664,5448,12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,16,6,24,0,0,0,19,29,51,51,31,78,69,64,133,0,0,0,0,0,0,0,0,0,0,5,5,651,748,1400,688,1154,1848,68,62,125,8141,7476,15616
