SED_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED30044,23,126,4,91,20,8,0,0,4,287,12,60,0,10,8,0,0,0,0,96,206,1210,46,224,297,74,18,50,27,2152,4,0,0,10,5,0,0,0,0,23,57,97,24,104,120,17,10,10,3,446,155,190,81,563,414,128,35,63,26,1656,230,170,348,916,793,305,98,231,55,3145,18,9,20,41,87,64,15,33,6,302,28,20,18,79,97,36,15,26,4,331,10,15,3,16,17,6,7,0,3,75,15,22,9,54,66,26,5,27,39,262,847,2220,562,2157,1981,705,203,468,178,9317,6,5,0,0,0,0,0,0,0,15,13,61,0,0,4,4,0,0,0,88,131,375,27,62,63,40,51,27,11,787,3,20,0,3,3,0,0,0,0,30,39,167,10,102,31,11,9,3,3,368,26,77,0,11,11,0,0,0,0,122,377,1725,162,282,393,120,136,117,44,3346,5,6,9,9,5,0,0,0,3,35
SED30045,64,214,4,74,46,9,0,7,4,414,37,123,0,14,23,6,0,0,3,208,467,1954,88,271,478,100,12,45,32,3458,0,4,0,5,0,0,0,0,0,14,89,128,23,83,129,43,5,17,4,526,227,198,62,346,413,105,25,38,15,1430,174,153,224,550,548,188,40,117,25,2021,14,14,9,32,61,45,12,30,3,214,22,31,5,65,95,39,9,17,4,285,4,17,6,9,19,9,3,3,0,69,25,24,7,38,43,22,3,14,38,219,1303,3531,443,1535,1949,586,106,298,150,9894,3,25,0,0,8,0,0,0,0,30,42,193,4,4,10,0,0,0,0,254,376,859,27,43,117,36,11,10,23,1515,9,29,0,0,14,0,0,0,0,54,112,301,15,80,56,13,4,12,4,597,78,159,14,14,31,11,0,0,0,314,1050,3191,254,390,689,197,66,105,52,6000,4,4,5,5,0,0,0,5,0,29
SED30046,25,136,3,90,28,5,0,0,0,292,8,55,0,8,13,0,0,0,0,91,209,1203,47,236,301,96,20,69,22,2207,0,3,0,8,3,0,0,0,0,23,61,84,13,99,99,20,3,22,6,412,167,175,62,531,407,125,17,86,21,1585,189,168,254,815,687,298,84,192,43,2722,17,10,11,56,80,55,5,36,4,267,19,25,17,68,82,34,5,41,4,292,6,12,4,16,18,5,0,7,3,73,17,30,9,45,49,26,3,29,38,245,791,2209,429,2021,1819,686,151,493,151,8742,3,10,0,0,0,0,0,0,0,16,11,70,3,3,5,0,0,0,0,91,140,395,44,37,85,23,26,21,9,784,10,19,0,4,4,0,0,0,0,35,42,182,9,112,30,7,4,5,3,387,20,63,0,6,15,0,0,0,0,123,446,1795,182,331,408,152,82,152,34,3586,4,0,4,8,3,0,0,4,0,26
SED30047,18,160,3,49,29,3,0,0,4,274,7,65,0,3,3,0,0,0,0,90,182,1609,63,239,220,59,22,55,18,2459,0,5,3,10,0,0,0,0,0,20,44,93,21,83,80,28,12,11,0,378,103,160,53,317,246,51,19,45,11,998,182,132,307,747,638,239,105,181,45,2566,18,17,18,37,78,73,11,38,0,288,21,17,15,94,67,48,13,25,3,299,8,10,8,21,7,6,3,0,0,66,21,34,11,57,28,28,12,27,33,239,660,2609,509,1684,1408,532,198,387,123,8103,3,14,0,0,0,0,0,0,0,22,5,100,7,0,0,0,0,0,0,116,104,418,18,25,40,15,12,10,4,631,5,17,0,0,5,0,0,0,0,20,48,221,17,54,31,6,9,3,7,383,18,81,0,5,11,0,3,0,0,127,376,2362,202,332,264,96,77,93,31,3828,5,7,3,9,3,0,0,0,0,22
SED30048,98,376,9,38,77,12,0,0,5,610,47,145,0,15,22,7,0,0,0,230,756,3441,147,534,831,296,20,154,75,6262,0,4,0,0,4,3,0,0,0,16,62,116,19,64,97,45,5,12,4,415,113,124,43,253,209,80,5,39,7,875,100,98,123,289,240,112,11,61,9,1042,12,18,3,34,36,34,3,15,3,157,16,26,9,34,44,23,0,19,0,175,6,34,3,16,22,10,0,5,9,100,11,34,7,31,14,7,0,0,20,130,1643,6641,408,1461,1845,704,49,367,165,13282,7,44,8,0,3,0,0,0,0,69,184,1625,20,10,42,13,7,6,8,1908,917,2831,104,195,356,141,46,100,59,4750,18,72,0,4,10,0,0,5,5,122,183,657,22,51,105,16,5,11,12,1061,70,210,6,23,38,4,4,3,5,364,1807,6864,441,831,1237,561,146,380,148,12419,0,0,0,0,4,7,0,0,0,21
SED30049,34,279,8,51,47,11,0,5,4,434,32,111,3,3,12,3,0,0,0,168,488,2589,146,419,695,260,22,124,53,4798,0,0,0,3,0,0,0,0,0,5,69,140,26,83,111,35,6,26,3,498,117,169,64,326,321,121,9,42,25,1190,95,84,160,412,346,147,32,73,14,1369,14,8,3,36,51,32,4,25,0,166,27,18,7,41,75,33,0,27,0,229,10,26,4,13,16,5,3,4,4,82,14,27,3,29,27,20,0,9,33,166,1153,4586,471,1534,1929,746,87,354,176,11046,5,29,0,0,4,0,0,0,0,49,39,437,6,8,13,4,0,6,8,516,573,1718,116,150,336,155,56,70,51,3222,16,74,0,9,10,5,0,0,0,113,78,455,22,61,65,24,4,7,4,713,47,166,7,12,19,3,0,0,4,259,1249,4720,414,587,1000,436,189,276,110,8980,5,0,0,7,0,0,3,4,0,17
SED30050,37,182,6,49,27,13,0,10,5,319,17,71,0,3,10,0,0,0,3,111,319,1673,76,372,377,129,16,94,36,3093,3,0,5,11,3,0,0,0,0,24,71,126,20,106,125,37,0,21,10,527,163,160,75,410,309,123,13,48,17,1321,168,107,225,647,457,240,32,150,22,2053,22,10,9,38,53,41,3,11,0,190,27,19,13,52,83,45,4,12,3,257,0,22,4,17,15,4,0,3,0,69,16,39,7,42,29,26,3,21,22,215,970,2950,460,1805,1545,682,77,411,134,9017,3,18,0,0,3,0,0,0,0,27,29,159,0,0,5,0,0,6,0,200,231,679,31,90,81,33,19,45,14,1227,17,33,0,9,7,8,4,0,0,60,58,281,13,54,42,17,4,11,5,489,36,95,4,9,13,7,0,0,4,161,719,2730,253,539,489,243,67,198,60,5308,5,0,5,11,3,4,0,4,0,33
SED30051,14,119,3,35,16,0,0,5,0,186,13,51,0,5,8,0,0,0,0,78,109,1003,18,132,132,28,3,31,10,1471,0,0,0,0,0,0,0,0,0,3,48,98,9,76,74,9,4,11,8,334,80,112,28,314,194,51,7,37,11,832,135,101,199,925,530,189,24,173,15,2288,12,7,8,52,64,69,4,24,3,247,17,9,13,58,76,22,3,21,0,216,9,3,0,8,4,4,0,0,6,31,9,17,7,43,34,26,4,27,18,192,467,1714,287,1670,1150,412,49,337,68,6154,3,14,0,0,0,0,0,0,0,16,5,47,0,3,7,0,0,0,0,65,56,231,0,22,22,7,0,4,4,348,7,10,0,0,0,0,0,0,0,27,18,160,5,47,16,0,0,5,0,257,19,62,0,5,8,0,0,0,0,97,214,1380,65,186,162,45,15,48,18,2131,0,0,0,0,0,0,5,0,0,10
SED30052,112,471,11,50,75,12,0,13,4,753,61,166,3,7,31,7,4,3,3,295,1081,3982,280,821,954,426,38,418,82,8080,4,7,5,6,4,0,0,5,0,31,95,128,41,103,139,49,0,26,9,584,210,253,119,403,331,158,18,88,29,1614,164,176,175,394,420,161,31,112,17,1660,16,9,11,34,38,37,7,26,8,182,39,39,11,45,78,33,5,22,0,281,28,40,15,15,16,9,5,21,0,145,29,46,12,44,37,15,3,30,47,273,2306,7176,753,2092,2404,999,124,821,244,16908,12,46,0,3,8,3,3,0,0,72,122,843,13,8,14,4,4,0,3,1014,984,2950,162,231,417,155,64,134,79,5181,15,81,0,15,16,3,3,9,4,140,203,776,23,68,112,16,7,21,8,1232,115,274,17,24,57,12,3,12,8,509,2406,8156,771,1229,1513,760,230,821,183,16067,7,10,5,14,8,3,0,4,0,48
SED30053,45,202,4,56,35,7,0,4,0,357,17,93,3,5,12,3,0,0,0,138,468,2040,100,451,451,223,36,112,39,3916,0,5,0,3,3,0,0,0,0,18,105,146,16,111,132,56,4,14,9,601,210,210,72,493,317,185,18,55,22,1586,161,118,238,520,461,232,37,95,21,1871,29,13,4,31,52,31,5,13,4,186,42,30,16,68,97,61,3,18,6,337,9,22,0,19,19,10,0,4,0,100,19,46,16,52,50,42,5,15,44,281,1246,3682,491,1889,1737,884,113,347,155,10555,5,40,0,0,0,0,0,0,0,44,22,258,3,9,3,5,0,0,0,298,333,993,48,93,129,72,25,25,26,1744,14,29,5,3,3,3,0,0,0,63,75,311,9,64,52,15,4,13,5,535,38,119,12,10,10,7,4,0,0,200,1019,3390,315,658,623,373,98,213,85,6783,6,6,6,3,3,3,0,0,0,28
SED30054,89,453,8,43,74,8,0,3,11,688,41,150,8,3,27,0,0,5,0,233,667,3164,124,366,674,172,18,91,40,5317,0,0,0,0,0,0,0,0,0,6,60,140,19,70,88,26,6,11,5,424,117,155,53,190,241,81,10,34,17,899,92,96,121,239,267,98,7,54,16,984,11,4,9,23,34,28,0,3,0,106,22,19,15,30,61,23,4,12,0,186,4,24,3,10,17,0,0,8,0,67,17,28,0,21,14,11,0,7,18,119,1466,5726,378,1076,1672,481,45,242,126,11207,11,41,0,0,0,0,0,0,0,55,114,870,14,4,28,4,3,4,4,1046,683,1867,70,119,230,69,30,40,18,3130,10,68,7,3,6,0,0,0,0,100,176,719,10,59,102,22,3,5,13,1104,78,224,12,10,45,10,0,4,0,382,1570,5841,329,553,962,353,99,210,94,10006,0,4,0,6,5,0,0,0,0,14
SED30055,13,101,3,36,12,0,5,4,0,178,10,49,0,5,4,0,0,0,0,82,161,1059,46,109,182,32,11,38,7,1651,0,0,0,4,0,0,0,0,0,6,40,71,13,63,61,12,12,6,3,276,91,111,42,230,219,38,28,41,7,812,169,120,289,603,632,198,134,172,28,2346,25,17,22,35,85,47,12,28,7,276,21,19,17,73,67,26,15,11,0,251,0,5,0,8,8,3,0,6,0,34,28,29,12,35,37,18,7,22,22,221,588,1759,449,1206,1322,390,223,341,84,6356,5,8,0,0,0,0,0,0,0,6,3,32,0,0,0,0,0,0,0,42,48,191,11,6,23,3,3,4,0,291,0,17,0,0,0,0,0,0,0,20,22,129,17,37,13,0,5,5,0,233,19,54,7,5,9,0,0,0,5,101,283,1394,96,145,202,40,37,44,18,2258,0,0,0,0,0,0,0,0,0,7
SED30056,87,348,6,57,58,9,0,8,5,570,50,118,0,9,22,0,0,0,0,199,602,2430,128,309,626,123,0,54,32,4303,0,0,0,3,5,0,0,0,0,6,84,145,25,75,124,30,3,15,7,505,122,158,44,208,223,61,0,21,7,850,101,69,103,268,256,100,12,44,9,972,17,8,5,31,30,27,5,20,0,135,27,24,7,31,75,18,0,12,0,201,4,22,8,11,13,0,0,5,3,63,19,30,10,25,21,12,0,9,20,142,1469,4760,364,1087,1612,409,31,196,95,10028,11,41,3,0,4,0,0,0,0,60,188,1017,17,15,28,10,4,9,9,1289,748,1719,83,74,211,46,21,25,30,2951,33,47,0,4,9,0,0,4,0,98,172,534,18,66,68,10,0,10,8,891,82,187,5,13,23,6,0,5,0,324,1570,4469,317,418,859,248,48,129,68,8106,0,0,0,3,0,0,0,0,0,5
SED30057,25,91,6,88,20,0,0,3,5,235,9,52,0,3,3,0,0,10,0,81,123,897,37,182,174,65,8,179,18,1677,0,0,0,12,0,3,0,0,0,14,35,61,9,88,71,16,10,29,7,332,153,116,51,540,326,112,19,86,14,1414,168,158,251,1117,625,310,73,259,25,2976,20,13,18,50,66,77,5,58,0,311,23,18,3,89,62,41,6,34,0,284,4,7,5,12,9,11,0,10,0,61,6,23,4,55,31,36,4,54,41,266,598,1580,396,2261,1413,671,123,735,116,7897,0,5,0,0,0,0,0,0,0,12,8,43,0,8,5,0,0,0,0,62,60,195,11,23,27,9,7,13,4,347,7,9,0,3,0,0,0,0,0,16,36,118,11,98,28,8,6,4,5,296,13,70,0,4,10,0,0,10,0,108,218,1289,109,226,238,100,53,284,28,2540,0,0,0,13,0,6,0,0,0,27
SED30058,47,301,9,63,73,7,0,4,5,502,36,128,3,10,26,0,0,0,0,200,538,2423,124,357,581,142,8,78,37,4306,0,0,0,4,3,0,0,0,0,12,55,123,22,95,145,29,3,21,0,497,124,148,54,309,302,88,10,34,6,1070,112,90,152,353,386,107,20,64,9,1300,11,6,4,24,43,21,0,16,0,136,19,19,13,42,79,33,0,12,3,221,10,23,3,6,19,7,0,4,0,70,20,33,5,21,27,15,0,4,14,150,1207,4361,428,1347,1836,471,49,252,90,10043,6,28,0,4,7,0,0,0,0,40,96,620,20,14,25,6,0,3,4,788,487,1422,51,89,184,44,26,27,34,2369,15,62,4,3,6,0,5,0,0,101,111,485,16,71,92,9,6,7,9,802,64,191,11,13,40,8,0,0,5,318,1283,4380,341,522,860,269,97,172,75,7994,0,0,0,4,8,0,0,0,0,17
SED30059,41,244,0,76,40,10,0,6,0,423,13,98,0,3,20,5,0,3,0,139,341,1894,76,319,456,167,12,70,40,3373,5,4,0,0,0,0,0,3,0,17,90,167,34,171,156,76,9,31,8,742,219,217,61,511,389,157,12,72,30,1667,202,174,272,651,598,247,25,133,33,2329,22,17,7,42,56,45,3,16,5,209,44,34,15,84,116,69,0,27,6,394,11,24,6,14,16,6,0,6,5,93,16,44,12,52,55,24,0,19,48,273,1138,3597,505,1958,1997,846,80,381,186,10688,8,35,0,0,0,0,0,0,0,44,31,248,0,0,5,0,0,0,0,290,272,862,31,58,125,52,4,11,20,1442,12,50,0,0,3,0,0,0,3,80,81,352,8,92,48,16,3,11,5,608,31,131,0,7,17,4,0,0,4,197,825,3012,247,487,596,308,79,152,71,5773,7,9,0,5,3,0,0,3,0,25
SED30060,23,148,3,86,34,11,0,3,4,312,12,57,0,4,10,4,0,0,0,84,187,1428,48,237,241,79,15,39,17,2287,4,0,0,9,0,3,0,0,0,17,48,104,12,119,102,28,10,19,8,453,139,180,32,479,349,95,10,50,20,1346,222,182,251,898,759,290,44,156,37,2841,23,14,13,47,81,64,7,39,3,291,22,11,9,78,65,33,6,21,4,255,0,4,3,13,13,10,0,4,0,56,13,22,10,46,54,33,0,20,28,216,736,2438,388,2036,1725,650,88,371,124,8545,0,14,0,0,0,0,0,0,0,11,3,61,3,0,0,0,0,0,0,72,95,331,4,23,38,20,6,0,3,533,4,23,0,0,0,0,0,0,0,32,39,220,9,98,32,11,0,7,10,422,30,71,5,5,9,4,0,0,0,122,356,1960,136,331,299,115,52,79,32,3365,5,3,4,8,0,3,0,0,0,29
SED30061,36,184,8,52,23,4,0,3,4,315,17,109,0,5,10,0,0,0,0,146,210,1988,83,284,298,73,6,33,14,2993,0,0,0,3,4,4,0,0,0,12,36,103,13,79,74,10,0,12,0,325,120,117,40,341,232,56,8,37,9,970,157,110,175,621,477,181,59,111,21,1911,16,9,18,51,46,51,7,22,0,211,19,14,9,61,61,25,3,18,0,209,8,22,0,8,7,3,0,0,0,51,13,22,9,37,27,19,3,22,30,184,719,3213,376,1586,1314,446,86,260,95,8092,5,26,0,0,0,0,0,0,0,33,33,322,9,6,4,5,0,0,0,381,184,666,42,68,66,23,21,30,19,1124,0,37,0,7,4,0,0,0,0,51,56,266,7,62,34,8,5,6,3,457,26,130,6,5,18,0,0,0,3,184,516,3083,219,423,387,111,61,88,26,4925,0,0,0,5,4,4,0,0,0,13
SED30062,28,187,4,124,38,12,0,5,3,410,13,102,0,10,7,3,0,0,0,139,253,1889,85,411,441,117,18,98,38,3351,3,5,0,11,0,0,0,0,0,24,73,100,20,140,114,33,9,9,12,515,206,229,86,692,485,150,28,85,20,1976,279,202,325,1042,815,330,84,235,48,3357,23,17,17,74,84,81,12,29,9,342,32,27,14,120,117,57,8,26,3,404,10,10,3,21,18,3,3,4,0,91,17,36,15,41,56,28,3,11,38,250,1020,3248,597,2800,2251,858,161,518,177,11629,3,20,0,0,0,0,0,0,0,24,17,104,0,0,0,4,0,0,0,126,175,672,36,124,118,62,44,22,13,1267,5,39,4,7,9,5,0,0,0,66,55,256,16,142,56,14,7,8,3,550,35,123,4,17,13,5,0,7,0,201,587,2938,257,595,628,219,147,183,77,5630,6,5,3,8,0,8,3,0,0,36
SED30063,19,94,0,43,20,7,0,9,0,189,10,36,0,4,11,0,0,0,0,56,186,887,27,124,124,35,5,95,9,1493,0,0,0,8,0,0,0,3,0,11,71,76,12,83,63,17,3,20,5,343,107,89,34,324,178,37,13,45,16,846,209,96,199,686,433,177,36,214,36,2080,32,8,13,50,59,43,3,48,0,255,38,6,19,57,29,29,0,31,7,224,6,3,0,14,10,0,0,14,3,49,29,14,10,40,27,26,9,25,21,202,758,1492,323,1435,954,375,67,499,109,6015,0,5,0,0,0,0,0,0,0,5,9,42,6,0,0,4,0,0,0,60,65,218,7,14,18,3,4,8,7,349,8,4,0,0,0,0,0,0,0,10,38,126,6,47,21,8,0,11,0,261,11,47,0,5,10,0,0,3,0,74,351,1190,86,171,150,51,20,195,25,2244,0,0,0,3,0,0,0,3,0,14
SED30064,30,152,0,63,34,9,0,9,3,302,14,69,0,7,10,3,0,0,0,100,224,1348,60,272,270,82,14,67,20,2353,0,0,0,12,5,0,0,0,0,15,65,116,21,119,114,36,6,21,8,511,137,146,44,418,284,83,16,61,18,1201,162,124,269,708,476,230,51,200,27,2241,18,17,6,47,69,33,9,40,0,236,27,22,13,68,62,32,4,27,7,261,9,17,3,13,6,9,0,5,0,67,22,32,12,49,37,23,0,32,21,234,771,2389,449,1789,1396,548,98,471,111,8020,0,14,0,0,4,0,0,0,0,20,23,102,0,4,9,0,0,0,5,134,113,424,25,34,40,18,8,11,6,674,4,13,0,4,0,0,0,0,0,28,47,219,11,74,47,10,4,9,4,425,22,86,0,7,8,3,0,0,0,126,442,1958,158,349,339,133,46,139,36,3602,4,0,0,12,5,0,0,0,0,23
SED30065,32,201,8,74,38,12,0,7,0,373,17,92,0,3,13,0,0,3,3,132,372,1803,85,311,342,132,20,71,32,3169,0,0,0,3,0,0,0,0,0,3,93,184,26,130,157,48,6,31,3,676,164,199,76,427,341,114,7,69,15,1417,174,149,280,671,550,238,35,151,32,2275,24,6,9,44,58,52,5,27,4,215,40,19,19,69,92,50,5,18,5,314,9,16,3,17,21,5,0,6,4,77,17,31,13,45,34,26,5,22,32,222,1063,3247,541,1828,1710,677,75,401,132,9677,7,28,0,5,5,0,0,0,0,45,28,200,4,6,4,0,0,0,4,246,246,635,20,42,74,16,3,23,7,1069,9,36,3,8,0,0,0,0,3,53,63,315,17,83,40,19,4,7,0,545,34,126,6,7,16,0,4,3,4,198,785,2860,226,444,433,212,60,139,54,5203,3,0,0,3,0,0,0,3,0,9
SED30066,28,171,0,38,32,11,0,6,4,305,13,72,0,9,5,0,0,0,6,97,385,1380,71,279,255,126,13,93,31,2627,0,0,4,3,0,0,0,0,0,12,94,142,19,112,122,54,3,32,9,590,163,165,61,312,227,85,5,54,18,1082,150,73,208,486,333,189,15,121,18,1593,14,6,11,27,42,39,0,15,3,156,38,21,12,55,81,51,4,23,0,279,12,23,0,11,18,11,0,9,3,88,22,34,9,43,32,32,0,16,35,227,1037,2518,407,1406,1185,612,51,373,127,7705,8,22,0,0,0,0,0,0,0,29,35,172,7,0,7,0,0,0,3,233,219,512,22,44,45,25,5,11,14,892,9,34,0,0,3,0,0,0,5,50,59,241,9,54,38,17,11,12,5,443,30,77,0,10,3,0,0,3,7,132,839,2260,194,410,322,218,42,155,66,4505,0,5,3,6,0,0,0,0,0,18
SED30067,63,308,9,60,48,7,0,0,4,495,37,153,0,5,24,6,0,0,0,230,586,2546,101,444,654,183,19,114,62,4716,0,4,0,6,4,0,0,0,0,13,62,124,23,80,120,40,6,17,8,482,193,211,68,420,406,148,21,54,31,1552,155,157,193,511,584,178,38,112,28,1950,23,12,15,44,57,29,0,19,5,194,43,22,15,54,84,28,7,18,3,264,4,26,3,18,14,4,0,3,5,82,22,27,9,20,42,14,4,23,28,180,1391,4399,457,1747,2162,665,99,413,177,11504,5,21,0,0,0,0,0,0,0,36,44,234,3,10,10,0,3,0,0,302,406,1178,77,112,181,54,42,74,30,2154,9,55,0,3,11,0,3,0,0,91,126,469,25,66,75,8,0,3,3,781,73,220,10,13,40,4,0,0,3,361,1276,4527,337,646,950,317,149,244,114,8550,4,3,6,3,5,4,3,0,0,30
