SED_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SED30060,438,54,12,0,508,5,0,4,508,37,0,549,647,125,16,8,787,15,4,14,803,36,0,846,208,36,34,0,276,0,0,3,277,3,0,284,7,0,0,5,11,0,0,0,11,0,6,18,1295,212,63,10,1583,16,7,23,1604,86,9,1693,4,0,0,5,7,5,0,5,19,7,0,21,28,5,3,0,37,3,4,11,44,0,0,44,34,6,3,5,45,14,4,20,63,7,0,72,1328,219,64,11,1627,28,13,43,1670,85,9,1765,409,110,27,20,565,29,12,34,602,107,4,707,0,0,0,3,4,0,0,0,4,0,14,17,1740,328,94,40,2194,56,22,78,2270,195,22,2487,678,68,19,5,766,9,0,11,777,57,0,839,772,157,15,5,945,3,0,3,952,55,0,1012,53,12,21,0,83,0,0,0,85,4,0,91,8,0,0,4,10,0,0,0,10,0,0,10,1511,230,53,12,1803,17,7,24
SED30061,320,41,7,3,365,0,0,0,373,24,0,394,493,74,4,4,569,5,0,5,577,12,0,587,154,23,11,4,197,3,0,3,205,6,0,202,4,0,0,3,13,0,0,0,13,0,0,10,971,142,28,14,1150,6,0,7,1161,36,5,1206,13,4,0,0,14,0,0,0,14,4,0,18,13,3,0,0,14,0,0,0,15,0,0,15,23,4,0,0,25,0,0,3,29,3,0,36,996,146,28,17,1180,5,3,11,1190,43,5,1239,297,54,17,3,373,11,4,15,389,53,4,446,0,0,0,0,6,0,0,0,6,0,8,9,1292,198,46,25,1556,16,8,27,1578,96,10,1691,503,62,5,3,574,0,0,7,583,36,3,622,606,114,9,0,730,3,5,9,739,22,0,764,42,5,9,0,49,0,0,0,54,0,0,55,7,0,0,9,14,0,0,0,14,4,0,17,1152,180,20,12,1365,9,7,20
SED30062,649,110,20,0,780,17,0,15,799,52,6,857,1033,199,38,3,1277,19,4,22,1305,37,3,1347,424,42,42,0,514,8,3,12,523,17,0,539,11,0,0,22,28,0,0,0,28,3,3,38,2120,351,101,28,2602,43,10,49,2653,109,11,2777,28,11,0,4,42,6,0,6,45,0,0,41,60,11,7,3,73,0,0,5,78,4,0,81,84,16,9,6,115,3,0,4,122,8,0,129,2206,366,109,33,2720,50,12,58,2772,116,13,2899,817,152,56,23,1044,40,3,41,1090,87,7,1183,4,0,0,4,7,0,0,0,7,0,6,14,3028,518,168,62,3769,92,18,101,3876,206,24,4103,905,110,18,3,1039,30,5,33,1077,49,5,1129,1057,168,26,5,1261,12,10,22,1279,50,0,1330,168,25,12,0,203,3,0,3,206,8,0,215,10,0,0,17,24,0,0,0,23,3,3,31,2139,302,57,26,2523,47,12,59
SED30063,230,21,8,0,260,4,0,4,257,25,0,287,386,66,15,6,476,0,3,6,480,16,0,494,117,17,14,3,151,0,0,0,151,4,0,158,4,5,0,8,16,0,0,0,16,0,0,16,738,107,41,17,900,7,3,8,907,51,0,953,8,0,0,0,9,0,0,0,5,6,0,7,13,0,0,0,15,0,0,0,11,0,0,11,16,4,0,0,17,3,0,3,18,6,0,26,755,107,41,17,916,12,3,9,925,50,0,982,317,65,22,16,420,28,4,39,458,112,0,577,0,0,0,4,4,0,0,0,4,0,9,11,1076,172,62,38,1344,39,5,48,1390,166,8,1567,373,40,9,0,421,7,0,8,428,37,0,472,489,81,17,10,602,4,0,5,605,45,6,658,45,0,14,0,57,0,0,0,57,8,0,63,0,0,0,13,12,0,0,0,12,3,4,16,907,127,35,20,1091,15,4,13
SED30064,210,40,9,0,259,5,0,3,266,16,3,286,595,102,36,6,732,5,4,4,739,22,0,765,152,45,21,3,227,6,0,3,226,5,0,232,9,5,0,13,25,0,0,0,30,0,0,32,970,190,66,17,1247,10,5,11,1260,45,7,1314,0,0,0,0,0,5,0,5,4,0,0,4,22,10,0,0,34,0,0,0,34,7,0,38,22,10,0,0,34,5,0,5,34,7,0,39,989,200,66,20,1279,14,5,18,1297,55,7,1355,396,80,33,16,521,19,0,16,540,48,0,591,3,0,0,8,12,0,0,0,12,0,7,23,1393,280,98,37,1807,31,6,32,1842,109,23,1972,363,72,16,0,448,4,0,6,458,26,0,478,696,147,36,13,897,8,4,9,907,43,0,952,100,26,21,0,147,0,0,0,148,0,0,154,11,0,0,17,27,0,0,0,27,0,0,29,1166,249,72,32,1522,13,3,18
SED30065,311,56,13,0,383,3,6,3,394,18,0,408,850,165,44,6,1065,4,0,4,1064,34,0,1101,272,41,48,0,365,0,0,0,365,10,0,373,21,0,0,14,33,0,0,0,33,0,0,37,1450,265,110,26,1848,5,3,11,1858,54,5,1917,3,0,0,0,5,0,0,0,7,0,0,9,30,0,0,0,33,0,3,3,36,0,0,36,34,5,0,0,39,0,3,3,41,0,0,47,1480,271,110,30,1885,10,8,16,1906,56,5,1958,430,68,21,12,537,3,0,11,546,45,0,596,5,0,0,0,8,0,0,0,8,0,5,11,1917,340,131,48,2431,9,9,26,2452,105,10,2571,566,108,29,0,706,3,3,9,715,35,0,750,1067,214,31,11,1329,9,3,12,1342,40,4,1381,125,23,27,0,174,5,0,5,181,15,0,188,13,0,0,24,42,6,0,6,46,0,4,51,1779,348,87,38,2246,20,10,31
SED30066,147,24,9,0,180,10,0,10,189,7,0,195,381,129,14,6,529,3,3,4,534,23,0,559,96,20,23,0,141,0,0,0,141,4,0,140,10,0,3,3,18,0,0,0,18,0,0,18,633,175,49,15,868,7,3,11,883,31,0,913,4,0,0,0,4,0,0,0,9,5,0,10,4,7,6,0,15,0,0,0,19,3,0,28,11,7,6,0,24,3,0,3,27,10,0,31,644,183,49,15,892,10,3,17,905,40,0,946,226,49,38,17,331,4,0,4,334,39,6,378,0,0,0,0,0,0,0,0,0,0,9,7,880,231,86,31,1223,14,3,23,1243,76,9,1329,345,78,17,0,439,5,0,5,442,30,3,479,596,178,18,11,792,7,11,13,808,37,0,845,64,20,18,0,96,0,0,0,96,3,0,99,10,0,7,14,28,0,0,0,28,0,0,28,1012,269,58,22,1352,9,12,22
SED30067,532,97,28,5,659,8,5,8,674,26,0,702,822,111,22,3,962,6,3,11,973,23,0,997,367,42,39,0,452,4,0,3,452,4,0,458,17,6,0,4,28,0,0,0,28,0,0,30,1738,249,92,19,2100,22,7,25,2129,55,0,2187,26,0,0,0,26,0,0,0,30,0,0,29,29,13,0,0,38,0,0,0,38,0,0,40,54,12,0,0,65,0,0,0,65,3,0,68,1792,266,92,17,2165,21,7,26,2190,62,0,2256,455,98,18,11,580,8,6,21,599,45,0,646,5,0,0,8,9,0,0,0,9,0,6,19,2248,361,109,37,2758,30,15,47,2799,105,10,2914,695,113,16,5,833,14,7,20,856,33,0,888,773,104,17,4,908,10,4,13,917,23,0,945,106,21,10,5,130,0,0,0,135,6,0,138,4,0,0,4,8,0,0,0,10,4,0,11,1581,236,47,11,1877,25,10,32
SED30068,258,31,3,3,294,0,0,4,294,11,0,307,490,65,3,0,558,0,4,9,565,17,0,582,125,23,17,0,160,0,0,0,160,3,0,162,8,3,0,3,14,0,0,0,14,3,0,20,872,117,29,15,1033,5,5,7,1043,28,4,1069,8,0,0,0,10,0,0,0,10,0,0,12,5,3,0,0,10,0,0,0,10,0,0,10,19,5,0,0,21,0,0,0,21,0,0,23,888,125,29,15,1055,5,5,7,1062,27,4,1093,233,38,14,0,285,7,5,11,287,19,0,309,6,0,0,0,4,0,0,0,4,0,0,4,1122,158,46,17,1341,6,7,15,1355,44,4,1406,511,61,12,9,588,6,4,8,595,34,0,626,638,87,10,0,731,0,0,0,729,24,3,765,65,9,19,0,91,0,0,0,91,0,0,98,9,0,0,5,18,0,0,0,18,0,0,16,1223,152,38,10,1425,7,4,11
SED30069,461,50,13,4,534,11,3,12,541,20,0,567,776,104,34,10,926,10,3,15,937,23,4,962,320,44,46,0,401,0,0,0,404,5,0,412,7,4,0,9,15,0,0,0,15,0,4,19,1561,200,88,21,1873,21,8,25,1901,57,9,1963,11,0,0,0,12,0,0,0,15,0,0,18,28,11,0,0,43,0,0,0,41,0,0,41,40,11,0,0,56,0,0,5,55,0,0,61,1606,207,91,26,1932,20,9,32,1961,61,9,2021,433,75,20,8,540,8,10,11,556,52,0,603,0,0,0,0,3,0,0,0,3,0,9,16,2042,281,115,35,2476,32,16,40,2515,109,17,2644,828,90,28,6,956,11,6,15,969,57,0,1027,1012,123,32,5,1171,9,3,11,1176,40,0,1219,141,14,18,0,179,5,0,5,183,0,0,185,10,0,0,7,24,0,0,0,24,0,3,25,1988,226,84,29,2326,19,5,26
SED30070,216,23,5,0,251,7,0,7,258,16,0,273,340,74,15,3,433,3,0,3,438,17,0,460,142,18,35,5,198,0,0,0,197,8,0,212,11,0,0,0,19,0,0,0,19,0,4,23,711,114,55,12,898,18,3,16,912,38,7,958,7,0,0,0,9,0,0,0,9,0,0,9,10,0,0,0,10,0,0,0,6,0,0,10,21,0,0,0,21,0,0,0,20,0,0,21,731,116,55,12,918,18,3,20,931,41,7,982,300,46,24,15,390,21,3,20,410,72,0,488,0,0,0,5,4,0,0,0,4,0,16,18,1029,165,80,31,1310,32,6,36,1348,119,18,1487,324,55,15,0,392,8,0,8,396,24,0,422,512,91,17,6,623,6,6,8,642,26,0,660,78,12,19,4,104,0,0,0,104,14,0,115,12,0,0,7,12,0,0,0,12,0,0,20,917,156,51,19,1137,14,6,15
SED30071,232,33,11,5,279,4,4,10,290,17,0,313,418,61,22,4,506,0,0,0,506,11,0,523,179,23,29,0,234,5,0,0,237,5,0,243,16,0,0,6,21,0,0,0,21,0,5,21,849,117,58,9,1040,10,6,10,1054,41,8,1099,9,6,0,0,8,0,0,0,8,0,0,8,39,0,0,0,42,0,0,0,41,0,0,41,45,10,0,0,49,0,0,0,49,0,0,49,895,123,58,9,1085,10,5,15,1101,41,8,1149,288,52,22,7,372,19,3,17,392,36,0,426,3,0,0,7,10,0,0,0,10,0,0,11,1185,179,80,23,1471,22,8,29,1497,82,9,1587,409,57,11,5,482,0,0,0,482,25,4,513,503,66,28,10,608,5,3,5,616,22,0,637,81,7,12,0,99,0,0,0,99,3,0,103,7,0,0,3,14,0,0,0,14,0,0,19,999,136,46,18,1203,5,8,9
SED30072,391,35,17,0,441,6,8,10,452,36,0,478,641,93,22,3,757,3,0,0,763,20,3,788,232,38,36,0,312,5,0,6,309,0,0,314,14,3,0,14,35,0,0,0,36,0,0,35,1274,175,77,15,1544,9,7,17,1562,52,4,1621,4,3,0,0,5,0,0,0,9,3,0,15,29,5,0,5,36,0,0,0,38,0,0,38,37,5,0,5,46,0,0,0,50,3,0,54,1311,183,79,17,1588,14,7,20,1612,61,4,1669,377,62,8,13,465,18,0,18,486,40,0,528,5,0,0,0,7,0,0,0,7,0,9,11,1693,245,86,31,2059,28,9,40,2096,100,16,2210,587,66,18,6,677,13,8,15,694,34,0,730,707,88,20,4,820,3,0,3,827,33,3,859,96,20,15,0,133,0,0,0,132,0,0,131,3,0,0,10,14,0,0,0,14,0,4,18,1397,176,50,21,1648,16,8,23
SED30073,351,37,10,7,401,5,0,3,413,20,0,428,554,55,18,8,633,9,4,12,649,24,0,672,184,19,25,3,232,0,0,0,233,4,0,241,17,0,0,8,30,0,0,0,30,0,4,31,1104,115,55,26,1299,21,5,21,1318,46,4,1371,12,0,0,0,7,0,0,3,11,4,0,15,17,4,0,0,24,5,0,4,26,0,0,27,25,8,0,0,33,4,5,9,34,3,0,42,1132,117,55,27,1334,22,9,26,1358,53,4,1412,437,83,21,17,553,19,0,21,576,78,3,653,0,0,0,3,3,0,0,0,3,0,4,11,1563,192,77,52,1889,41,7,49,1937,131,15,2080,577,57,22,3,660,3,0,3,663,32,0,694,674,55,27,9,761,17,4,17,781,26,0,813,43,6,6,0,53,0,0,0,53,0,0,53,5,0,0,8,14,3,0,3,14,0,9,22,1296,117,58,19,1490,23,3,24
SED30074,505,74,20,7,597,3,0,3,602,27,3,637,791,149,17,3,963,7,4,13,975,40,0,1015,283,56,33,4,374,3,0,3,380,8,0,391,10,3,0,15,26,0,0,0,26,0,3,27,1586,287,70,25,1966,14,6,20,1989,79,6,2077,14,0,0,0,16,7,0,4,19,0,0,27,22,6,0,0,25,0,0,0,36,0,0,36,37,6,0,0,44,8,0,5,51,0,0,57,1623,290,70,31,2017,17,10,31,2042,81,6,2137,438,75,25,9,545,13,7,14,567,46,7,613,3,0,0,7,16,0,0,0,16,0,3,14,2064,366,97,46,2572,35,14,49,2623,126,20,2763,759,121,15,7,901,13,9,16,920,59,5,983,882,140,25,7,1051,13,0,8,1063,41,0,1102,111,14,16,0,142,6,0,5,147,5,0,154,4,0,0,6,14,0,0,0,14,0,7,15,1753,275,55,19,2105,22,6,28
SED30075,294,35,12,0,338,9,0,9,347,23,0,367,556,71,13,15,657,3,0,6,662,23,0,682,193,30,23,5,247,6,0,6,247,10,0,258,11,4,5,12,30,0,0,0,26,0,0,31,1050,139,48,31,1266,16,0,17,1279,48,0,1336,13,0,4,0,17,0,0,0,14,0,0,14,24,0,0,0,27,0,0,0,26,0,0,29,32,6,4,0,41,0,0,0,40,0,0,43,1085,142,54,31,1300,15,0,15,1324,50,0,1379,442,78,29,16,569,27,5,31,605,86,0,690,5,0,0,3,7,0,0,0,7,0,16,23,1533,222,83,52,1885,42,6,48,1931,133,17,2088,533,63,22,0,620,8,0,6,630,28,3,664,733,123,28,14,897,9,3,11,912,20,0,930,99,15,8,0,124,0,0,0,124,16,0,136,7,4,0,14,22,0,0,0,22,0,3,28,1376,204,57,30,1659,15,4,21
SED30076,299,41,9,0,343,13,4,16,354,16,0,372,365,75,11,0,453,8,3,9,459,4,0,470,189,14,23,0,227,0,0,3,234,12,0,242,0,4,0,4,4,0,0,0,4,3,0,9,856,134,46,4,1033,19,7,25,1054,42,6,1101,15,3,0,0,23,0,0,0,20,0,0,20,27,9,0,0,33,0,0,3,42,0,0,42,41,11,0,0,54,3,0,3,64,0,0,65,892,146,46,3,1083,25,7,34,1118,40,6,1166,284,48,15,5,350,5,0,5,361,41,0,400,0,0,0,0,3,0,0,0,3,0,0,3,1176,192,58,8,1441,29,7,39,1480,79,6,1561,405,63,10,0,484,15,8,22,510,30,0,541,357,68,6,4,438,4,0,0,444,14,4,457,45,10,9,0,58,0,0,0,56,0,0,56,8,0,0,0,9,0,0,0,9,0,0,7,815,146,23,7,990,22,7,27
SED30077,240,15,10,0,262,0,0,3,264,22,0,284,557,67,3,7,639,4,0,3,642,16,0,663,133,25,18,0,177,0,0,0,177,0,0,177,3,0,0,3,12,0,0,0,12,0,0,10,928,110,32,14,1084,7,5,8,1089,41,5,1140,9,0,0,0,9,0,0,0,9,0,0,14,13,0,0,0,14,3,6,3,20,0,0,20,22,0,0,0,24,3,6,3,30,0,0,32,953,112,32,14,1109,9,4,11,1124,45,5,1167,364,73,17,13,466,11,14,19,488,58,3,552,0,3,3,0,10,0,0,0,10,0,5,16,1320,191,51,26,1584,22,17,35,1621,102,12,1730,425,48,9,0,485,0,3,4,493,20,4,517,698,105,6,5,815,0,5,3,820,31,3,860,47,14,13,4,74,3,0,3,76,5,0,77,7,0,0,10,11,0,0,0,11,3,0,19,1167,168,30,15,1390,7,7,12
SED30078,217,46,13,0,281,15,5,16,301,27,3,327,489,109,6,0,609,11,0,16,623,27,0,650,174,29,47,0,240,3,0,3,247,10,0,260,7,0,0,14,17,0,0,0,17,0,0,23,878,176,65,22,1148,31,5,34,1184,70,3,1258,11,3,0,0,21,3,0,3,24,0,0,26,26,4,0,0,32,4,0,4,35,3,0,40,37,9,0,3,51,11,0,10,60,3,0,61,918,188,71,24,1202,37,11,45,1247,71,3,1322,291,89,32,12,427,24,8,31,458,56,0,519,4,0,0,3,8,0,0,0,8,0,9,16,1215,281,109,39,1640,59,10,73,1710,131,12,1850,345,95,11,5,450,10,4,14,459,39,0,507,541,122,16,0,681,18,0,20,696,33,0,731,73,19,19,0,110,0,4,4,109,9,0,120,4,3,0,3,15,0,0,0,13,0,0,17,969,237,44,8,1252,23,8,36
SED30079,511,50,14,0,573,3,3,4,578,25,0,604,866,109,25,8,1014,3,4,11,1021,15,3,1033,305,36,34,3,380,0,0,0,382,11,0,388,14,4,0,5,20,0,0,0,20,0,5,22,1694,198,71,12,1981,8,7,19,2004,44,5,2053,13,4,0,0,16,3,0,3,28,0,0,25,30,8,0,0,37,0,0,0,35,0,0,42,45,15,0,0,54,6,0,6,60,4,0,68,1738,216,71,12,2036,17,7,29,2067,52,5,2119,481,106,33,13,629,15,0,17,646,34,0,682,0,0,0,5,3,0,0,0,3,0,11,13,2223,318,107,36,2676,29,8,41,2714,82,16,2812,781,96,23,6,899,11,4,12,917,41,5,954,981,121,23,3,1130,8,0,8,1137,23,4,1168,137,22,17,0,173,0,0,0,176,0,0,175,11,0,0,5,19,0,0,0,19,0,3,23,1905,244,61,15,2219,24,4,24
SED30080,478,66,12,0,560,14,0,18,578,22,0,600,826,128,20,4,979,9,0,10,982,25,0,1009,360,48,42,5,453,0,0,0,450,7,0,464,6,4,0,10,15,0,0,0,15,0,0,15,1669,248,74,18,2006,30,0,25,2031,55,0,2086,16,4,0,0,20,0,0,0,20,0,0,23,29,3,0,0,37,7,0,7,40,0,0,44,50,10,0,0,58,7,0,7,63,3,0,67,1716,253,74,18,2061,30,0,34,2095,58,0,2152,378,62,29,9,483,19,4,26,505,44,0,545,6,0,0,3,6,0,0,0,6,0,3,10,2100,318,109,27,2550,53,5,54,2610,104,3,2716,735,95,20,0,854,22,0,22,877,27,4,911,879,107,21,0,1014,18,0,18,1030,14,0,1041,104,12,13,6,124,0,0,0,124,0,0,128,9,0,0,3,10,0,0,0,10,0,0,10,1723,220,50,7,2003,36,0,36
SED30081,492,64,14,3,571,8,3,9,573,38,0,615,670,184,21,10,886,9,4,16,898,44,0,942,163,23,23,0,211,4,0,9,217,22,0,235,13,4,0,17,32,0,0,0,32,3,0,35,1342,273,55,24,1701,20,10,27,1725,100,3,1831,40,11,6,0,51,8,0,11,62,0,0,65,59,18,0,0,84,3,7,12,88,0,0,90,102,24,7,0,134,9,3,16,156,9,0,162,1446,298,68,25,1834,30,10,45,1878,105,3,1989,651,173,41,17,881,37,9,49,933,140,4,1072,4,8,0,15,26,4,0,4,27,0,12,40,2104,473,105,58,2740,69,20,95,2836,247,23,3101,792,136,14,9,948,17,0,20,967,47,0,1021,862,273,22,7,1166,18,5,28,1187,53,0,1238,79,23,15,0,120,0,0,0,119,10,0,130,8,6,0,18,30,0,0,0,30,0,3,36,1743,431,51,33,2256,38,10,47
SED30082,199,24,6,7,235,3,0,3,240,18,0,255,346,78,8,4,439,4,0,3,442,19,0,467,101,33,20,0,151,4,3,3,155,3,3,162,7,0,0,8,15,0,0,0,15,0,0,15,651,134,33,13,838,11,0,12,847,41,5,897,11,4,0,0,10,0,0,0,10,0,0,10,8,8,0,0,18,0,0,0,13,0,0,24,17,11,0,0,29,0,0,0,29,0,0,34,668,147,37,13,866,15,0,17,882,46,6,931,268,81,24,4,374,8,0,11,383,47,0,431,6,0,0,3,8,0,0,0,8,0,4,13,938,223,56,29,1252,20,4,24,1274,95,8,1375,324,43,8,3,374,0,0,6,376,19,0,392,397,100,22,3,518,8,0,8,531,14,0,545,43,14,8,0,60,0,6,3,65,0,0,67,5,3,0,6,22,0,0,0,22,0,0,22,766,158,37,12,974,10,7,16
SED30083,552,78,22,0,664,3,8,6,667,25,0,694,802,150,20,6,989,10,0,13,997,36,0,1031,316,35,41,9,400,0,0,4,403,15,0,418,20,3,0,16,42,0,0,0,41,0,4,46,1692,270,84,41,2089,16,12,22,2109,73,3,2189,23,0,3,0,23,3,0,3,28,4,0,31,41,6,4,0,53,5,0,5,60,0,0,64,63,10,9,0,82,11,0,11,92,3,0,98,1754,280,91,40,2168,27,12,33,2199,81,3,2286,525,108,36,18,688,22,0,24,713,47,8,769,0,0,0,3,7,0,0,0,7,0,15,23,2284,391,127,63,2863,48,12,58,2918,135,21,3072,830,108,21,3,961,14,0,12,982,44,3,1027,1039,189,31,20,1277,14,4,19,1297,35,4,1335,158,21,13,4,195,4,0,4,199,11,0,212,23,0,0,13,38,0,0,0,36,3,5,42,2047,322,69,45,2471,25,8,38
